Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
embryonic heart tube development (GO:0035050)	2/63	0.5565928418579354	0.7299317554651211	0.4907798051073666	0.6567578149979045	-0.4824981194905077	0.2827059208120884	mef2cb;tbx16
neural crest cell development (GO:0014032)	4/125	0.5031597864460314	0.7052254033646167	0.4101949577471757	0.6111096107011297	-0.4074085315633182	0.2798275283017556	dmxl2;dhrs9;capzb;radil
mitochondrion disassembly (GO:0061726)	1/33	0.6267654874995576	0.7681852036376421	0.5809273484180876	0.7082221857208558	-0.5933263424102015	0.27719188061514544	zgc:92606
regulation of calcium ion-dependent exocytosis (GO:0017158)	1/41	0.7061594891964257	0.8174708840886744	0.6586297390102321	0.7613846118231004	-0.792534249789144	0.2757338890739328	syt5b
erythrocyte development (GO:0048821)	1/38	0.678583684064141	0.7985785966694313	0.6313340091079096	0.7411312280831982	-0.7090888333249795	0.27494740144309154	tbx16
regulation of BMP signaling pathway (GO:0030510)	2/69	0.6062417548960882	0.7530851569615817	0.5380729457130063	0.6850914898259914	-0.5436238520433578	0.2720709285357915	wisp3;tbx16
regulation of axon extension involved in axon guidance (GO:0048841)	1/40	0.6972405226017717	0.811238022494837	0.6497625201946535	0.7540859589616838	-0.7512556231696325	0.270921442740941	arl3l1
regulation of protein serine/threonine kinase activity (GO:0071900)	1/31	0.6037742225037733	0.75205527307797	0.5588930881988003	0.6923938663515503	-0.5270029414664669	0.2659019452747583	ccng2
positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	1/43	0.7232181959539914	0.8278233215533217	0.6756989163370454	0.7705485778849784	-0.8160546989875695	0.26443788176271504	gdf10b
neural crest cell migration (GO:0001755)	3/93	0.5177814109923259	0.7115618791780767	0.4375350492256584	0.6236912658216683	-0.3908485696588348	0.25725735413313916	dmxl2;capzb;radil
embryo development ending in birth or egg hatching (GO:0009792)	4/125	0.5031597864460314	0.7052254033646167	0.4101949577471757	0.6111096107011297	-0.369557394312212	0.25382956959493996	camk1db;bcl2l16;dio3b;smg7
positive regulation of intracellular signal transduction (GO:1902533)	3/101	0.5737423250981147	0.7407812298735152	0.4899065657623726	0.6567578149979045	-0.4463524455671205	0.24798221282549093	rragd;fgf1a;lepb
protein localization to plasma membrane (GO:0072659)	1/42	0.7148161463844348	0.8233390494114319	0.667273331833448	0.7656961482788814	-0.717462337534526	0.24087356405565177	ankrd9
regulation of RNA metabolic process (GO:0051252)	1/48	0.7616634559722526	0.8526915275396684	0.7147436886909431	0.795314795416104	-0.8730553349536381	0.237689733732277	dazap1
negative regulation of signal transduction (GO:0009968)	5/161	0.5140983091378108	0.7075595918868222	0.4080560111924116	0.6111096107011297	-0.3546923221585496	0.2359912623483791	spry1;nkd2a;ptch1;wisp3;tsc1b
phospholipid metabolic process (GO:0006644)	1/34	0.6377567176635811	0.7754445918081688	0.591529831600737	0.7154471481020772	-0.5240871357503305	0.23573354916479433	fdft1
adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880)	1/28	0.566609712725819	0.7336357070272238	0.5236598816111979	0.6723353445022094	-0.41099557601975656	0.2334802366955184	drd4a
cellular response to transforming growth factor beta stimulus (GO:0071560)	1/28	0.566609712725819	0.7336357070272238	0.5236598816111979	0.6723353445022094	-0.40049894433707534	0.22751726241362424	dusp22b
protein import into nucleus (GO:0006606)	1/44	0.7313731141085161	0.8309412360787349	0.6839119697167303	0.7731911184728552	-0.7058916518090667	0.2208251678731132	abrab
activation of GTPase activity (GO:0090630)	1/43	0.7232181959539914	0.8278233215533217	0.6756989163370454	0.7705485778849784	-0.6651457397507577	0.21553669221119665	usp6nl
dephosphorylation (GO:0016311)	1/50	0.7755047004307203	0.8566947232194964	0.7290170096394231	0.8024431832721707	-0.8283055040186634	0.21058941448325225	thnsl2
convergent extension (GO:0060026)	4/123	0.49055816635731286	0.7005249346095768	0.3987707154632504	0.6111096107011297	-0.2881607183583132	0.20523135474497103	prickle1a;bcl2l16;ctsba;tbx16
regulation of actin cytoskeleton organization (GO:0032956)	1/47	0.7544265911665542	0.8476910779570341	0.7073286789582466	0.7899364078876768	-0.7250758498262792	0.2043244169098119	tsc1b
cell morphogenesis (GO:0000902)	1/47	0.7544265911665542	0.8476910779570341	0.7073286789582466	0.7899364078876768	-0.7211149814886467	0.203208254905882	capzb
mitochondrial transport (GO:0006839)	1/45	0.7392881576176136	0.8378599119666287	0.6919178320420741	0.780320110337376	-0.6708409137424614	0.20263924101199104	ucp3
ERAD pathway (GO:0036503)	1/38	0.678583684064141	0.7985785966694313	0.6313340091079096	0.7411312280831982	-0.5207596674586733	0.2019232437672725	zgc:136908
determination of heart left/right asymmetry (GO:0061371)	5/161	0.5140983091378108	0.7075595918868222	0.4080560111924116	0.6111096107011297	-0.3024466437786043	0.20123008252329305	prickle1a;dhrs9;lmo7b;ttc36;tbx16
positive regulation of cell cycle (GO:0045787)	1/46	0.7469703707680196	0.8434425588745905	0.6997217097489254	0.7862234143812896	-0.6824364528587893	0.1990870218815029	ccng2
positive regulation of cell proliferation (GO:0008284)	3/91	0.5031837028364096	0.7052254033646167	0.42412156135205703	0.6160565505982589	-0.28588849289090906	0.19634820581655155	il11ra;ccng2;fgf1a
myeloid cell development (GO:0061515)	1/43	0.7232181959539914	0.8278233215533217	0.6756989163370454	0.7705485778849784	-0.5985191411209304	0.1939467220381378	tbx16
autophagosome assembly (GO:0000045)	1/44	0.7313731141085161	0.8309412360787349	0.6839119697167303	0.7731911184728552	-0.5986992819516951	0.18729201443829468	zgc:92606
response to lipid (GO:0033993)	2/73	0.6369314122274434	0.7754445918081688	0.5678850232419377	0.7005443393814089	-0.4139156106511323	0.18671455969020057	nr1d1;pck1
BMP signaling pathway (GO:0030509)	1/46	0.7469703707680196	0.8434425588745905	0.6997217097489254	0.7862234143812896	-0.6283205441598438	0.18329980088216732	wisp3
positive regulation of cell motility (GO:2000147)	1/53	0.7947764404700652	0.8685771099422857	0.7491040601453618	0.8157503288415683	-0.7554971823841531	0.17353348019129275	fgf1a
pronephros development (GO:0048793)	2/79	0.6794007450967603	0.7985785966694313	0.6099601466781897	0.7276694742989291	-0.4314684974218144	0.1667816134732295	crb2b;tbx16
neutrophil chemotaxis (GO:0030593)	1/47	0.7544265911665542	0.8476910779570341	0.7073286789582466	0.7899364078876768	-0.56259196837186	0.15853689779250651	s1pr4
lipid transport (GO:0006869)	1/50	0.7755047004307203	0.8566947232194964	0.7290170096394231	0.8024431832721707	-0.6186417610800385	0.1572842454971757	abca1a
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	1/44	0.7313731141085161	0.8309412360787349	0.6839119697167303	0.7731911184728552	-0.4965957187319556	0.15535080018727157	ccng2
granulocyte chemotaxis (GO:0071621)	1/49	0.7686874079122744	0.8543039230792588	0.7219715641586109	0.7991303690797001	-0.5902759343194193	0.1552844117143923	s1pr4
neuron differentiation (GO:0030182)	5/162	0.5195896718675067	0.7119154011557779	0.41306445426250726	0.6111096107011297	-0.23458923934433223	0.15358929827400306	runx2a;crx;atp2b2;cdh23;wnt4b
negative regulation of Wnt signaling pathway (GO:0030178)	2/69	0.6062417548960882	0.7530851569615817	0.5380729457130063	0.6850914898259914	-0.30586972030928916	0.1530805878048447	nkd2a;wisp3
regulation of neurogenesis (GO:0050767)	2/74	0.6443044766139226	0.7791282354209698	0.5751186946532615	0.7058274888926391	-0.34681422936868767	0.1524539427936223	heyl;bhlhe41
axon guidance (GO:0007411)	4/141	0.598378931956327	0.75205527307797	0.4993645144236072	0.6605426862260395	-0.2844012084064838	0.1460488540847826	col2a1a;col4a5;nrxn2a;adcy1b
ribosome assembly (GO:0042255)	1/40	0.6972405226017717	0.811238022494837	0.6497625201946535	0.7540859589616838	-0.3994190774963157	0.14404044295469273	mterf3
potassium ion import (GO:0010107)	1/49	0.7686874079122744	0.8543039230792588	0.7219715641586109	0.7991303690797001	-0.5355878801373432	0.1408975769686053	slc12a3
negative regulation of intracellular signal transduction (GO:1902532)	1/42	0.7148161463844348	0.8233390494114319	0.667273331833448	0.7656961482788814	-0.4174617297794193	0.14015438783079978	tsc1b
regulation of secretion by cell (GO:1903530)	1/39	0.6880513122738577	0.8046256110412757	0.6406659134617793	0.7473078888918848	-0.371437511251289	0.13887746271194013	cplx4a
plasma membrane bounded cell projection organization (GO:0120036)	2/65	0.5736241465797316	0.7407812298735152	0.5068799090835752	0.6638988912505643	-0.24174325502853075	0.1343562824067149	nptx2b;prickle1a
nucleosome organization (GO:0034728)	1/36	0.6587792368814052	0.7864230682147334	0.6119399064910384	0.7276694742989291	-0.3189922169612524	0.1331367600998983	zgc:113984
gastrulation (GO:0007369)	4/149	0.6416743562020949	0.7781467093705722	0.5417740423431707	0.6865524081163211	-0.29742498749417084	0.13195983422549176	prickle1a;bcl2l16;ptger4a;tbx16
hepaticobiliary system development (GO:0061008)	3/104	0.5936573321731231	0.7516930081861063	0.5089338515290626	0.6638988912505643	-0.2509443453289952	0.130855683698163	fhl1b;dio3b;tbx16
erythrocyte differentiation (GO:0030218)	2/81	0.6926275289381347	0.8089466559353787	0.623277027170783	0.7363813525647089	-0.34760606604026967	0.12766281206763727	slc25a38a;tbx16
inner ear morphogenesis (GO:0042472)	1/50	0.7755047004307203	0.8566947232194964	0.7290170096394231	0.8024431832721707	-0.4997861258472517	0.127066241982444	ttc36
autophagosome organization (GO:1905037)	1/44	0.7313731141085161	0.8309412360787349	0.6839119697167303	0.7731911184728552	-0.4005418622545456	0.12530212497327248	zgc:92606
neutrophil migration (GO:1990266)	1/52	0.7885434108382581	0.8638220180781871	0.7425788419457288	0.8105676300905816	-0.5262711583876057	0.12502509137000345	s1pr4
phospholipase C-activating G-protein coupled receptor signaling pathway (GO:0007200)	1/56	0.8123963738018409	0.8804957156435536	0.7677076173920022	0.8301008159786315	-0.6002162621707972	0.12470507983260214	drd4a
cellular response to peptide hormone stimulus (GO:0071375)	1/22	0.4815173090093138	0.6939291831562795	0.4445651610953995	0.6240226573173957	-0.170552042274131	0.12464166677545768	pck1
mitotic nuclear division (GO:0140014)	1/41	0.7061594891964257	0.8174708840886744	0.6586297390102321	0.7613846118231004	-0.354635562434115	0.12338273438642686	birc7
protein deubiquitination (GO:0016579)	1/49	0.7686874079122744	0.8543039230792588	0.7219715641586109	0.7991303690797001	-0.4686845642440031	0.12329726252885452	zranb1b
regulation of cytoskeleton organization (GO:0051493)	1/56	0.8123963738018409	0.8804957156435536	0.7677076173920022	0.8301008159786315	-0.5673012968091735	0.11786643909290724	tsc1b
regulation of mRNA splicing, via spliceosome (GO:0048024)	1/62	0.8432341752573481	0.9043095477643056	0.8008928700376248	0.8509486744149761	-0.5677159765023769	0.09680157565296386	dazap1
protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)	2/44	0.3725567172169534	0.6636986081314468	0.32364816527757917	0.5913604126007497	-0.09095188002642944	0.08980279322545423	kbtbd12;klhl24b
positive regulation of cell migration (GO:0030335)	1/56	0.8123963738018409	0.8804957156435536	0.7677076173920022	0.8301008159786315	-0.4274324608628188	0.08880632284464086	fgf1a
negative regulation of canonical Wnt signaling pathway (GO:0090090)	1/51	0.7821214040147216	0.8619297105468362	0.7358846116595187	0.809032423357411	-0.35510049833305124	0.08726427934023881	nkd2a
regulation of cellular component organization (GO:0051128)	2/42	0.3512365455386387	0.6471711000458088	0.3049731976976992	0.58694553693977	-0.08264466126168031	0.08647072590307867	dmxl2;zranb1b
sprouting angiogenesis (GO:0002040)	2/88	0.7354056254542104	0.8344899433460632	0.6671226608146877	0.7656961482788814	-0.27339003843875426	0.08402179725859629	abca1a;nlgn1
negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	6/199	0.532809672186833	0.7203523992157771	0.41425396522333535	0.6111096107011297	-0.13214638597114065	0.08319817613792853	per2;foxo1a;per3;per1a;hoxa13a;nr1d1
convergent extension involved in gastrulation (GO:0060027)	2/79	0.6794007450967603	0.7985785966694313	0.6099601466781897	0.7276694742989291	-0.2135466056158975	0.08254518614723351	prickle1a;bcl2l16
T cell activation (GO:0042110)	1/20	0.44959713683528807	0.6799508593324456	0.41539476805828424	0.6111096107011297	-0.10277835135951528	0.08216135824776824	rag2
morphogenesis of an epithelium (GO:0002009)	1/68	0.8690101250990264	0.9211908716407693	0.8293534503102459	0.8741061623246908	-0.58454444050828	0.08207033309168851	ctsba
regulation of cell proliferation (GO:0042127)	6/189	0.4826040910173363	0.6944052594888946	0.3690183368337772	0.6036812290806336	-0.10831556213233648	0.0789142395902406	bcl6a;il11ra;ccng2;fgf1a;dusp22b;sp7
apoptotic process (GO:0006915)	1/57	0.8179274073648866	0.8854449999539691	0.7735982405422032	0.8345043299855963	-0.3899623440594089	0.07837529108973963	diabloa
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	1/38	0.678583684064141	0.7985785966694313	0.6313340091079096	0.7411312280831982	-0.1996223603988912	0.07740306528908068	wisp3
regulation of regulated secretory pathway (GO:1903305)	1/31	0.6037742225037733	0.75205527307797	0.5588930881988003	0.6923938663515503	-0.14473323552515002	0.07302587109847455	syt5b
epiboly (GO:0090504)	1/59	0.8285058587963899	0.8937348747063292	0.7849368362597471	0.8431712467704907	-0.36887951427832055	0.06939780859628206	ctsba
actin filament organization (GO:0007015)	3/117	0.6727447190568998	0.7979065272535323	0.586800139116088	0.714433060621444	-0.17417398739698683	0.06904071176860377	mybpha;bcl2l16;mybpc1
central nervous system neuron differentiation (GO:0021953)	1/61	0.8384706847420008	0.9002527351966746	0.7957097244669538	0.8474031636434612	-0.367060459511379	0.06466711866955528	drd4a
kidney development (GO:0001822)	2/94	0.7679376926138417	0.8543039230792588	0.7013577308801235	0.7870982847774491	-0.2383346322183837	0.06293146801705196	crb2b;tbx16
striated muscle tissue development (GO:0014706)	1/65	0.8566995550581551	0.9134148566125276	0.8156694545821971	0.862655022242462	-0.3955982493652725	0.0611863897873325	myf6
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	1/44	0.7313731141085161	0.8309412360787349	0.6839119697167303	0.7731911184728552	-0.19556749875343415	0.06117968052472902	gdf10b
sensory organ development (GO:0007423)	2/108	0.8305879244878948	0.8949292425820273	0.7699679024818691	0.8315653346804189	-0.3098234047746287	0.05750988085112053	crx;pcdh15b
epithelium development (GO:0060429)	3/139	0.7796785911776702	0.8602703686311314	0.6993675712630832	0.7862234143812896	-0.22019209449669797	0.05479997872974949	loxl3a;tbx6;tbx16
vesicle fusion (GO:0006906)	1/73	0.8872262223069973	0.9340294404562195	0.8499480553227651	0.8917169311843411	-0.44566511257959335	0.05332618700976054	syt5b
positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	10/332	0.5140563469534973	0.7075595918868222	0.3614617003941764	0.6036812290806336	-0.0787500009860688	0.05240201427123355	heyl;foxo1a;abrab;fgf1a;nr1d1;vgll2b;ahrrb;mef2ca;lpin1;myf6
canonical Wnt signaling pathway (GO:0060070)	1/55	0.8066976120487469	0.8774270235316939	0.7616643557969038	0.8264868541625977	-0.2418327713965281	0.05194722392817626	egf
regulation of programmed cell death (GO:0043067)	3/99	0.5601331349593139	0.7335267017013555	0.47702557176735394	0.6487547776036012	-0.08767137050546783	0.05081264152129021	nme2a;gdf10b;phkg1b
activation of protein kinase activity (GO:0032147)	1/76	0.8969180991287038	0.9409952171430287	0.8610961272510342	0.9023815580096455	-0.4586468125796815	0.04989651990667741	lepb
regulation of ion transport (GO:0043269)	1/34	0.6377567176635811	0.7754445918081688	0.591529831600737	0.7154471481020772	-0.10146813958862134	0.045640205684746	drd4a
endocytosis (GO:0006897)	1/65	0.8566995550581551	0.9134148566125276	0.8156694545821971	0.862655022242462	-0.29020961930547984	0.04488614121864526	cdh23
cytoskeleton organization (GO:0007010)	1/70	0.8766247983904629	0.9260547352387168	0.8379091152355452	0.8811003067425321	-0.32644503405750086	0.04298504228199435	zranb1b
mitotic DNA damage checkpoint (GO:0044773)	1/22	0.4815173090093138	0.6939291831562795	0.4445651610953995	0.6240226573173957	-0.05242637811125018	0.03831388392455347	phkg1b
vesicle organization (GO:0016050)	1/82	0.9138781996741222	0.9544256965879911	0.8809775588787233	0.9190197716484864	-0.3928349069164308	0.03537791707410333	syt5b
positive regulation of GTPase activity (GO:0043547)	1/73	0.8872262223069973	0.9340294404562195	0.8499480553227651	0.8917169311843411	-0.29434305282488027	0.03521970250063076	usp6nl
myeloid cell differentiation (GO:0030099)	2/101	0.8014437855973502	0.8737831296655195	0.7375614412277072	0.8099059845060232	-0.1585178995264847	0.03508642256267308	slc25a38a;tbx16
carboxylic acid transmembrane transport (GO:1905039)	1/36	0.6587792368814052	0.7864230682147334	0.6119399064910384	0.7276694742989291	-0.05759003942073295	0.02403617033525665	slc32a1
regulation of canonical Wnt signaling pathway (GO:0060828)	2/83	0.7054010073994076	0.8174708840886744	0.6362411420209002	0.7459378906451932	-0.06739633371799168	0.02352056785650538	dmxl2;nkd2a
organonitrogen compound biosynthetic process (GO:1901566)	1/53	0.7947764404700652	0.8685771099422857	0.7491040601453618	0.8157503288415683	-0.102187408555147	0.0234718766022973	slc25a38a
regulation of protein phosphorylation (GO:0001932)	1/96	0.9433945196440304	0.9788479185703063	0.9170272916289801	0.9501479161573408	-0.32112960869295337	0.01871245264575085	gdf10b
protein ubiquitination (GO:0016567)	3/161	0.8560901016638575	0.9134148566125276	0.7871435277585082	0.8431712467704907	-0.1084357644447002	0.01684871106472564	kbtbd12;klhl24b;ddb2
proteolysis (GO:0006508)	3/158	0.847247885371633	0.907553744190384	0.7765658061786955	0.8367223122911298	-0.07674680739066062	0.01272170155228275	capn12;ctsba;ctsll
exocrine system development (GO:0035272)	2/45	0.38311119831320695	0.6636986081314468	0.33293945771239825	0.5913604126007497	-0.01315825877057779	0.01262442817171642	dhrs9;ptger4a
phosphorylation (GO:0016310)	1/99	0.9482646979421693	0.9823083032215562	0.9232057428840654	0.9543951260896082	-0.2190872498947293	0.01163826491714337	cdkl1
DNA repair (GO:0006281)	3/141	0.7878021505634341	0.8638220180781871	0.7083529817170957	0.7901191217694943	-0.04099091269867175	0.00977667284642768	cry5;mpg;ddb2
eye development (GO:0001654)	2/117	0.8623736518718363	0.9180264561689472	0.806486573119448	0.8549650138245776	-0.05831718018034897	0.00863482842151424	crx;pcdh15b
peptide metabolic process (GO:0006518)	1/52	0.7885434108382581	0.8638220180781871	0.7425788419457288	0.8105676300905816	-0.0341766371239257	0.00811926914678305	ethe1
translation (GO:0006412)	1/102	0.9527165106760561	0.9826896143827185	0.9289258202977786	0.9570750875795294	-0.1300547795327789	0.00629957910698578	mterf3
neuron projection morphogenesis (GO:0048812)	1/121	0.9732650178760488	0.994941298897787	0.956492532682417	0.9777952616953883	-0.21917214684780015	0.00593931575395708	shank2
anterior/posterior pattern specification (GO:0009952)	1/89	0.9301764299167388	0.9680862685294253	0.9006174315510902	0.9352565635338247	-0.07768793661113192	0.00562313063614707	tbx6
protein polyubiquitination (GO:0000209)	1/101	0.9512767773027924	0.9823083032215562	0.9270679137075388	0.9562340952623829	-0.10259476238200964	0.00512463101408947	ddb2
embryonic viscerocranium morphogenesis (GO:0048703)	1/105	0.956785840869886	0.9857793511992766	0.9342214042694256	0.9603754189466212	-0.08915608085631581	0.00393853177442899	dhrs9
determination of left/right symmetry (GO:0007368)	3/152	0.8281426333509643	0.8937348747063292	0.7541252005208675	0.8202451825570573	-0.02071406009290218	0.00390604776246391	prickle1a;ttc36;tbx16
negative regulation of nucleic acid-templated transcription (GO:1903507)	1/117	0.969853811551181	0.9925594191794694	0.9517528430130611	0.9740346821471463	-0.10832715368566022	0.00331588643798415	bhlhe41
regulation of MAPK cascade (GO:0043408)	1/116	0.9689351776834914	0.9925594191794694	0.9504896703406773	0.9738275863535062	-0.08902699447393601	0.00280947520265628	gdf10b
positive regulation of protein phosphorylation (GO:0001934)	1/152	0.9894673812471608	0.999569080252836	0.9805061043102707	0.9938045145129017	-0.16003278949680388	0.00169450388962921	gdf10b
positive regulation of gene expression (GO:0010628)	2/146	0.9311766613414844	0.9680862685294253	0.8915443366565516	0.9279339014180435	-0.017377748366504	0.00123914233553734	nfe2l1a;abrab
vesicle-mediated transport (GO:0016192)	2/232	0.992331468515338	0.999569080252836	0.9829787572741993	0.9938045145129017	-0.1360741372469347	0.00104751039207357	syt5b;cdh23
embryonic cranial skeleton morphogenesis (GO:0048701)	1/156	0.9906612127077774	0.999569080252836	0.9824277150556714	0.9938045145129017	-0.04777510206307193	4.4825788166262e-4	dhrs9
protein autophosphorylation (GO:0046777)	2/170	0.9620370404835787	0.9889697683806553	0.9341932730787657	0.9603754189466212	-0.00908984569817547	3.5179816637828e-4	mapkapk2b;mknk2b
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	1/167	0.9932925232726565	0.999569080252836	0.98679347803205	0.9965637104878128	-0.04026638156694556	2.7099568531634e-4	zgc:136908
negative regulation of programmed cell death (GO:0043069)	1/258	0.999569080252836	0.999569080252836	0.9987720209833975	0.9987720209833975	0.09083481259023962	-3.915095053989e-5	crx
regulation of gene expression (GO:0010468)	2/315	0.9991794027363929	0.999569080252836	0.9974697972237331	0.9985575505467688	0.3151796925322871	-2.5874176915563e-4	nfil3-6;nr1d1
cellular protein modification process (GO:0006464)	1/183	0.9958566567007551	0.999569080252836	0.991288065243867	0.9967149845511781	0.07173912126287002	-2.9785729689792e-4	cdkl1
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	1/23	0.49677748630809854	0.7005249346095768	0.4586020262323579	0.635946616437016	5.0816745313338e-4	-3.5552059033713e-4	capzb
protein transport (GO:0015031)	2/263	0.9966380074028626	0.999569080252836	0.99155861735666	0.9967149845511781	0.10578669600169002	-3.5625328541345e-4	arl3l1;usp6nl
regulation of signal transduction (GO:0009966)	1/182	0.9957299648184027	0.999569080252836	0.9910583944639062	0.9967149845511781	0.20007556364367413	-8.561589137391e-4	samsn1b
regulation of cell cycle (GO:0051726)	2/270	0.9972142345009191	0.999569080252836	0.9928085119310435	0.9967149845511781	0.3297498301440214	-9.1988759142888e-4	ccng2;tsc1b
axonogenesis (GO:0007409)	1/156	0.9906612127077774	0.999569080252836	0.9824277150556714	0.9938045145129017	0.10291026963741588	-9.6557280836568e-4	col2a1a
G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	1/154	0.9900822134228268	0.999569080252836	0.9814917325385352	0.9938045145129017	0.10692071579801574	-0.00106571036301625	drd4a
intracellular protein transport (GO:0006886)	3/261	0.9838883271253941	0.999569080252836	0.9650435259049336	0.9854393290108219	0.06927316595269106	-0.00112519551839794	arl3l1;abrab;usp6nl
negative regulation of gene expression (GO:0010629)	1/154	0.9900822134228268	0.999569080252836	0.9814917325385352	0.9938045145129017	0.13872820789654491	-0.0013827450339681	bhlhe41
regulation of mitotic cell cycle (GO:0007346)	2/250	0.9952412199406248	0.999569080252836	0.9886528508293628	0.9967149845511781	0.44077762967115885	-0.00210257060760693	ccng2;wnt4b
regulation of apoptotic process (GO:0042981)	5/386	0.9894874237732725	0.999569080252836	0.9717492680872674	0.9895059578839971	0.38023396716071034	-0.004018397622774	nme2a;bcl2l16;gdf10b;bbc3;phkg1b
regulation of cell migration (GO:0030334)	1/113	0.9660081914533881	0.9919412972642173	0.9464990913800392	0.9719084629607113	0.14087004675876488	-0.00487170390226406	fgf1a
nervous system development (GO:0007399)	2/210	0.9863564953987448	0.999569080252836	0.9722596666790474	0.9895059578839971	0.36756572111375774	-0.00504940929267707	vcanb;shank2
regulation of cellular macromolecule biosynthetic process (GO:2000112)	1/207	0.9979899038240818	0.999569080252836	0.9953383346799555	0.9975115624849334	2.5988133595052134	-0.00522912207746745	nfil3-6
brain development (GO:0007420)	3/212	0.9508524938041704	0.9823083032215562	0.91179509557386	0.9457942347308513	0.10612162124829498	-0.00534814076210919	thnsl2;zranb1b;shank2
neuron development (GO:0048666)	2/135	0.9101470163657037	0.9526966488297789	0.8644244952987686	0.9048365868691786	0.06135645842306059	-0.00577665755310681	nptx2b;prickle1a
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	1/137	0.983466558314796	0.999569080252836	0.9712427827919691	0.9895059578839971	0.494850534341189	-0.0082499721700614	bhlhe41
regulation of nucleic acid-templated transcription (GO:1903506)	1/194	0.9970254535428836	0.999569080252836	0.9934577460395729	0.9967149845511781	2.835170718306559	-0.00844591463486805	nfil3-6
cellular protein localization (GO:0034613)	4/273	0.9613748680763716	0.9889697683806553	0.922932722556425	0.9543951260896082	0.22568198088760036	-0.00888980840344609	sept8b;arl3l1;zgc:172075;usp6nl
hemopoiesis (GO:0030097)	4/208	0.864024899923715	0.9180264561689472	0.7868112757767083	0.8431712467704907	0.13597501033041168	-0.01987324967580599	runx2a;epor;fgf1a;ptger4a
drug catabolic process (GO:0042737)	1/42	0.7148161463844348	0.8233390494114319	0.667273331833448	0.7656961482788814	0.05952598752797364	-0.01998465427337542	cyp2k19
protein phosphorylation (GO:0006468)	5/301	0.9436605750922888	0.9788479185703063	0.8897155661740936	0.9270816001677843	0.4123721785416135	-0.0239129421281971	camk1da;camk1db;mapkapk2b;mknk2b;cdkl1
heart development (GO:0007507)	6/312	0.8996848957192132	0.9428204729112301	0.8183119652629498	0.8636888511685347	0.27142175567170546	-0.02869218184125534	heyl;fbn2b;lmo7b;mef2ca;mef2cb;ttc36
cilium assembly (GO:0060271)	5/216	0.76476028324008	0.8543039230792588	0.6593690265788287	0.7613846118231004	0.11036238264972696	-0.02959840188080814	sept8b;arl3l1;arl13a;crb2b;ttc36
ubiquitin-dependent protein catabolic process (GO:0006511)	3/191	0.9225335492020955	0.9623702251903679	0.8717124255212368	0.9114259756588785	0.3902895671157854	-0.0314696472930276	zranb1b;kbtbd12;klhl24b
cilium organization (GO:0044782)	4/208	0.864024899923715	0.9180264561689472	0.7868112757767083	0.8431712467704907	0.23030621121544168	-0.0336601028839909	sept8b;arl3l1;crb2b;ttc36
central nervous system development (GO:0007417)	5/266	0.8947221297991588	0.9397653491483153	0.8185286498002453	0.8636888511685347	0.30291459782963254	-0.03369684944361896	thnsl2;vcanb;zranb1b;ihhb;loxl3a
anterograde trans-synaptic signaling (GO:0098916)	5/162	0.5195896718675067	0.7119154011557779	0.41306445426250726	0.6111096107011297	0.05409627041540285	-0.03541768682811143	chrna4b;gabrr3a;nrxn2a;chrna10a;dlg4b
positive regulation of protein polymerization (GO:0032273)	1/28	0.566609712725819	0.7336357070272238	0.5236598816111979	0.6723353445022094	0.06740969286821893	-0.03829440501249431	tppp3
regulation of macromolecule metabolic process (GO:0060255)	2/102	0.8058637044719172	0.8774270235316939	0.7424174191934932	0.8105676300905816	0.2266300469345639	-0.04891597707641884	dazap1;nr1d1
DNA metabolic process (GO:0006259)	1/116	0.9689351776834914	0.9925594191794694	0.9504896703406773	0.9738275863535062	1.5916692222759563	-0.05022920561610877	cry5
positive regulation of cellular biosynthetic process (GO:0031328)	1/27	0.5534638015436245	0.7279079796805835	0.5113033944598573	0.6638988912505643	0.08723472558631908	-0.05160448076709729	zgc:162608
positive regulation of cellular process (GO:0048522)	3/103	0.5870863820667653	0.7503176027680266	0.5026319228808274	0.6638988912505643	0.09806724167064518	-0.05222897631218477	il11ra;ccng2;fgf1a
negative regulation of cellular process (GO:0048523)	1/87	0.9258626435088728	0.9647467726914246	0.895361209156045	0.9308511778088895	0.746858802659311	-0.05753007685137414	wisp3
monovalent inorganic anion homeostasis (GO:0055083)	1/20	0.44959713683528807	0.6799508593324456	0.41539476805828424	0.6111096107011297	0.07903743281643742	-0.06318278846388625	slc12a3
