Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
positive regulation of signal transduction (GO:0009967)	1/57	0.639180047763028	0.7563072816463052	0.4990411249226559	0.5768966456906407	-1.0255056821993656	0.4589846546171985	grk5
calcium-mediated signaling (GO:0019722)	1/52	0.6053830297928586	0.729688345243659	0.46819577698074993	0.5473565109675085	-0.9127543702241558	0.4581058635598154	efcab11
regulation of actin filament-based process (GO:0032970)	1/48	0.5760868894613512	0.7134007507850159	0.4421699224177837	0.5312884023268453	-0.8228578725571352	0.4538034670336168	cdc42l2
positive regulation of protein phosphorylation (GO:0001934)	3/152	0.5061712482723308	0.6768917284588566	0.27701200111897245	0.43175663622681215	-0.6551288827262675	0.4460643054182786	gdf11;bmp7a;smtla
cellular response to BMP stimulus (GO:0071773)	1/44	0.5446224162741001	0.6957346017225774	0.4148819044476007	0.5166022611854423	-0.7290859394251452	0.44303821280974554	bmp7a
determination of heart left/right asymmetry (GO:0061371)	3/161	0.5448894889597177	0.6957346017225774	0.30606803793538023	0.4484133600982562	-0.7226891468800966	0.4387968151858568	ttc9c;ubxn10;bmp7a
phosphorylation (GO:0016310)	2/99	0.5254210696214078	0.6903788472932451	0.33562063615314097	0.4596985683067264	-0.6785833878184724	0.43670593604588337	chek1;xylb
heart development (GO:0007507)	6/312	0.476398151748852	0.6564998920441496	0.17392198534010436	0.3905853428686073	-0.5778851712288519	0.42850261792699174	grk5;ttc9c;ubxn10;cmlc1;cacybp;gata1a
response to organic cyclic compound (GO:0014070)	1/45	0.5527003710049645	0.7017431676804605	0.4218255053673417	0.5223702148658588	-0.7032226999778911	0.4169683395230247	vtg1
positive regulation of protein kinase activity (GO:0045860)	1/64	0.681701408056733	0.7921054921379005	0.5392662625533362	0.6155261380659293	-1.0737543933608529	0.4114235291974976	nek12
fin development (GO:0033333)	1/62	0.6700899894861979	0.7826374037409856	0.5281119334732493	0.605854299314489	-1.0260068202184214	0.41075491821550136	mmp9
cilium organization (GO:0044782)	4/208	0.5040082350046895	0.6759991757332927	0.24149746284439316	0.4057875583853744	-0.5938667799014907	0.4068953495804199	ttc9c;ubxn10;dynll1;fibpb
negative regulation of programmed cell death (GO:0043069)	5/258	0.4821184770442285	0.6607313798402642	0.19988503786385992	0.3905853428686073	-0.5315313203202602	0.38778685614404645	pimr140;gata1a;pimr141;prl;mcm5
endocytosis (GO:0006897)	1/65	0.6873533794158629	0.7925605293264543	0.5447450030591203	0.6186551291023176	-1.0288448364014262	0.38572086202764144	cdc42l2
striated muscle tissue development (GO:0014706)	1/65	0.6873533794158629	0.7925605293264543	0.5447450030591203	0.6186551291023176	-1.0060130509849885	0.37716107182325886	cmlc1
regulation of intracellular signal transduction (GO:1902531)	2/90	0.4749439493465707	0.656497446803211	0.2964341350270069	0.4451436180471997	-0.4928124839323889	0.3669277155810301	gdf11;bmp7a
plasma membrane bounded cell projection assembly (GO:0120031)	4/210	0.5114967177345269	0.679989754164724	0.2466301261200791	0.41275277600075233	-0.5321895814029417	0.35678740486147587	ttc9c;ubxn10;dynll1;fibpb
heart morphogenesis (GO:0003007)	2/102	0.5415064531434532	0.6957346017225774	0.3485550380201385	0.4620143025956088	-0.5775423642305091	0.3542646568536983	cmlc1;bmp7a
embryonic hemopoiesis (GO:0035162)	1/66	0.6929052682758949	0.7950216602668431	0.5501591490025297	0.6232379332058733	-0.9621423627340966	0.3529734591146355	gata1a
embryo development ending in birth or egg hatching (GO:0009792)	2/125	0.6520005269819736	0.7634824823726738	0.4443075576981139	0.5312884023268453	-0.8189080665851254	0.3502550944757319	gata1a;mcm5
regulation of MAPK cascade (GO:0043408)	2/116	0.6114803184330627	0.7342134029911109	0.40766765418093903	0.513511838446026	-0.7090087425179531	0.3487419098591259	gdf11;bmp7a
transmembrane transport (GO:0055085)	2/114	0.6020022100062236	0.7295040185598203	0.3993687183057428	0.5084920018991429	-0.685017820534984	0.34764254518023735	p2rx4b;atp6v0e1
embryonic heart tube development (GO:0035050)	1/63	0.6759475551196584	0.7874440590569217	0.5337221636539032	0.610740298662188	-0.8715237599378418	0.34132337982313443	bmp7a
cilium assembly (GO:0060271)	4/216	0.5336460789714207	0.6957346017225774	0.2621706002208383	0.4232182546422104	-0.5410465239500903	0.33978935445372144	ttc9c;ubxn10;dynll1;fibpb
cellular response to DNA damage stimulus (GO:0006974)	2/122	0.6388794179195995	0.7563072816463052	0.4322281221485148	0.5294501658838177	-0.7545177394697489	0.3380537860164305	chek1;nek12
neural crest cell development (GO:0014032)	2/125	0.6520005269819736	0.7634824823726738	0.4443075576981139	0.5312884023268453	-0.7652470779261835	0.327303757910231	rgs2;mych
phosphate-containing compound metabolic process (GO:0006796)	1/68	0.7037158361932909	0.8011450915701198	0.5607966686436698	0.6305474980769621	-0.9125001803058056	0.3206349029042039	xylb
negative regulation of nucleic acid-templated transcription (GO:1903507)	2/117	0.6161545307299386	0.7367773753701912	0.4117967249439139	0.5166022611854423	-0.6451788391748714	0.3124326822498841	hes6;her3
Rho protein signal transduction (GO:0007266)	1/69	0.708977957141699	0.8011450915701198	0.5660215262686514	0.6317079749961245	-0.8875213402546998	0.30524596273556787	cdc42l2
mitochondrion organization (GO:0007005)	1/72	0.7242116872470614	0.8122672025699051	0.5813292140728304	0.644021580296371	-0.9313183517165892	0.30050993016160066	mxa
negative regulation of apoptotic process (GO:0043066)	5/277	0.5448634183486736	0.6957346017225774	0.2405200353024764	0.40565319386835574	-0.4901088954456217	0.2976039843939134	pimr140;gata1a;pimr141;prl;mcm5
cytoskeleton organization (GO:0007010)	1/70	0.7141468800371074	0.8046558756993446	0.57118475733009	0.6359002717073908	-0.8791911978408921	0.2959943319538661	cdc42l2
convergent extension (GO:0060026)	2/123	0.6432957302392119	0.7591897390812632	0.4362699829389138	0.5312884023268453	-0.648187184878627	0.28594825488382863	pigp;fibpb
neuropeptide signaling pathway (GO:0007218)	1/67	0.6983588417564731	0.7991346746175337	0.5555094554453083	0.6277256846531983	-0.7792709125312761	0.2797755639481255	kiss1rb
determination of bilateral symmetry (GO:0009855)	2/101	0.5361867659477105	0.6957346017225774	0.34425224565739	0.4620143025956088	-0.44840635645188553	0.2794794560298627	bmp7a;fibpb
activation of protein kinase activity (GO:0032147)	1/76	0.7432934377789285	0.8254757589092768	0.6009097626039179	0.6592505162547837	-0.9368172212051564	0.27792029615426556	nek12
negative regulation of Wnt signaling pathway (GO:0030178)	1/69	0.708977957141699	0.8011450915701198	0.5660215262686514	0.6317079749961245	-0.7954461276128093	0.27357845723210555	nkd2b
camera-type eye development (GO:0043010)	1/76	0.7432934377789285	0.8254757589092768	0.6009097626039179	0.6592505162547837	-0.8824230029421758	0.26178346934691893	egr1
embryonic organ morphogenesis (GO:0048562)	1/76	0.7432934377789285	0.8254757589092768	0.6009097626039179	0.6592505162547837	-0.8250627294485039	0.2447667196160129	bmp7a
positive regulation of transcription, DNA-templated (GO:0045893)	7/403	0.5730811250770547	0.7134007507850159	0.21070168555286203	0.3905853428686073	-0.4389471802127871	0.24437418256213983	znf692;kiss1rb;unga;gata1a;egr1;zgc:173577;klf1
negative regulation of transcription, DNA-templated (GO:0045892)	5/296	0.6038052097974304	0.729688345243659	0.2832021957624359	0.4327005310851824	-0.48278758844169206	0.24356809252786657	hes6;dnajb1a;sox21a;dnajb1b;her3
DNA repair (GO:0006281)	2/141	0.7156452699803906	0.8046558756993446	0.5062324788515982	0.5822317568471307	-0.6994611482217599	0.2340191834447935	rad21l1;zgc:165656
adenylate cyclase-activating G-protein coupled receptor signaling pathway (GO:0007189)	1/79	0.7567355396061921	0.8383442742696051	0.6149968344664924	0.6714458192725956	-0.7922699850117155	0.2208384763412235	rxfp2b
neuron development (GO:0048666)	2/135	0.6930056065157879	0.7950216602668431	0.4835242841316551	0.5618328442866533	-0.5871155200963757	0.2153053535088496	plp1a;manf
negative regulation of transcription from RNA polymerase II promoter (GO:0000122)	3/199	0.6871347428275	0.7925605293264543	0.4282908798576027	0.5265399691675013	-0.5515205203329661	0.20694421763029425	dnajb1a;sox21a;dnajb1b
ER to Golgi vesicle-mediated transport (GO:0006888)	1/82	0.769475647530754	0.85037406524181125	0.6285907975490895	0.6846338325112975	-0.7472850054736151	0.1958230266198579	ergic1
ion transport (GO:0006811)	1/88	0.79299423122720325	0.8656174054213898	0.6543672726274884	0.7092901851981408	-0.8302437799608972	0.192566187715192	p2rx4b
digestive system development (GO:0055123)	1/86	0.7854333860035309	0.863785621590258	0.6459785216624794	0.7018805091140401	-0.7637154173394332	0.18445226460958428	gata1a
chordate embryonic development (GO:0043009)	2/165	0.7925947987741029	0.8656174054213898	0.5904172444005299	0.6524904510245465	-0.7295576892594641	0.16958069504421883	gata1a;mcm5
regulation of mitotic cell cycle (GO:0007346)	4/250	0.64863677634847	0.7634824823726738	0.3528107858830993	0.4662879392373125	-0.3908037021092238	0.169172038867705	pimr140;nek12;ccne1;pimr141
regulation of transcription, DNA-templated (GO:0006355)	11/665	0.633239049164646	0.7532211847958419	0.1741955405482807	0.3905853428686073	-0.36217528543851585	0.16548052575461433	hes6;egr2a;kiss1rb;unga;prmt2;sox21a;egr1;zgc:173577;her3;klf1;safb
anterior/posterior pattern specification (GO:0009952)	1/89	0.7966744262285357	0.8656174054213898	0.6584874448969554	0.7103492245666441	-0.7018645628029359	0.15954026016230963	gdf11
regulation of cell cycle (GO:0051726)	4/270	0.7068418735058403	0.8011450915701198	0.4066444671724297	0.513511838446026	-0.4290380286941186	0.1488540131927537	pimr140;nek12;ccne1;pimr141
myofibril assembly (GO:0030239)	1/89	0.7966744262285357	0.8656174054213898	0.6584874448969554	0.7103492245666441	-0.642610643859421	0.14607130027333598	cmlc1
neuron differentiation (GO:0030182)	2/162	0.7840922675960936	0.863785621590258	0.580492711554949	0.644021580296371	-0.5991521766715275	0.1457309315156926	sox21a;manf
protein autophosphorylation (GO:0046777)	2/170	0.8061108809010794	0.873770067547453	0.6065728405346326	0.6638521160330604	-0.6159294743561736	0.1327537289015095	pimr140;pimr141
myeloid cell differentiation (GO:0030099)	1/101	0.8360634090800808	0.8976262729315831	0.7042897134008799	0.750799411455655	-0.7201744868068252	0.12894783283207542	gata1a
actomyosin structure organization (GO:0031032)	1/98	0.8269943606133935	0.8900034547553664	0.6934447395617577	0.7427417589618828	-0.6406023790529755	0.12168716432581546	cmlc1
embryonic viscerocranium morphogenesis (GO:0048703)	1/105	0.8474222457082676	0.9033840921229644	0.718160136595335	0.7590529314999835	-0.6992057476680298	0.11575783919984936	egr1
axon development (GO:0061564)	1/102	0.8389798146369608	0.8986229294215788	0.7078194925100801	0.7527868485048381	-0.6340377804886494	0.11131714552840064	plp1a
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	1/68	0.7037158361932909	0.8011450915701198	0.5607966686436698	0.6305474980769621	-0.3045811861770096	0.10702393398276833	bmp7a
heart looping (GO:0001947)	1/115	0.8725024528407856	0.9218715263422343	0.7500779622800385	0.7891915896836973	-0.7210856294780538	0.09834873461626552	bmp7a
actin filament organization (GO:0007015)	1/117	0.8770016732901788	0.9218715263422343	0.7560176069315065	0.7891915896836973	-0.6804681959104495	0.0893089864937686	cdc42l2
adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188)	1/117	0.8770016732901788	0.9218715263422343	0.7560176069315065	0.7891915896836973	-0.6555135874134618	0.08603378449812962	rxfp2b
eye development (GO:0001654)	1/117	0.8770016732901788	0.9218715263422343	0.7560176069315065	0.7891915896836973	-0.6322554838119873	0.08298124262637385	egr1
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1/128	0.8990615943272157	0.9341973347951756	0.786269564539362	0.8132582223610793	-0.7652658541101703	0.08142714330038164	smtla
positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	4/332	0.8421147105931472	0.8998483432342848	0.5648975920096395	0.6317079749961245	-0.4431381508642459	0.07614843361661386	znf692;gata1a;egr1;klf1
embryonic heart tube morphogenesis (GO:0003143)	1/128	0.8990615943272157	0.9341973347951756	0.786269564539362	0.8132582223610793	-0.6932214264334655	0.07376134728332784	bmp7a
Golgi vesicle transport (GO:0048193)	1/125	0.8934697718480216	0.9326751428990895	0.7784087809558892	0.80882935400474	-0.649217578488959	0.07312967035125885	ergic1
protein modification by small protein conjugation (GO:0032446)	1/96	0.8206721021375526	0.8853073750982668	0.6859966348268097	0.7365094511679763	-0.3372937397417099	0.06665991416756886	isg15
regulation of transcription from RNA polymerase II promoter (GO:0006357)	11/778	0.8162474370627372	0.8826407692640121	0.32837894047571614	0.4539060583945678	-0.3120046689911039	0.0633487223275424	egr2a;znf692;dnajb1a;sox21a;gata1a;bmp7a;ssu72;dnajb1b;egr1;klf1;safb
nervous system development (GO:0007399)	2/210	0.8888038353857037	0.9299521610980048	0.7187492360221084	0.7590529314999835	-0.45348744711996464	0.05345652226300463	sox21a;smc1a
epithelium development (GO:0060429)	1/139	0.9171741848199282	0.9483547944974672	0.8127988259698691	0.8387786971195911	-0.5573732432704747	0.04818930565630137	mmp9
vesicle-mediated transport (GO:0016192)	2/232	0.9189809734289616	0.9483547944974672	0.7682533457073223	0.8001163876951836	-0.5373216716346584	0.04539823302636982	cdc42l2;arf4b
embryonic organ development (GO:0048568)	1/150	0.9320441289128394	0.9596445245298483	0.8360600006945774	0.8588616370771568	-0.6196662213633034	0.0436090827045462	gata1a
DNA metabolic process (GO:0006259)	1/116	0.8747722105654083	0.9218715263422343	0.7530654886691527	0.7891915896836973	-0.3223336196248044	0.04312558140610277	poln
embryonic cranial skeleton morphogenesis (GO:0048701)	1/156	0.9389998287354508	0.9612641262750388	0.8475153772072392	0.866601221048558	-0.6151348768182073	0.0387165781755473	egr1
Ras protein signal transduction (GO:0007265)	1/157	0.9400880196029837	0.9612641262750388	0.849345887001131	0.866601221048558	-0.5922952531525405	0.03659304923641338	cdc42l2
protein ubiquitination (GO:0016567)	1/161	0.9442506019161886	0.9612641262750388	0.8564526093824569	0.869924897619934	-0.6102852374518442	0.03500820703055443	isg15
protein phosphorylation (GO:0006468)	3/301	0.90411954723094	0.937298246211892	0.7017736370849531	0.7498857776888861	-0.3362283355998725	0.03388969288638632	pimr140;chek1;pimr141
negative regulation of signal transduction (GO:0009968)	1/161	0.9442506019161886	0.9612641262750388	0.8564526093824569	0.869924897619934	-0.5871991777648738	0.03368390569169897	nkd2b
G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	1/154	0.9367639665633474	0.9612641262750388	0.843787952155583	0.864834817175337	-0.4593203631300137	0.03000461208659039	rxfp2b
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	1/167	0.9499599180124577	0.9637224174978042	0.8664941284279056	0.8781510001107923	-0.526375424029877	0.02702173865501362	hspa5
gland development (GO:0048732)	1/188	0.9657249935275469	0.9743475381126142	0.8964589003900131	0.904462997714924	-0.5931193654234951	0.02068573246506474	cdca7a
circulatory system development (GO:0072359)	3/212	0.7274455214745038	0.8138746923427619	0.46864373837262335	0.5473565109675085	-0.0632991297986436	0.02014280647868433	grk5;cacybp;gata1a
cellular protein modification process (GO:0006464)	1/183	0.9624921504774493	0.9732582819145573	0.8899937194055928	0.8999489064235523	-0.4888640446430969	0.01868896356316355	chek1
central nervous system development (GO:0007417)	2/266	0.9509296420442934	0.9637224174978042	0.829958813010592	0.85453618104963	-0.355662298802912	0.01789522051569849	sox21a;smc1a
hemopoiesis (GO:0030097)	1/208	0.9761054245615538	0.982627287086464	0.9187625328473238	0.9249012580111146	-0.4461938670772111	0.01079105653291168	gata1a
intracellular protein transport (GO:0006886)	1/261	0.9908308699953897	0.9926211359515553	0.9573919541057829	0.9605450505132396	-0.4549499010398417	0.00419073699038474	arf4b
protein transport (GO:0015031)	1/263	0.9911568081547426	0.9926211359515553	0.9584199508439626	0.9605450505132396	-0.4244954452968594	0.00377059137322992	arf4b
cellular protein localization (GO:0034613)	1/273	0.9926211359515553	0.9926211359515553	0.9632024941760843	0.9632024941760843	-0.31212169973709725	0.0023116427652785	arf4b
regulation of nucleic acid-templated transcription (GO:1903506)	2/194	0.8606448270377314	0.9153210866377753	0.677454768818465	0.7290703702522529	0.05651078333996474	-0.00848076379957996	prmt2;sox21a
regulation of cellular macromolecule biosynthetic process (GO:2000112)	2/207	0.8839607761756749	0.9270307907921229	0.7113571881108012	0.7547733545213196	0.07851886557382137	-0.00968472010011852	prmt2;sox21a
organelle assembly (GO:0070925)	4/307	0.795415445328281	0.8656174054213898	0.5034375730287608	0.580494344410714	0.22753068071466992	-0.05207966316964042	ttc9c;ubxn10;dynll1;fibpb
