Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation Of Mitotic Nuclear Division (GO:0045839)	2/8	0.00116173954765705	0.0670791651680447	0	0	51.325581395348834	346.8499020731412	CHEK1;BMP7
Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338)	3/33	0.00129779407337667	0.0670791651680447	0	0	15.49921875	103.02469145954818	CNOT7;ISG15;TTLL12
Ubiquitin-Dependent ERAD Pathway (GO:0030433)	4/73	0.00134924426297513	0.0670791651680447	0	0	9.03800068469702	59.72501236562811	HSPA5;UBXN10;DNAJB9;HSP90B1
Negative Regulation Of Mitotic Cell Cycle (GO:0045930)	3/34	0.00141661346428507	0.0670791651680447	0	0	14.998487903225806	98.3823735227885	CHEK1;NABP1;BMP7
Regulation Of Cellular Response To Oxidative Stress (GO:1900407)	2/9	0.00148726339478075	0.0670791651680447	0	0	43.991140642303435	286.41828814216444	ALOX5;BMP7
Regulation Of Receptor Binding (GO:1900120)	2/9	0.00148726339478075	0.0670791651680447	0	0	43.991140642303435	286.41828814216444	B2M;MMP9
Regulation Of PERK-mediated Unfolded Protein Response (GO:1903897)	2/9	0.00148726339478075	0.0670791651680447	0	0	43.991140642303435	286.41828814216444	HSPA5;AGR2
Regulation Of Cardiac Muscle Contraction (GO:0055117)	3/35	0.00154204977397803	0.0670791651680447	0	0	14.529052734375	94.07042559528222	RGS2;P2RX4;NPPA
Negative Regulation Of Nuclear Division (GO:0051784)	2/10	0.00185111499983356	0.07730256239304975	0	0	38.49031007751938	242.1797654013784	CHEK1;BMP7
Substantia Nigra Development (GO:0021762)	3/42	0.00261607642377464	0.09367370609523688	0	0	11.917067307692308	70.85983118944941	HSPA5;PLP1;DYNLL1
Nucleotide Metabolic Process (GO:0009117)	2/12	0.00269177316365623	0.09367370609523688	0	0	30.789147286821706	182.19647659489397	NUDT5;DCK
Relaxation Of Cardiac Muscle (GO:0055119)	2/12	0.00269177316365623	0.09367370609523688	0	0	30.789147286821706	182.19647659489397	RGS2;P2RX4
Negative Regulation Of JUN Kinase Activity (GO:0043508)	2/12	0.00269177316365623	0.09367370609523688	0	0	30.789147286821706	182.19647659489397	DNAJA1;NPPA
Negative Regulation Of Cardiac Muscle Hypertrophy (GO:0010614)	2/12	0.00269177316365623	0.09367370609523688	0	0	30.789147286821706	182.19647659489397	RGS2;P2RX4
ERAD Pathway (GO:0036503)	4/89	0.0027929814557882	0.09406040773686716	0	0	7.330801296896712	43.109844622523525	HSPA5;UBXN10;DNAJB9;HSP90B1
Negative Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)	2/13	0.00316757782553325	0.09726327205460944	0	0	27.98872445384073	161.06917775087956	HSPA5;DNAJB9
Relaxation Of Muscle (GO:0090075)	2/13	0.00316757782553325	0.09726327205460944	0	0	27.98872445384073	161.06917775087956	RGS2;P2RX4
Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894)	2/13	0.00316757782553325	0.09726327205460944	0	0	27.98872445384073	161.06917775087956	HSPA5;DNAJB9
Regulation Of Endothelial Cell Chemotaxis (GO:2001026)	2/14	0.00367970636984923	0.09850290897750257	0	0	25.655038759689923	143.79449938483123	P2RX4;HSPB1
Cellular Response To ATP (GO:0071318)	2/14	0.00367970636984923	0.09850290897750257	0	0	25.655038759689923	143.79449938483123	P2RX4;HSP90B1
Response To Muscle Stretch (GO:0035994)	2/14	0.00367970636984923	0.09850290897750257	0	0	25.655038759689923	143.79449938483123	NPPA;TCAP
Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028)	2/14	0.00367970636984923	0.09850290897750257	0	0	25.655038759689923	143.79449938483123	P2RX4;HSPB1
Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane (GO:0006620)	2/14	0.00367970636984923	0.09850290897750257	0	0	25.655038759689923	143.79449938483123	HSPA5;HYOU1
Negative Regulation Of Innate Immune Response (GO:0045824)	3/52	0.00480249902176043	0.11958732633221528	0	0	9.480229591836734	50.611332562617314	CNOT7;ISG15;TTLL12
Cardiac Muscle Tissue Development (GO:0048738)	3/52	0.00480249902176043	0.11958732633221528	0	0	9.480229591836734	50.611332562617314	NPPA;TCAP;BMP7
Protein Localization To Mitochondrion (GO:0070585)	2/16	0.00481098439267532	0.11958732633221528	0	0	21.98781838316722	117.34576682279196	DNAJA1;ISG15
Regulation Of DNA-templated DNA Replication (GO:0090329)	2/17	0.00542917037017155	0.13181520619672324	0	0	20.52093023255814	107.03653477551352	TIPIN;MCM5
Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	4/111	0.00613670284538889	0.14560722205877283	0	0	5.817057914489661	29.62899646223641	POLN;NABP1;NUCKS1;MCM5
Inorganic Anion Transport (GO:0015698)	3/58	0.00651725279289561	0.14824782849590923	0	0	8.443465909090909	42.49851674005635	SLC13A1;CLIC4;ANO9
Regulation Of Protein Ubiquitination (GO:0031396)	4/113	0.00653199244330634	0.14824782849590923	0	0	5.709744997471646	28.725974090116292	DNAJA1;HSP90AA1;ISG15;HSPBP1
Regulation Of Smooth Muscle Cell Migration (GO:0014910)	2/19	0.00676826265307066	0.1486386249370805	0	0	18.10487916096671	90.4431202748417	PLAU;S100A11
Regulation Of Cell Death (GO:0010941)	3/59	0.00683395976722209	0.1486386249370805	0	0	8.292271205357142	41.34402878478638	HBE1;AGR2;CIDEB
Negative Regulation Of Phosphate Metabolic Process (GO:0045936)	2/20	0.00748823341082939	0.15635431361811766	0	0	17.098191214470283	83.68576954910893	DYNLL1;BMP7
Response To ATP (GO:0033198)	2/20	0.00748823341082939	0.15635431361811766	0	0	17.098191214470283	83.68576954910893	P2RX4;HSP90B1
Chaperone-Mediated Protein Complex Assembly (GO:0051131)	2/21	0.00824120450750411	0.1654580289583518	0	0	16.197470420236638	77.72532357227595	HSP90AA1;HSPA4
Positive Regulation Of Heart Contraction (GO:0045823)	2/21	0.00824120450750411	0.1654580289583518	0	0	16.197470420236638	77.72532357227595	RGS2;NPPA
Chromatin Organization (GO:0006325)	6/268	0.00850020224674734	0.1674379461434759	0	0	3.59212213740458	17.126036147014293	NASP;CHEK1;H2BC1;NUCKS1;NUDT5;SAFB
Regulation Of Neurogenesis (GO:0050767)	3/67	0.00969668976311913	0.1835263749268495	0	0	7.2528076171875	33.62380370211689	HES6;HES3;B2M
Negative Regulation Of Neuron Differentiation (GO:0045665)	2/23	0.0098443266244287	0.1835263749268495	0	0	14.653377630121817	67.7112060716613	BMP7;B2M
Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)	2/23	0.0098443266244287	0.1835263749268495	0	0	14.653377630121817	67.7112060716613	RGS2;P2RX4
Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)	2/24	0.01069357826671365	0.19248440880084583	0	0	13.98661028893587	63.47280230857581	APOA1;BMP7
Positive Regulation Of ERBB Signaling Pathway (GO:1901186)	2/24	0.01069357826671365	0.19248440880084583	0	0	13.98661028893587	63.47280230857581	AGR2;MMP9
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)	3/70	0.01092441551859469	0.19330660680360787	0	0	6.927005597014926	31.287587434623923	ALOX5;PRL;B2M
Regulation Of Glycogen Biosynthetic Process (GO:0005979)	2/25	0.0115740314163883	0.19489175481789345	0	0	13.377822716548703	59.651595927977866	PTH;PPP1R3B
Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200)	2/25	0.0115740314163883	0.19489175481789345	0	0	13.377822716548703	59.651595927977866	CIDEB;MMP9
Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	2/25	0.0115740314163883	0.19489175481789345	0	0	13.377822716548703	59.651595927977866	CHEK1;NABP1
DNA Metabolic Process (GO:0006259)	6/288	0.01183431293787008	0.19611147154184705	0	0	3.3339574468085105	14.791942673810288	CHEK1;NABP1;MCM5;SMC1A;DCTPP1;UNG
Cellular Response To Metal Ion (GO:0071248)	4/135	0.01203164544042195	0.19626621624688315	0	0	4.7455671094548295	20.97642682703608	CLIC4;P2RX4;B2M;MMP9
DNA Repair (GO:0006281)	6/291	0.01240394430456302	0.19700208660430155	0	0	3.298357894736842	14.478936117562366	POLN;CHEK1;NABP1;NUCKS1;SMC1A;UNG
Organelle Fusion (GO:0048284)	2/26	0.01248524738084301	0.19700208660430155	0	0	12.819767441860463	56.191701327620784	CIDEB;CIDEC
Protein Localization To Organelle (GO:0033365)	4/137	0.01264285421694272	0.19700208660430155	0	0	4.673731573027056	20.427306160362267	DNAJA1;ISG15;BMP7;TRAM2
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	2/27	0.01342679179810828	0.20315319764094267	0	0	12.306356589147288	53.04658921447195	HSPA5;HSPA2
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)	2/27	0.01342679179810828	0.20315319764094267	0	0	12.306356589147288	53.04658921447195	HSP90AA1;P2RX4
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)	2/28	0.01439823460379772	0.20877440175506692	0	0	11.832438878950509	50.17722810865632	HSP90AA1;P2RX4
Protein Insertion Into Mitochondrial Membrane (GO:0051204)	2/28	0.01439823460379772	0.20877440175506692	0	0	11.832438878950509	50.17722810865632	HSP90AA1;HSPA4
Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)	2/28	0.01439823460379772	0.20877440175506692	0	0	11.832438878950509	50.17722810865632	CHEK1;NABP1
Negative Regulation Of Cellular Component Organization (GO:0051129)	3/79	0.01512661621272509	0.2163313332340411	0	0	6.1039268092105265	25.58338491796081	HSPA5;APOA1;HSPA2
Lipid Droplet Organization (GO:0034389)	2/29	0.01539914998268001	0.2172528727286207	0	0	11.39362618432386	47.550649067773186	CIDEB;CIDEC
Regulation Of Phosphorylation (GO:0042325)	3/82	0.01670291803176815	0.23250461900221275	0	0	5.871242088607595	24.026131554808995	HSPB1;DYNLL1;BMP7
Regulation Of Apoptotic Process (GO:0042981)	10/705	0.01764098837220419	0.2423314718497523	0	0	2.280040430465545	9.205732094776051	DNAJA1;HSP90AA1;HSPA5;PRMT2;CIDEB;HSPB1;GATA1;MMP9;CIDEC;HSP90B1
'De Novo' Post-Translational Protein Folding (GO:0051084)	2/32	0.01857453656031179	0.24861302780725011	0	0	10.252713178294574	40.866941922973595	HSPA5;HSPA2
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)	2/32	0.01857453656031179	0.24861302780725011	0	0	10.252713178294574	40.866941922973595	PRMT2;CDK2AP2
Positive Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742)	2/33	0.01968916800271705	0.26019609360552653	0	0	9.921480370092524	38.968465918850896	AGR2;MMP9
Regulation Of Metal Ion Transport (GO:0010959)	2/34	0.02083120555154078	0.265216812144007	0	0	9.6109496124031	37.20689950562277	P2RX4;B2M
Negative Regulation Of JNK Cascade (GO:0046329)	2/34	0.02083120555154078	0.265216812144007	0	0	9.6109496124031	37.20689950562277	DNAJA1;NPPA
Negative Regulation Of Cell Cycle Process (GO:0010948)	2/34	0.02083120555154078	0.265216812144007	0	0	9.6109496124031	37.20689950562277	CHEK1;BMP7
Positive Regulation Of Binding (GO:0051099)	3/91	0.02196520565022557	0.2710835753449094	0	0	5.268377130681818	20.116221422508488	DPH3;B2M;MMP9
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)	2/35	0.02200024817942101	0.2710835753449094	0	0	9.31923890063425	35.56875350845458	PRMT2;CDK2AP2
Positive Regulation Of Interferon-Beta Production (GO:0032728)	2/36	0.02319589886540784	0.2710835753449094	0	0	9.04468764249886	34.04221254646382	HSP90AA1;ISG15
Interstrand Cross-Link Repair (GO:0036297)	2/36	0.02319589886540784	0.2710835753449094	0	0	9.04468764249886	34.04221254646382	POLN;NUCKS1
Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)	2/37	0.02441776456216778	0.2710835753449094	0	0	8.785825027685492	32.616886534730405	ALOX5;PRL
Recombinational Repair (GO:0000725)	3/95	0.02456184214912105	0.2710835753449094	0	0	5.038298233695652	18.67476060821103	POLN;NABP1;NUCKS1
Heart Development (GO:0007507)	4/171	0.02616627187511262	0.2710835753449094	0	0	3.715781036352492	13.53764571076734	TCAP;CACYBP;DYNLL1;BMP7
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	3/98	0.02661346655529498	0.2710835753449094	0	0	4.878453947368421	17.690922588243357	HSP90AA1;ISG15;CAPG
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428)	2/39	0.02693858844502153	0.2710835753449094	0	0	8.310077519379846	30.034244821919533	HSP90AA1;P2RX4
Retina Homeostasis (GO:0001895)	2/39	0.02693858844502153	0.2710835753449094	0	0	8.310077519379846	30.034244821919533	HSPB1;B2M
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	2/40	0.02823678009203369	0.2710835753449094	0	0	8.090983272133823	28.861588287818005	PRMT2;CDK2AP2
Regulation Of Protein Dephosphorylation (GO:0035304)	2/40	0.02823678009203369	0.2710835753449094	0	0	8.090983272133823	28.861588287818005	DYNLL1;HSP90B1
Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)	2/41	0.02955965359042763	0.2710835753449094	0	0	7.883124627310674	27.75920071689616	CIDEB;MMP9
DNA Integrity Checkpoint Signaling (GO:0031570)	2/42	0.03090683524836144	0.2710835753449094	0	0	7.685658914728682	26.72132916997424	TIPIN;CHEK1
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005)	2/43	0.03227795514099813	0.2710835753449094	0	0	7.497825675931178	25.74281562781207	TIPIN;NUCKS1
Regulation Of JUN Kinase Activity (GO:0043506)	2/43	0.03227795514099813	0.2710835753449094	0	0	7.497825675931178	25.74281562781207	DNAJA1;NPPA
DNA Replication-Dependent Chromatin Assembly (GO:0006335)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	NASP
ISG15-protein Conjugation (GO:0032020)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	ISG15
Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	DPH3
Peptidyl-Diphthamide Metabolic Process (GO:0017182)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	DPH3
Pericardium Morphogenesis (GO:0003344)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	BMP7
Regulation Of Tetrapyrrole Biosynthetic Process (GO:1901463)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	TMEM14C
Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002842)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	MR1
Response To DNA Damage Checkpoint Signaling (GO:0072423)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	SMC1A
Striated Muscle Hypertrophy (GO:0014897)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	TCAP
Positive Regulation Of Microglial Cell Migration (GO:1904141)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	P2RX4
Positive Regulation Of Tau-Protein Kinase Activity (GO:1902949)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	HSP90AA1
Protein Localization To Membrane Raft (GO:1903044)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	CYP46A1
Protein Repair (GO:0030091)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	MSRB1
Negative Regulation Of Cellular Response To Hypoxia (GO:1900038)	1/5	0.03232677360573918	0.2710835753449094	0	0	38.20192307692308	131.10363216765762	HYOU1
Regulation Of Cellular Response To Stress (GO:0080135)	3/107	0.03330161131311102	0.2710835753449094	0	0	4.454251802884615	15.15403052350286	ALOX5;CHORDC1;MANF
Positive Regulation Of Chemotaxis (GO:0050921)	2/44	0.03367264707600145	0.2710835753449094	0	0	7.318936877076412	24.81902310880993	P2RX4;HSPB1
Extracellular Matrix Disassembly (GO:0022617)	2/44	0.03367264707600145	0.2710835753449094	0	0	7.318936877076412	24.81902310880993	CAPG;MMP9
Regulation Of DNA Recombination (GO:0000018)	2/44	0.03367264707600145	0.2710835753449094	0	0	7.318936877076412	24.81902310880993	H1-6;CHEK1
Cellular Response To Salt (GO:1902075)	3/109	0.03489579380015496	0.2710835753449094	0	0	4.369767099056604	14.662268362885138	CLIC4;P2RX4;HSP90B1
Zymogen Activation (GO:0031638)	2/45	0.03509054856415484	0.2710835753449094	0	0	7.148368487470705	23.945772434655535	PLAU;CIDEB
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	2/46	0.03653130080252294	0.2710835753449094	0	0	6.985553206483439	23.119287904453852	AGR2;MMP9
Regulation Of Nervous System Development (GO:0051960)	2/46	0.03653130080252294	0.2710835753449094	0	0	6.985553206483439	23.119287904453852	HES6;HES3
Cellular Component Disassembly (GO:0022411)	2/46	0.03653130080252294	0.2710835753449094	0	0	6.985553206483439	23.119287904453852	CAPG;MMP9
Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	2/46	0.03653130080252294	0.2710835753449094	0	0	6.985553206483439	23.119287904453852	P2RX4;HSPB1
Intracellular Protein Transmembrane Transport (GO:0065002)	2/46	0.03653130080252294	0.2710835753449094	0	0	6.985553206483439	23.119287904453852	HSPA5;HYOU1
Mitotic G2/M Transition Checkpoint (GO:0044818)	2/46	0.03653130080252294	0.2710835753449094	0	0	6.985553206483439	23.119287904453852	CHEK1;NABP1
Myofibril Assembly (GO:0030239)	2/46	0.03653130080252294	0.2710835753449094	0	0	6.985553206483439	23.119287904453852	TCAP;MYL9
Regulation Of Wound Healing (GO:0061041)	2/47	0.03799454861406044	0.2710835753449094	0	0	6.829974160206718	22.33615046549707	PLAU;ALOX5
Negative Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903748)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	DNAJA1
CENP-A Containing Chromatin Assembly (GO:0034080)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	NASP
Negative Regulation Of Plasminogen Activation (GO:0010757)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	PLAU
Regulation Of Inositol Phosphate Biosynthetic Process (GO:0010919)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	PTH
Regulation Of Intestinal Cholesterol Absorption (GO:0030300)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	APOA1
Regulation Of Microglial Cell Migration (GO:1904139)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	P2RX4
Nucleoside Diphosphate Catabolic Process (GO:0009134)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	NUDT5
Regulation Of Potassium Ion Export Across Plasma Membrane (GO:1903764)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	NPPA
Cholesterol Catabolic Process (GO:0006707)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	CYP46A1
Chromatin Remodeling At Centromere (GO:0031055)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	NASP
Detection Of Muscle Stretch (GO:0035995)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	TCAP
Skeletal Muscle Thin Filament Assembly (GO:0030240)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	TCAP
Sterol Catabolic Process (GO:0016127)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	CYP46A1
Establishment Of Mitotic Sister Chromatid Cohesion (GO:0034087)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	SMC1A
Positive Regulation Of Icosanoid Secretion (GO:0032305)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	P2RX4
Regulation Of Atrial Cardiac Muscle Cell Membrane Repolarization (GO:0060372)	1/6	0.03866659935826289	0.2710835753449094	0	0	30.56	99.4049298240761	NPPA
Regulation Of Cytoskeleton Organization (GO:0051493)	3/114	0.0390511781129319	0.2710835753449094	0	0	4.171875	13.528899319160576	CLIC4;CDK2AP2;DYNLL1
Negative Regulation Of Programmed Cell Death (GO:0043069)	6/381	0.03959028340029329	0.2710835753449094	0	0	2.495232	8.057532208776722	DNAJA1;HSPA5;HSPB1;GATA1;MMP9;HSP90B1
Negative Regulation Of DNA Metabolic Process (GO:0051053)	2/49	0.04098712829646158	0.2710835753449094	0	0	6.538677222497114	20.887786115308213	H1-6;S100A11
Regulation Of Interferon-Beta Production (GO:0032648)	2/50	0.04251576774636915	0.2710835753449094	0	0	6.4021317829457365	20.217165618082923	HSP90AA1;ISG15
Positive Regulation Of Cell Death (GO:0010942)	2/50	0.04251576774636915	0.2710835753449094	0	0	6.4021317829457365	20.217165618082923	HBE1;CIDEB
Regulation Of Cytoplasmic Translational Elongation (GO:1900247)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	DPH3
Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903747)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	DNAJA1
Negative Regulation Of Phospholipase Activity (GO:0010519)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	RGS2
Negative Regulation Of Striated Muscle Cell Apoptotic Process (GO:0010664)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	BMP7
Anterograde Axonal Protein Transport (GO:0099641)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	HSPB1
Axo-Dendritic Protein Transport (GO:0099640)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	HSPB1
Axon Ensheathment In Central Nervous System (GO:0032291)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	PLP1
Cardiac Muscle Hypertrophy (GO:0003300)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	TCAP
Regulation Of Response To Wounding (GO:1903034)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	PLAU
Pericardium Development (GO:0060039)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	BMP7
Positive Regulation By Host Of Viral Genome Replication (GO:0044829)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	NUCKS1
Positive Regulation Of CoA-transferase Activity (GO:1905920)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	APOA1
Depyrimidination (GO:0045008)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	UNG
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	HSPB1
Positive Regulation Of Execution Phase Of Apoptosis (GO:1900119)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	DYNLL1
Positive Regulation Of Glial Cell Migration (GO:1903977)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	P2RX4
Post-Translational Protein Targeting To Membrane, Translocation (GO:0031204)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	HYOU1
Lipoxygenase Pathway (GO:0019372)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	ALOX5
Protein Localization To Presynapse (GO:1905383)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	HSPB1
Regulation Of Cdc42 Protein Signal Transduction (GO:0032489)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	APOA1
Regulation Of CoA-transferase Activity (GO:1905918)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	APOA1
Negative Regulation Of DNA-templated DNA Replication (GO:2000104)	1/7	0.044965205761108	0.2710835753449094	0	0	25.465384615384615	78.99021819196878	TIPIN
Negative Regulation Of Response To Stimulus (GO:0048585)	2/52	0.04563604121989421	0.2710835753449094	0	0	6.145426356589147	18.971284506471022	ALOX5;APOA1
Regulation Of Cell Development (GO:0060284)	2/52	0.04563604121989421	0.2710835753449094	0	0	6.145426356589147	18.971284506471022	HES6;HES3
