Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Cellular Response to Zinc Ion (GO:0071294)	13/17	1.4059814362824009e-22	1.81512203424058e-19	0	0	287.9820627802691	14490.144767669246	MT1M;MT1X;MT4;MT3;MT2A;MT1A;P2RX4;MT1F;MT1G;MT1H;MT1B;MT1E;MT1HL1
Response to Cadmium Ion (GO:0046686)	12/16	9.596378113702228e-21	6.194462072394787e-18	0	0	264.64285714285717	12198.157069003622	MT2A;MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT4;MT1B;MT3;MT1E;MT1HL1
Cellular Response to Cadmium Ion (GO:0071276)	12/17	3.229187807521732e-20	1.042220364877639e-17	0	0	211.70357142857145	9501.144338357282	MT2A;MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT4;MT1B;MT3;MT1E;MT1HL1
Cellular Response to Copper Ion (GO:0071280)	12/17	3.229187807521732e-20	1.042220364877639e-17	0	0	211.70357142857145	9501.144338357282	MT2A;MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT4;MT1B;MT3;MT1E;MT1HL1
Response to Copper Ion (GO:0046688)	12/21	1.4716088173589371e-18	3.799693966420775e-16	0	0	117.58928571428572	4828.236701055384	MT2A;MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT4;MT1B;MT3;MT1E;MT1HL1
Response to Zinc Ion (GO:0010043)	13/28	1.9733060048075782e-18	4.245896753677639e-16	0	0	76.752466367713	3128.9540855573528	MT1M;MT1X;MT4;MT3;MT2A;MT1A;P2RX4;MT1F;MT1G;MT1H;MT1B;MT1HL1;MT1E
Intracellular Zinc Ion Homeostasis (GO:0006882)	12/29	2.3913425226533013e-16	4.4103188524934454e-14	0	0	62.22794117647059	2238.308338033178	MT2A;MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT4;MT1B;MT3;MT1HL1;MT1E
Cellular Response to Metal Ion (GO:0071248)	15/112	4.362868091562819e-12	7.040578382759499e-10	0	0	13.7614871483883	359.971487096139	CLIC4;MT1M;MT1X;MT4;MT3;MT2A;MT1A;P2RX4;MT1F;MT1G;MT1H;MT1B;B2M;MT1HL1;MT1E
Termination of RNA Polymerase II Transcription (GO:0006369)	7/12	2.1946121782952017e-11	3.1480492468656723e-9	0	0	120.79737991266376	2964.661322369016	SSU72L6;SSU72L5;SSU72L4;SSU72;SSU72L3;SSU72L2;SSU72L1
One-Carbon Compound Transport (GO:0019755)	7/16	3.045080886058321e-10	3.931199423901293e-8	0	0	67.09606986899563	1470.230786237612	HBG2;HBG1;HBE1;AQP6;HBB;AQP5;HBD
Carbon Dioxide Transport (GO:0015670)	6/11	1.113886154190846e-9	1.3072972955094382e-7	0	0	103.0904347826087	2125.251672509688	HBG2;HBG1;HBE1;AQP6;HBB;HBD
DNA-templated Transcription Termination (GO:0006353)	7/20	1.982102735801841e-9	2.132412193266814e-7	0	0	46.4417198522002	930.6506197598306	SSU72L6;SSU72L5;SSU72L4;SSU72;SSU72L3;SSU72L2;SSU72L1
Gas Transport (GO:0015669)	6/15	1.1599155758528832e-8	1.151885391096979e-6	0	0	57.26086956521739	1046.2897063935388	HBG2;HBG1;HBE1;AQP6;HBB;HBD
Response to Unfolded Protein (GO:0006986)	8/44	4.102067605560209e-8	3.78269234198445e-6	0	0	19.228070175438596	327.05389131991086	DNAJA1;DNAJB1;TRAM1;HSP90AA1;HSPA4;SERPINH1;HSPB1;HSPA2
Oxygen Transport (GO:0015671)	5/10	5.265647390112503e-8	4.5319671870901595e-6	0	0	85.53679653679653	1433.5519438329177	HBG2;HBG1;HBE1;HBB;HBD
Collagen Catabolic Process (GO:0030574)	7/31	6.020145180487198e-8	4.857504642505607e-6	0	0	25.14192139737991	417.9987582510838	MMP12;MMP13;MMP27;MMP26;MMP3;MMP9;MMP10
Negative Regulation of Growth (GO:0045926)	10/115	1.092011764244659e-6	8.292865809646207e-5	0	0	8.284450063211125	113.7246963481458	MT2A;MT1A;MT1M;MT1F;MT1G;MT1X;MT1H;MT1B;MT3;MT1E
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	13/210	1.3490007522378182e-6	9.675333172994576e-5	0	0	5.7902392388063095	78.26172137655787	MT1M;MT1X;MT4;MT3;MT2A;MT1A;MT1F;MT1G;MT1H;MT1B;B2M;MT1HL1;MT1E
Hydrogen Peroxide Catabolic Process (GO:0042744)	5/20	2.941715679004932e-6	1.998818390313351e-4	0	0	28.4978354978355	362.96318288233533	HBG2;HBG1;HBE1;HBB;HBD
Hydrogen Peroxide Metabolic Process (GO:0042743)	5/28	1.7265122620651725e-5	0.00111446366516306	0	0	18.57801618671184	203.7417989528073	HBG2;HBG1;HBE1;HBB;HBD
Platelet Aggregation (GO:0070527)	5/35	5.33184213511207e-5	0.00327781342687127	0	0	14.238095238095235	140.09187487513978	FIBP;HBB;HSPB1;GATA1;MYL9
Regulation of Neurogenesis (GO:0050767)	6/66	1.2742609159340523e-4	0.00695517958004575	0	0	8.566956521739131	76.82824364780495	MMP12;HES6;HEYL;HES3;B2M;HES5
Oxidative Demethylation (GO:0070989)	3/9	1.2929845849813951e-4	0.00695517958004575	0	0	42.39914163090129	379.6159317214454	CYP3A43;CYP3A4;CYP3A5
High-Density Lipoprotein Particle Assembly (GO:0034380)	3/9	1.2929845849813951e-4	0.00695517958004575	0	0	42.39914163090129	379.6159317214454	PRKACG;APOA1;PRKACB
Extracellular Matrix Disassembly (GO:0022617)	5/45	1.8231374442739348e-4	0.00815127492671121	0	0	10.673160173160174	91.893576840688	MMP12;MMP13;MMP3;MMP9;MMP10
Negative Regulation of Inclusion Body Assembly (GO:0090084)	3/10	1.8310377449622404e-4	0.00815127492671121	0	0	36.340282035561	312.72475230789297	DNAJB1;DNAJB8;HSPA2
Regulation of Inclusion Body Assembly (GO:0090083)	3/10	1.8310377449622404e-4	0.00815127492671121	0	0	36.340282035561	312.72475230789297	DNAJB1;DNAJB8;HSPA2
Cellular Response to UV-A (GO:0071492)	3/10	1.8310377449622404e-4	0.00815127492671121	0	0	36.340282035561	312.72475230789297	MMP12;MMP3;MMP9
Plasma Membrane Phospholipid Scrambling (GO:0017121)	3/10	1.8310377449622404e-4	0.00815127492671121	0	0	36.340282035561	312.72475230789297	PLSCR3;PLSCR2;PLSCR4
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	4/25	1.9673957606935845e-4	0.0084372050176238	0	0	16.20935960591133	138.32467178360238	DNAJB1;HSPA5;HSPA2;DNAJC18
Homotypic Cell-Cell Adhesion (GO:0034109)	5/46	2.0259748686780635e-4	0.0084372050176238	0	0	10.412311265969803	88.5493080228816	FIBP;HBB;HSPB1;GATA1;MYL9
Steroid Metabolic Process (GO:0008202)	7/106	2.6368850427909986e-4	0.01063818309450993	0	0	6.071853910281858	50.03658189754575	HSD3B2;CYP3A43;HSD3B1;RDH5;CYP46A1;CYP3A4;CYP3A5
Cellular Component Disassembly (GO:0022411)	5/49	2.738591920842958e-4	0.01071370354487351	0	0	9.70090515545061	79.57552076380344	MMP12;MMP13;MMP3;MMP9;MMP10
External Encapsulating Structure Organization (GO:0045229)	7/111	3.496811921040282e-4	0.01289824054303715	0	0	5.778468256634196	45.987874313831114	MMP12;MMP13;MMP27;MMP26;MMP3;MMP9;MMP10
Extracellular Structure Organization (GO:0043062)	7/111	3.496811921040282e-4	0.01289824054303715	0	0	5.778468256634196	45.987874313831114	MMP12;MMP13;MMP27;MMP26;MMP3;MMP9;MMP10
Response to UV-A (GO:0070141)	3/13	4.2510861750760337e-4	0.015244867366731	0	0	25.4343347639485	197.45095908458305	MMP12;MMP3;MMP9
Renal Water Homeostasis (GO:0003091)	3/15	6.646107397307463e-4	0.0231895260808755	0	0	21.1931330472103	155.0555109518539	PRKACG;AQP6;PRKACB
C21-steroid Hormone Metabolic Process (GO:0008207)	3/16	8.108829136073299e-4	0.02605975224930748	0	0	19.56190161769561	139.22962206122313	HSD3B2;HSD3B1;CYP46A1
Negative Regulation of Natural Killer Cell Mediated Immunity (GO:0002716)	3/16	8.108829136073299e-4	0.02605975224930748	0	0	19.56190161769561	139.22962206122313	TIGIT;PVR;NECTIN2
'De Novo' Post-Translational Protein Folding (GO:0051084)	4/36	8.27614130303336e-4	0.02605975224930748	0	0	10.63146551724138	75.45112313568993	DNAJB1;HSPA5;HSPA2;DNAJC18
Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	4/36	8.27614130303336e-4	0.02605975224930748	0	0	10.63146551724138	75.45112313568993	NCR3;TIGIT;PVR;NECTIN2
Water Transport (GO:0006833)	3/18	0.00116116764725752	0.03569208172879678	0	0	16.951931330472103	114.56673229819124	AQP9;AQP6;AQP5
Negative Regulation of Keratinocyte Differentiation (GO:0045617)	2/5	0.00135437417651567	0.03676495639654092	0	0	56.2991452991453	371.82296438502453	REG3A;REG3G
+ Reg of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002860)	2/5	0.00135437417651567	0.03676495639654092	0	0	56.2991452991453	371.82296438502453	PVR;NECTIN2
Positive Regulation of Natural Killer Cell Mediated Immune Response to Tumor Cell (GO:0002857)	2/5	0.00135437417651567	0.03676495639654092	0	0	56.2991452991453	371.82296438502453	PVR;NECTIN2
Pyrimidine Nucleotide Metabolic Process (GO:0006220)	2/5	0.00135437417651567	0.03676495639654092	0	0	56.2991452991453	371.82296438502453	PRPS1L1;DCK
Negative Regulation of IRE1-mediated Unfolded Protein Response (GO:1903895)	2/5	0.00135437417651567	0.03676495639654092	0	0	56.2991452991453	371.82296438502453	HSPA5;DNAJB9
Negative Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060339)	3/19	0.00136693873511538	0.03676495639654092	0	0	15.891630901287554	104.80819074919155	CNOT7;ISG15;TTLL12
Spermatid Development (GO:0007286)	5/70	0.00142257924075212	0.03748060815940807	0	0	6.55977355977356	43.00117661494062	FAM9B;FAM9A;FAM9C;SYCP3;NECTIN2
Extracellular Matrix Organization (GO:0030198)	8/182	0.00147046643667354	0.03796744339491102	0	0	3.950393224440411	25.7651583962758	MMP12;MMP13;MMP27;MMP26;MMP3;SERPINH1;MMP9;MMP10
Negative Regulation of Leukocyte Mediated Cytotoxicity (GO:0001911)	3/20	0.00159423656142351	0.04035606668230891	0	0	14.956071699065893	96.337446519338	TIGIT;PVR;NECTIN2
Protein Insertion Into Membrane (GO:0051205)	3/21	0.00184384469754176	0.04554024337354501	0	0	14.124463519313304	88.92624345662722	TRAM1;TRAM1L1;TRAM2
Regulation of Nervous System Development (GO:0051960)	4/45	0.00192699605457264	0.04554024337354501	0	0	8.29394449116905	51.85202358973947	HES6;HEYL;HES3;HES5
Response to Amyloid-Beta (GO:1904645)	4/45	0.00192699605457264	0.04554024337354501	0	0	8.29394449116905	51.85202358973947	MMP12;MMP13;MMP3;MMP9
Regulation of Triglyceride Metabolic Process (GO:0090207)	2/6	0.00201576323168301	0.04554024337354501	0	0	42.22222222222222	262.0630893892559	CIDEB;CIDEC
Positive Regulation of Striated Muscle Contraction (GO:0045989)	2/6	0.00201576323168301	0.04554024337354501	0	0	42.22222222222222	262.0630893892559	RGS2;NPPA
Lipid Hydroxylation (GO:0002933)	2/6	0.00201576323168301	0.04554024337354501	0	0	42.22222222222222	262.0630893892559	CYP3A4;CYP3A5
Negative Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045953)	3/22	0.00211651014904159	0.04554024337354501	0	0	13.380393042692567	82.39628243533136	TIGIT;PVR;NECTIN2
Androgen Metabolic Process (GO:0008209)	3/22	0.00211651014904159	0.04554024337354501	0	0	13.380393042692567	82.39628243533136	HSD3B2;HSD3B1;CYP3A4
Positive Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	3/22	0.00211651014904159	0.04554024337354501	0	0	13.380393042692567	82.39628243533136	NCR3;PVR;NECTIN2
Negative Regulation of Neuron Differentiation (GO:0045665)	3/23	0.00241294427703276	0.05106739445326722	0	0	12.710729613733903	76.60639272527119	BMP7;B2M;HES5
Negative Regulation of Cellular Component Organization (GO:0051129)	5/80	0.00256955138829639	0.05239107639127249	0	0	5.682251082251082	33.889081558067765	DNAJB1;HSPA5;APOA1;DNAJB8;HSPA2
Regulation of Wound Healing (GO:0061041)	4/49	0.0026414718133661	0.05239107639127249	0	0	7.555172413793104	44.85066915700438	REG3A;PLAU;ALOX5;REG3G
Transcription by RNA Polymerase II (GO:0006366)	8/200	0.00264982675536945	0.05239107639127249	0	0	3.576754385964912	21.221817363674152	SSU72L6;SSU72L5;SSU72L4;SSU72;SSU72L3;SSU72L2;SSU72L1;POLR2H
Negative Regulation of Epidermal Cell Differentiation (GO:0045605)	2/7	0.00280014273508737	0.05239107639127249	0	0	33.77606837606837	198.5385970394399	REG3A;REG3G
Negative Regulation of Muscle Hypertrophy (GO:0014741)	2/7	0.00280014273508737	0.05239107639127249	0	0	33.77606837606837	198.5385970394399	RGS2;P2RX4
Reg of Natural Killer Cell Mediated Cytotoxicity Directed Against Tumor Cell Target (GO:0002858)	2/7	0.00280014273508737	0.05239107639127249	0	0	33.77606837606837	198.5385970394399	PVR;NECTIN2
Axon Ensheathment in Central Nervous System (GO:0032291)	2/7	0.00280014273508737	0.05239107639127249	0	0	33.77606837606837	198.5385970394399	PLP1;HES5
Cellular Response to Erythropoietin (GO:0036018)	2/7	0.00280014273508737	0.05239107639127249	0	0	33.77606837606837	198.5385970394399	MT2A;MT1X
Regulation of Cell Development (GO:0060284)	4/52	0.00328360096841186	0.06055898357456742	0	0	7.081896551724138	40.50005341386452	HES6;HEYL;HES3;HES5
Positive Regulation of Natural Killer Cell Mediated Immunity (GO:0002717)	3/26	0.00345145650189853	0.06275817385846498	0	0	11.051128941966784	62.648396462036104	NCR3;PVR;NECTIN2
Negative Regulation of Mitotic Nuclear Division (GO:0045839)	2/8	0.00370454282381564	0.0629284840203421	0	0	28.145299145299145	157.5628848324947	CHEK1;BMP7
Androgen Biosynthetic Process (GO:0006702)	2/8	0.00370454282381564	0.0629284840203421	0	0	28.145299145299145	157.5628848324947	HSD3B2;HSD3B1
Plasminogen Activation (GO:0031639)	2/8	0.00370454282381564	0.0629284840203421	0	0	28.145299145299145	157.5628848324947	PLAU;KLKB1
Vascular Endothelial Cell Response to Laminar Fluid Shear Stress (GO:0097700)	2/8	0.00370454282381564	0.0629284840203421	0	0	28.145299145299145	157.5628848324947	PRKACG;PRKACB
Negative Regulation of DNA-templated DNA Replication (GO:2000104)	2/8	0.00370454282381564	0.0629284840203421	0	0	28.145299145299145	157.5628848324947	TIPIN;DYNLL1
Zymogen Activation (GO:0031638)	3/27	0.00384939728472714	0.0645398947348409	0	0	10.590128755364807	58.87940761114201	PLAU;C1RL;KLKB1
Response to Peptide Hormone (GO:0043434)	4/56	0.00429467559757157	0.07108238713416544	0	0	6.535809018567639	35.62263790022418	REG3A;REG1B;REG1A;REG3G
Regulation of Receptor Binding (GO:1900120)	2/9	0.00472604605916434	0.07532841646837221	0	0	24.123321123321123	129.172335974379	B2M;MMP9
Response to Type I Interferon (GO:0034340)	2/9	0.00472604605916434	0.07532841646837221	0	0	24.123321123321123	129.172335974379	ISG15;IFIT1
Regulation of Androgen Receptor Signaling Pathway (GO:0060765)	3/29	0.00472626005727199	0.07532841646837221	0	0	9.77451304060746	52.338813523155615	HEYL;PRMT2;SAFB
Positive Regulation of Nitric Oxide Biosynthetic Process (GO:0045429)	3/30	0.00520618401900968	0.08097811528363251	0	0	9.412017167381974	49.487521542183785	HSP90AA1;P2RX4;HBB
Protein Insertion Into ER Membrane (GO:0045048)	3/30	0.00520618401900968	0.08097811528363251	0	0	9.412017167381974	49.487521542183785	TRAM1;TRAM1L1;TRAM2
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	4/60	0.0054971927375152	0.08316007166427528	0	0	6.067733990147783	31.573561389002673	DNAJA1;HSPB1;HYOU1;MMP9
Nucleoside Phosphate Metabolic Process (GO:0006753)	3/31	0.00571438897143575	0.08316007166427528	0	0	9.075413856529735	46.87240620249776	ACSL6;NUDT5;DCK
Estrogen Metabolic Process (GO:0008210)	3/31	0.00571438897143575	0.08316007166427528	0	0	9.075413856529735	46.87240620249776	HSD3B1;CYP3A4;CYP3A5
Positive Regulation of Nitric Oxide Metabolic Process (GO:1904407)	3/31	0.00571438897143575	0.08316007166427528	0	0	9.075413856529735	46.87240620249776	HSP90AA1;P2RX4;HBB
Negative Regulation of MAP Kinase Activity (GO:0043407)	3/31	0.00571438897143575	0.08316007166427528	0	0	9.075413856529735	46.87240620249776	DNAJA1;RGS2;NPPA
Negative Regulation of Nuclear Division (GO:0051784)	2/10	0.00586178661614953	0.08316007166427528	0	0	21.10683760683761	108.47438821214315	CHEK1;BMP7
Negative Regulation of JUN Kinase Activity (GO:0043508)	2/10	0.00586178661614953	0.08316007166427528	0	0	21.10683760683761	108.47438821214315	DNAJA1;NPPA
Regulation of Cellular Response to Oxidative Stress (GO:1900407)	2/10	0.00586178661614953	0.08316007166427528	0	0	21.10683760683761	108.47438821214315	ALOX5;BMP7
Central Nervous System Myelination (GO:0022010)	2/11	0.00710894948760911	0.09975710639677572	0	0	18.76068376068376	92.7978611150116	PLP1;HES5
Anterior/Posterior Pattern Specification (GO:0009952)	4/65	0.00729210358272095	0.10122694328271772	0	0	5.568965517241379	27.40467446867714	HES6;HEYL;HES3;HES5
Regulation of Cardiac Muscle Contraction (GO:0055117)	3/34	0.00741284437530943	0.10180832009068597	0	0	8.195901979786791	40.19713775910261	RGS2;P2RX4;NPPA
Regulation of Viral Genome Replication (GO:0045069)	4/66	0.00769216238906176	0.1045324383608288	0	0	5.478865406006674	26.668669606724844	CNOT7;IFIT5;ISG15;IFIT1
Phospholipid Translocation (GO:0045332)	3/35	0.00803819384812063	0.10713742819297203	0	0	7.939377682403434	38.29599210168294	PLSCR3;PLSCR2;PLSCR4
Negative Regulation of Cytokine-Mediated Signaling Pathway (GO:0001960)	4/67	0.00810639392984891	0.10713742819297203	0	0	5.391625615763547	25.961228119476154	CNOT7;APOA1;ISG15;TTLL12
Relaxation of Cardiac Muscle (GO:0055119)	2/12	0.00846476969456479	0.10713742819297203	0	0	16.883760683760684	80.5666462934082	RGS2;P2RX4
Sperm DNA Condensation (GO:0035092)	2/12	0.00846476969456479	0.10713742819297203	0	0	16.883760683760684	80.5666462934082	H2BC1;SYCP3
Positive Regulation of Keratinocyte Proliferation (GO:0010838)	2/12	0.00846476969456479	0.10713742819297203	0	0	16.883760683760684	80.5666462934082	REG3A;REG3G
Vascular Endothelial Cell Response to Fluid Shear Stress (GO:0097699)	2/12	0.00846476969456479	0.10713742819297203	0	0	16.883760683760684	80.5666462934082	PRKACG;PRKACB
Regulation of PERK-mediated Unfolded Protein Response (GO:1903897)	2/12	0.00846476969456479	0.10713742819297203	0	0	16.883760683760684	80.5666462934082	HSPA5;AGR2
Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060338)	3/36	0.00869370307069109	0.1089667054782738	0	0	7.6984003121342175	36.53011274380505	CNOT7;ISG15;TTLL12
Response to Endoplasmic Reticulum Stress (GO:0034976)	7/196	0.00880832021000695	0.10934174414537484	0	0	3.165938864628821	14.981407996437444	HSPA5;UBXN10;DNAJB9;HYOU1;PDIA6;PDIA4;HSP90B1
Defense Response to Virus (GO:0051607)	7/198	0.00928406380879724	0.1141497750205452	0	0	3.1324675918516656	14.65824400940581	CNOT7;IFIT1B;IFIT5;ISG15;IFIT1;IFIT3;IFIT2
Nucleotide Metabolic Process (GO:0009117)	2/13	0.00992653150868769	0.11958182615739892	0	0	15.348096348096348	70.79377211817875	NUDT5;DCK
Negative Regulation of Cardiac Muscle Hypertrophy (GO:0010614)	2/13	0.00992653150868769	0.11958182615739892	0	0	15.348096348096348	70.79377211817875	RGS2;P2RX4
Negative Regulation of Endothelial Cell Proliferation (GO:0001937)	3/38	0.01009637416820796	0.11958182615739892	0	0	7.257755977927652	33.35359032666765	ALOX5;CXCR3;PRL
Positive Regulation of Bone Mineralization (GO:0030501)	3/38	0.01009637416820796	0.11958182615739892	0	0	7.257755977927652	33.35359032666765	ALOX5;ISG15;BMP7
Negative Regulation of Epithelial Cell Proliferation (GO:0050680)	4/73	0.01090013922928505	0.12778584996911374	0	0	4.9212893553223385	22.2392067757276	ALOX5;CXCR3;PRL;B2M
Regulation of Protein Ubiquitination (GO:0031396)	5/113	0.01098700956357213	0.12778584996911374	0	0	3.939393939393939	17.77077014747043	DNAJA1;HSP90AA1;CHORDC1;ISG15;HSPBP1
Cellular Response to ATP (GO:0071318)	2/14	0.01149156768623278	0.12900533811240453	0	0	14.068376068376068	62.83136181558232	P2RX4;HSP90B1
Relaxation of Muscle (GO:0090075)	2/14	0.01149156768623278	0.12900533811240453	0	0	14.068376068376068	62.83136181558232	RGS2;P2RX4
Response to Muscle Stretch (GO:0035994)	2/14	0.01149156768623278	0.12900533811240453	0	0	14.068376068376068	62.83136181558232	NPPA;TCAP
Positive Regulation of Endothelial Cell Chemotaxis (GO:2001028)	2/14	0.01149156768623278	0.12900533811240453	0	0	14.068376068376068	62.83136181558232	P2RX4;HSPB1
Antimicrobial Humoral Immune Response Mediated by Antimicrobial Peptide (GO:0061844)	5/116	0.01220578767491363	0.13584199903718538	0	0	3.832338832338833	16.884691036640984	REG3A;REG1B;REG1A;REG3G;B2M
Amyloid-Beta Metabolic Process (GO:0050435)	2/15	0.01315725870581802	0.14273967217824426	0	0	12.985535831689678	56.2375206824304	MMP12;APOA1
Regulation of IRE1-mediated Unfolded Protein Response (GO:1903894)	2/15	0.01315725870581802	0.14273967217824426	0	0	12.985535831689678	56.2375206824304	HSPA5;DNAJB9
Regulation of Cellular Response to Heat (GO:1900034)	2/15	0.01315725870581802	0.14273967217824426	0	0	12.985535831689678	56.2375206824304	DNAJB1;CHORDC1
Positive Regulation of Ossification (GO:0045778)	3/42	0.01327524106908947	0.14281946850162094	0	0	6.512050181578078	28.144133722638355	ALOX5;ISG15;BMP7
Positive Regulation of Biomineral Tissue Development (GO:0070169)	3/43	0.01414895857429741	0.15096120263981783	0	0	6.348927038626609	27.034456737232112	ALOX5;ISG15;BMP7
Chromatin Organization (GO:0006325)	9/323	0.01485697232059191	0.15288136783154285	0	0	2.455876988692163	10.337488644357425	PRMT2;H4C15;NASP;CHEK1;H2BC1;NUCKS1;SYCP3;NUDT5;SAFB
Regulation of Fibrinolysis (GO:0051917)	2/16	0.01492103202693602	0.15288136783154285	0	0	12.057387057387055	50.70111382104861	PLAU;KLKB1
Oligodendrocyte Development (GO:0014003)	2/16	0.01492103202693602	0.15288136783154285	0	0	12.057387057387055	50.70111382104861	PLP1;HES5
Cellular Response to Laminar Fluid Shear Stress (GO:0071499)	2/16	0.01492103202693602	0.15288136783154285	0	0	12.057387057387055	50.70111382104861	PRKACG;PRKACB
Spermatid Nucleus Differentiation (GO:0007289)	2/16	0.01492103202693602	0.15288136783154285	0	0	12.057387057387055	50.70111382104861	H2BC1;SYCP3
Substantia Nigra Development (GO:0021762)	3/44	0.01505459827703229	0.15303532579250942	0	0	6.193761122160578	25.989466387419224	HSPA5;PLP1;DYNLL1
Regulation of Nitric Oxide Biosynthetic Process (GO:0045428)	3/45	0.01599228636132255	0.1612972007224017	0	0	6.045984058859595	25.004066569161576	HSP90AA1;P2RX4;HBB
Negative Regulation of Blood Vessel Morphogenesis (GO:2000181)	4/82	0.01614380582417683	0.1615632040233511	0	0	4.3514588859416445	17.955071650506394	ALOX5;CXCR3;PRL;KLKB1
Regulation of Endothelial Cell Chemotaxis (GO:2001026)	2/17	0.0167803613567908	0.16439211565230208	0	0	11.252991452991454	45.99712068789824	P2RX4;HSPB1
Regulation of DNA-templated DNA Replication (GO:0090329)	2/17	0.0167803613567908	0.16439211565230208	0	0	11.252991452991454	45.99712068789824	TIPIN;MCM5
Protein Tetramerization (GO:0051262)	4/83	0.01680848897451888	0.16439211565230208	0	0	4.296158882584025	17.553551952467416	AQP10;AQP5;B2M;MS4A1
Positive Regulation of Chemotaxis (GO:0050921)	3/46	0.01696213006757405	0.16464744298675263	0	0	5.9050803473400535	24.073666589201803	P2RX4;CXCR3;HSPB1
Negative Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)	2/18	0.01873276591674817	0.17914074665571775	0	0	10.5491452991453	41.95902605220579	HSPA5;DNAJB9
Fluid Transport (GO:0042044)	2/18	0.01873276591674817	0.17914074665571775	0	0	10.5491452991453	41.95902605220579	AQP9;AQP5
Negative Regulation of Viral Genome Replication (GO:0045071)	3/48	0.01899862195669474	0.18034721283891844	0	0	5.64206008583691	22.36167792826844	IFIT5;ISG15;IFIT1
Regulation of Smooth Muscle Cell Migration (GO:0014910)	2/19	0.02077580973659338	0.1943592055792903	0	0	9.9281045751634	38.46113919641817	PLAU;S100A11
Protein Localization to Mitochondrion (GO:0070585)	2/19	0.02077580973659338	0.1943592055792903	0	0	9.9281045751634	38.46113919641817	DNAJA1;ISG15
Negative Regulation of Protein Binding (GO:0032091)	3/50	0.02116457399673745	0.1951676073556289	0	0	5.401424527440416	20.82479543874002	IFIT1;B2M;IFIT2
Lipid Modification (GO:0030258)	3/50	0.02116457399673745	0.1951676073556289	0	0	5.401424527440416	20.82479543874002	ALOX5;CYP3A4;CYP3A5
Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	3/51	0.02229617996567714	0.20128928906076357	0	0	5.28862660944206	20.114444690738075	NPPA;AGR2;MMP9
Cardiac Muscle Tissue Development (GO:0048738)	3/51	0.02229617996567714	0.20128928906076357	0	0	5.28862660944206	20.114444690738075	NPPA;TCAP;BMP7
Positive Regulation of Leukocyte Mediated Cytotoxicity (GO:0001912)	3/51	0.02229617996567714	0.20128928906076357	0	0	5.28862660944206	20.114444690738075	NCR3;PVR;NECTIN2
ERAD Pathway (GO:0036503)	4/91	0.02274332508582901	0.20255525559822452	0	0	3.899524375743163	14.75378644331621	HSPA5;UBXN10;DNAJB9;HSP90B1
Response to ATP (GO:0033198)	2/20	0.02290710094294406	0.20255525559822452	0	0	9.376068376068377	35.40692512660703	P2RX4;HSP90B1
Multicellular Organismal-Level Water Homeostasis (GO:0050891)	2/20	0.02290710094294406	0.20255525559822452	0	0	9.376068376068377	35.40692512660703	PRKACG;PRKACB
Negative Regulation of Protein Ubiquitination (GO:0031397)	3/52	0.02346021771037215	0.2060349732251051	0	0	5.1804326880966975	19.439310266779326	DNAJA1;CHORDC1;ISG15
Negative Regulation of Angiogenesis (GO:0016525)	4/93	0.02440215857212612	0.21285936970685693	0	0	3.811507167764432	14.152445078076704	ALOX5;CXCR3;PRL;KLKB1
Regulation of Neuroinflammatory Response (GO:0150077)	2/21	0.02512429107320242	0.21480436937420083	0	0	8.882141250562304	32.72109894150481	MMP3;MMP9
Regulation of Systemic Arterial Blood Pressure (GO:0003073)	2/21	0.02512429107320242	0.21480436937420083	0	0	8.882141250562304	32.72109894150481	NPPA;KLKB1
Sensory Perception of Pain (GO:0019233)	2/21	0.02512429107320242	0.21480436937420083	0	0	8.882141250562304	32.72109894150481	MMP12;P2RX4
Endoplasmic Reticulum Organization (GO:0007029)	3/55	0.02714674450690649	0.2284243292268446	0	0	4.880818752063387	17.602663787386465	TRAM1;TRAM1L1;TRAM2
Chaperone-Mediated Protein Complex Assembly (GO:0051131)	2/22	0.02742507438432294	0.2284243292268446	0	0	8.437606837606838	30.344144886905724	HSP90AA1;HSPA4
Steroid Hormone Biosynthetic Process (GO:0120178)	2/22	0.02742507438432294	0.2284243292268446	0	0	8.437606837606838	30.344144886905724	HSD3B2;HSD3B1
