Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of histone H3-K9 acetylation (GO:2000615)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	CHEK1
cellular response to UV-A (GO:0071492)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	MMP9
regulation of inclusion body assembly (GO:0090083)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	HSPA2
central nervous system myelination (GO:0022010)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	PLP1
chromatin-mediated maintenance of transcription (GO:0048096)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	CHEK1
nuclear DNA replication (GO:0033260)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	MCM5
PERK-mediated unfolded protein response (GO:0036499)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	HSPA5
regulation of phospholipase activity (GO:0010517)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	RGS2
positive regulation by host of viral process (GO:0044794)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	NUCKS1
positive regulation of alcohol biosynthetic process (GO:1902932)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	PTH
erythrocyte development (GO:0048821)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	GATA1
positive regulation of dendrite development (GO:1900006)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	BMP7
intestinal lipid absorption (GO:0098856)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	FABP2
positive regulation of phospholipid transport (GO:2001140)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	APOA1
tetrahydrobiopterin metabolic process (GO:0046146)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	HSP90AA1
mesonephros development (GO:0001823)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	BMP7
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	HSPA5
positive regulation of voltage-gated potassium channel activity (GO:1903818)	1/11	0.0697527247352707	0.26672299727855664	0	0	15.276153846153846	40.677324049781355	NPPA
regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	2/67	0.07146753897988421	0.26672299727855664	0	0	4.723673225998807	12.463468172750613	AGR2;MMP9
regulation of viral genome replication (GO:0045069)	2/67	0.07146753897988421	0.26672299727855664	0	0	4.723673225998807	12.463468172750613	CNOT7;ISG15
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	2/67	0.07146753897988421	0.26672299727855664	0	0	4.723673225998807	12.463468172750613	HSP90AA1;HSPB1
regulation of myeloid cell differentiation (GO:0045637)	2/68	0.0733272711525333	0.26672299727855664	0	0	4.651867512332629	12.154504990895887	MYL9;GATA1
cellular response to decreased oxygen levels (GO:0036294)	2/69	0.07520254475472479	0.26672299727855664	0	0	4.582205252805739	11.856777802654412	HYOU1;BMP7
pyrimidine-containing compound metabolic process (GO:0072527)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	DCK
angiotensin maturation (GO:0002003)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	REN
regulation of angiotensin levels in blood (GO:0002002)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	REN
regulation of cholesterol esterification (GO:0010872)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	APOA1
catecholamine biosynthetic process (GO:0042423)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	DAO
cell cycle checkpoint signaling (GO:0000075)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	NABP1
regulation of DNA-dependent DNA replication (GO:0090329)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	TIPIN
regulation of glycogen metabolic process (GO:0070873)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	PPP1R3B
cellular response to thyroid hormone stimulus (GO:0097067)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	GATA1
cGMP metabolic process (GO:0046068)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	NPPA
regulation of keratinocyte migration (GO:0051547)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	MMP9
nucleoside salvage (GO:0043174)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	DCK
regulation of muscle system process (GO:0090257)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	MYL9
peptidyl-methionine modification (GO:0018206)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	APOA1
double-strand break repair via break-induced replication (GO:0000727)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	MCM5
phospholipid efflux (GO:0033700)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	APOA1
phospholipid homeostasis (GO:0055091)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	APOA1
regulation of response to oxidative stress (GO:1902882)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	ALOX5
positive regulation of cellular senescence (GO:2000774)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	B2M
regulation of triglyceride catabolic process (GO:0010896)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	APOA1
positive regulation of endoplasmic reticulum unfolded protein response (GO:1900103)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	AGR2
replicative senescence (GO:0090399)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	CHEK1
maintenance of protein localization in endoplasmic reticulum (GO:0035437)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	HSPA5
megakaryocyte differentiation (GO:0030219)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	GATA1
posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620)	1/12	0.07584918549137858	0.26672299727855664	0	0	13.886713286713286	35.81394898804782	HSPA5
defense response to Gram-positive bacterium (GO:0050830)	2/70	0.07709308009174126	0.26672299727855664	0	0	4.514591883264934	11.569733125204282	GBP6;MR1
positive regulation of cell-substrate adhesion (GO:0010811)	2/70	0.07709308009174126	0.26672299727855664	0	0	4.514591883264934	11.569733125204282	AGR2;APOA1
kidney development (GO:0001822)	2/70	0.07709308009174126	0.26672299727855664	0	0	4.514591883264934	11.569733125204282	REN;BMP7
snRNA transcription by RNA polymerase II (GO:0042795)	2/70	0.07709308009174126	0.26672299727855664	0	0	4.514591883264934	11.569733125204282	NABP1;POLR2H
sterol metabolic process (GO:0016125)	2/70	0.07709308009174126	0.26672299727855664	0	0	4.514591883264934	11.569733125204282	APOA1;CYP46A1
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	2/71	0.07899860044153495	0.26672299727855664	0	0	4.448938321536906	11.292851999442588	PRMT2;CDK2AP2
snRNA transcription (GO:0009301)	2/71	0.07899860044153495	0.26672299727855664	0	0	4.448938321536906	11.292851999442588	NABP1;POLR2H
cellular response to DNA damage stimulus (GO:0006974)	5/350	0.08046515604502068	0.26672299727855664	0	0	2.245686680469289	5.6589755552133925	CHEK1;CIDEB;NABP1;SMC1A;UNG
supramolecular fiber organization (GO:0097435)	5/351	0.08122068222560408	0.26672299727855664	0	0	2.239081567116249	5.621405395609051	NPPA;SERPINH1;APOA1;PRL;B2M
pteridine-containing compound metabolic process (GO:0042558)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	HSP90AA1
purine-containing compound salvage (GO:0043101)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	DCK
negative regulation of chromatin organization (GO:1905268)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	H1-6
negative regulation of chromatin silencing (GO:0031936)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	H1-6
negative regulation of DNA-dependent DNA replication (GO:2000104)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	TIPIN
negative regulation of gene silencing (GO:0060969)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	H1-6
cardiac cell development (GO:0055006)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	TCAP
central nervous system neuron axonogenesis (GO:0021955)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	HSP90AA1
chromatin organization involved in regulation of transcription (GO:0034401)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	CHEK1
regulation of mRNA metabolic process (GO:1903311)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	SAFB
DNA replication-independent nucleosome organization (GO:0034724)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	NASP
positive regulation of calcium-mediated signaling (GO:0050850)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	P2RX4
positive regulation of cell aging (GO:0090343)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	B2M
positive regulation of cellular carbohydrate metabolic process (GO:0010676)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	PTH
positive regulation of fatty acid biosynthetic process (GO:0045723)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	APOA1
high-density lipoprotein particle assembly (GO:0034380)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	APOA1
response to iron ion (GO:0010039)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	B2M
response to thyroid hormone (GO:0097066)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	GATA1
positive regulation of mRNA metabolic process (GO:1903313)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	CNOT7
positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	CNOT7
lipid oxidation (GO:0034440)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	ALOX5
positive regulation of steroid metabolic process (GO:0045940)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	APOA1
triglyceride-rich lipoprotein particle remodeling (GO:0034370)	1/13	0.0819059960266386	0.26672299727855664	0	0	12.728846153846154	31.849903464460027	APOA1
chromatin assembly (GO:0031497)	2/73	0.08285350374808254	0.26672299727855664	0	0	4.3231793863958945	10.76766181968016	H1-6;H2BC1
mitotic spindle organization (GO:0007052)	3/157	0.08425436975346672	0.26672299727855664	0	0	3.000456574675325	7.422874060621036	DYNLL1;SMC1A;DYNLL2
fibroblast growth factor receptor signaling pathway (GO:0008543)	2/75	0.08676509873259489	0.26672299727855664	0	0	4.2043113518105555	10.277652789970434	FIBP;POLR2H
integrin-mediated signaling pathway (GO:0007229)	2/75	0.08676509873259489	0.26672299727855664	0	0	4.2043113518105555	10.277652789970434	APOA1;ISG15
activation of cysteine-type endopeptidase activity (GO:0097202)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	CIDEB
pyrimidine nucleoside biosynthetic process (GO:0046134)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	DCK
antigen processing and presentation of endogenous peptide antigen (GO:0002483)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	B2M
cAMP metabolic process (GO:0046058)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	PTH
regulation of histone methylation (GO:0031060)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	TTLL12
cGMP-mediated signaling (GO:0019934)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	NPPA
nucleoside phosphate catabolic process (GO:1901292)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	DCTPP1
nucleoside triphosphate metabolic process (GO:0009141)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	DCTPP1
defense response to protozoan (GO:0042832)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	GBP6
positive regulation of brown fat cell differentiation (GO:0090336)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	BMP7
growth hormone receptor signaling pathway via JAK-STAT (GO:0060397)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	PRL
positive regulation of glycogen biosynthetic process (GO:0045725)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	PTH
response to UV-A (GO:0070141)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	MMP9
response to X-ray (GO:0010165)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	NUCKS1
intestinal absorption (GO:0050892)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	FABP2
sulfate transport (GO:0008272)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	SLC13A1
synaptic membrane adhesion (GO:0099560)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	GPC6
T cell differentiation in thymus (GO:0033077)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	MR1
tRNA wobble base modification (GO:0002097)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	DPH3
tRNA wobble uridine modification (GO:0002098)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	DPH3
ncRNA transcription (GO:0098781)	1/14	0.08792341216396707	0.26672299727855664	0	0	11.749112426035502	28.565489678311135	GTF3A
regulation of epithelial to mesenchymal transition (GO:0010717)	2/76	0.0887414943260991	0.26672299727855664	0	0	4.147286821705427	10.044843536296463	GLIPR2;ZNF750
chloride transport (GO:0006821)	2/76	0.0887414943260991	0.26672299727855664	0	0	4.147286821705427	10.044843536296463	CLIC4;ANO9
purine ribonucleotide metabolic process (GO:0009150)	2/77	0.09073127492468112	0.26672299727855664	0	0	4.091782945736434	9.819678248913744	PTH;ACSL6
cellular response to UV (GO:0034644)	2/77	0.09073127492468112	0.26672299727855664	0	0	4.091782945736434	9.819678248913744	CHEK1;MMP9
cholesterol metabolic process (GO:0008203)	2/77	0.09073127492468112	0.26672299727855664	0	0	4.091782945736434	9.819678248913744	APOA1;CYP46A1
negative regulation of blood vessel morphogenesis (GO:2000181)	2/78	0.0927341836815326	0.26672299727855664	0	0	4.037739698082415	9.601818159344294	ALOX5;PRL
negative regulation of protein serine/threonine kinase activity (GO:0071901)	2/78	0.0927341836815326	0.26672299727855664	0	0	4.037739698082415	9.601818159344294	RGS2;BMP7
double-strand break repair (GO:0006302)	3/164	0.0930840741761656	0.26672299727855664	0	0	2.8689829192546585	6.811688924063777	POLN;NABP1;NUCKS1
heart development (GO:0007507)	3/164	0.0930840741761656	0.26672299727855664	0	0	2.8689829192546585	6.811688924063777	TCAP;CACYBP;BMP7
negative regulation of blood pressure (GO:0045776)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	NPPA
cardiac myofibril assembly (GO:0055003)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	TCAP
regulation of establishment of protein localization (GO:0070201)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	DNAJA1
central nervous system neuron development (GO:0021954)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	HSP90AA1
nucleobase-containing small molecule catabolic process (GO:0034656)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	NUDT5
nucleosome positioning (GO:0016584)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	H1-6
regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	CNOT7
regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	CNOT7
endoplasmic reticulum to cytosol transport (GO:1903513)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	HSP90B1
fibrinolysis (GO:0042730)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	PLAU
positive regulation of glycogen metabolic process (GO:0070875)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	PTH
positive regulation of heterotypic cell-cell adhesion (GO:0034116)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	BMP7
heterocycle biosynthetic process (GO:0018130)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	ALOX5
icosanoid biosynthetic process (GO:0046456)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	ALOX5
integrated stress response signaling (GO:0140467)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	HSPA5
positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	CNOT7
steroid hormone mediated signaling pathway (GO:0043401)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	BMP7
lipoxygenase pathway (GO:0019372)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	ALOX5
macrophage differentiation (GO:0030225)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	MMP9
macrophage migration (GO:1905517)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	P2RX4
positive regulation of secretion (GO:0051047)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	PRL
mitotic intra-S DNA damage checkpoint signaling (GO:0031573)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	TIPIN
modulation by host of viral genome replication (GO:0044827)	1/15	0.0939016881241754	0.26672299727855664	0	0	10.90934065934066	25.806120768156763	NUCKS1
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	2/79	0.09474996654171976	0.2679283170217758	0	0	3.9851001711466822	9.39094350043163	PRMT2;BMP7
regulation of neuron differentiation (GO:0045664)	2/79	0.09474996654171976	0.2679283170217758	0	0	3.9851001711466822	9.39094350043163	HES3;BMP7
glycerophospholipid metabolic process (GO:0006650)	2/80	0.09677837209693288	0.2702336630872438	0	0	3.933810375670841	9.186752223207284	PIGP;APOA1
lipid biosynthetic process (GO:0008610)	2/80	0.09677837209693288	0.2702336630872438	0	0	3.933810375670841	9.186752223207284	ALOX5;ACSL6
regulation of protein phosphorylation (GO:0001932)	4/266	0.09766973039730308	0.2702336630872438	0	0	2.357035523231352	5.482850214169827	HSP90AA1;HSPB1;BMP7;MMP9
negative regulation of apoptotic process (GO:0043066)	6/485	0.09956853551522864	0.2702336630872438	0	0	1.9430480167014617	4.482435098581266	DNAJA1;HSPA5;HSPB1;GATA1;MMP9;HSP90B1
activation of NF-kappaB-inducing kinase activity (GO:0007250)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	ZFP91
negative regulation of DNA replication (GO:0008156)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	S100A11
negative regulation of epithelial cell differentiation (GO:0030857)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	MMP9
regulation of chromatin silencing (GO:0031935)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	H1-6
negative regulation of transcription regulatory region DNA binding (GO:2000678)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	GATA1
oligodendrocyte development (GO:0014003)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	PLP1
digestive tract morphogenesis (GO:0048546)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	AGR2
positive regulation by host of viral transcription (GO:0043923)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	NUCKS1
regulation of systemic arterial blood pressure (GO:0003073)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	NPPA
glutamine family amino acid catabolic process (GO:0009065)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	DAO
response to organophosphorus (GO:0046683)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	P2RX4
positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	ALOX5
serine family amino acid metabolic process (GO:0009069)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	DAO
mesenchyme development (GO:0060485)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	BMP7
mitotic sister chromatid cohesion (GO:0007064)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	SMC1A
protein localization to endoplasmic reticulum (GO:0070972)	1/16	0.09984107647289782	0.2702336630872438	0	0	10.181538461538462	23.460052416555833	HSPA5
neuron projection development (GO:0031175)	3/171	0.10227952740121032	0.27552285077136207	0	0	2.7484654017857144	6.266626856184553	PLP1;BMP7;MANF
regulation of interleukin-1 beta production (GO:0032651)	2/83	0.10293685164162228	0.27552285077136207	0	0	3.787539477461958	8.611499627484111	HSPB1;APOA1
long-chain fatty acid metabolic process (GO:0001676)	2/83	0.10293685164162228	0.27552285077136207	0	0	3.787539477461958	8.611499627484111	ALOX5;ACSL6
negative regulation of cytokine production involved in immune response (GO:0002719)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	APOA1
DNA replication checkpoint signaling (GO:0000076)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	TIPIN
pharyngeal system development (GO:0060037)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	BMP7
positive regulation of heart rate (GO:0010460)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	NPPA
response to purine-containing compound (GO:0014074)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	P2RX4
retrograde protein transport, ER to cytosol (GO:0030970)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	HSP90B1
reverse cholesterol transport (GO:0043691)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	APOA1
positive regulation of smooth muscle cell migration (GO:0014911)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	S100A11
positive regulation of stem cell proliferation (GO:2000648)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	CCNE1
mesonephric tubule development (GO:0072164)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	BMP7
preassembly of GPI anchor in ER membrane (GO:0016254)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	PIGP
monosaccharide transmembrane transport (GO:0015749)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	SLC5A9
muscle tissue morphogenesis (GO:0060415)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	TCAP
protein heterooligomerization (GO:0051291)	1/17	0.10574182820484038	0.27552285077136207	0	0	9.544711538461538	21.444625878565983	MAT2A
negative regulation of defense response (GO:0031348)	2/85	0.10710112995119656	0.27552285077136207	0	0	3.695899878584104	8.256572882844548	ALOX5;APOA1
regulation of cell cycle G2/M phase transition (GO:1902749)	2/85	0.10710112995119656	0.27552285077136207	0	0	3.695899878584104	8.256572882844548	HSP90AA1;DYNLL1
G1/S transition of mitotic cell cycle (GO:0000082)	2/85	0.10710112995119656	0.27552285077136207	0	0	3.695899878584104	8.256572882844548	NASP;CCNE1
defense response to bacterium (GO:0042742)	3/176	0.10906122896377024	0.27552285077136207	0	0	2.6683526011560694	5.912657959835746	GBP6;ISG15;MR1
negative regulation of phosphorylation (GO:0042326)	2/86	0.10920014225785252	0.27552285077136207	0	0	3.65171650055371	8.086992447879068	DYNLL1;BMP7
glucose homeostasis (GO:0042593)	2/86	0.10920014225785252	0.27552285077136207	0	0	3.65171650055371	8.086992447879068	ALOX5;NUCKS1
positive regulation of endothelial cell migration (GO:0010595)	2/86	0.10920014225785252	0.27552285077136207	0	0	3.65171650055371	8.086992447879068	P2RX4;HSPB1
positive regulation of developmental process (GO:0051094)	3/177	0.11043819581326728	0.27552285077136207	0	0	2.6528825431034484	5.845094060271003	AGR2;PRL;BMP7
negative regulation of angiogenesis (GO:0016525)	2/87	0.11131009182500674	0.27552285077136207	0	0	3.608572731418149	7.922388146727323	ALOX5;PRL
negative regulation of cation transmembrane transport (GO:1904063)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	MMP9
regulation of brown fat cell differentiation (GO:0090335)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	BMP7
regulation of cellular protein catabolic process (GO:1903362)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	HSP90AA1
regulation of delayed rectifier potassium channel activity (GO:1902259)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	NPPA
negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	APOA1
cellular response to zinc ion (GO:0071294)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	P2RX4
chromatin disassembly (GO:0031498)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	H2BC1
nucleosome disassembly (GO:0006337)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	H2BC1
dendritic cell migration (GO:0036336)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	ALOX5
regulation of multicellular organism growth (GO:0040014)	1/18	0.11160419271751376	0.27552285077136207	0	0	8.982805429864253	19.697465749311625	PRL
