Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of IRE1-mediated unfolded protein response (GO:1903895)	2/5	4.2029234600381274e-4	0.03794639466777281	0	0	102.66666666666669	798.1881627629406	HSPA5;DNAJB9
pentose catabolic process (GO:0019323)	2/5	4.2029234600381274e-4	0.03794639466777281	0	0	102.66666666666669	798.1881627629406	NUDT5;XYLB
positive regulation of cardiac muscle contraction (GO:0060452)	2/5	4.2029234600381274e-4	0.03794639466777281	0	0	102.66666666666669	798.1881627629406	RGS2;NPPA
negative regulation of cytokine-mediated signaling pathway (GO:0001960)	4/55	4.6292045180646737e-4	0.03900876340555832	0	0	12.238999536822604	93.9704917152818	CNOT7;APOA1;ISG15;TTLL12
negative regulation of neuron differentiation (GO:0045665)	3/24	5.02589798260098e-4	0.03946433177242157	0	0	22.151785714285715	168.25912133115668	HES3;BMP7;B2M
regulation of bone mineralization (GO:0030500)	4/57	5.307702849138977e-4	0.03946433177242157	0	0	11.775961967018274	88.8046634541799	PTH;ALOX5;ISG15;BMP7
positive regulation of receptor binding (GO:1900122)	2/6	6.277332252970674e-4	0.04408082204308295	0	0	76.99612403100775	567.7228576803623	B2M;MMP9
amyloid fibril formation (GO:1990000)	4/63	7.765332564220318e-4	0.05165989663776043	0	0	10.575203523288405	75.72555411548427	NPPA;APOA1;PRL;B2M
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	4/64	8.241383605215833e-4	0.05208554438496406	0	0	10.398425196850392	73.8410071922871	DNAJA1;HSPB1;HYOU1;MMP9
positive regulation of striated muscle contraction (GO:0045989)	2/7	8.75056732408768e-4	0.05267008141736584	0	0	61.5937984496124	433.6955986468554	RGS2;NPPA
regulation of type I interferon-mediated signaling pathway (GO:0060338)	3/30	9.7966142379343e-4	0.05628600180340434	0	0	17.223958333333332	119.33281135445452	CNOT7;ISG15;TTLL12
regulation of cellular response to stress (GO:0080135)	5/118	0.00108169429609894	0.0564784149322508	0	0	6.9377721590110975	47.37961868944727	HSP90AA1;ALOX5;CHORDC1;FKBP4;MANF
negative regulation of mitotic nuclear division (GO:0045839)	2/8	0.00116173954765705	0.0564784149322508	0	0	51.325581395348834	346.8499020731412	CHEK1;BMP7
negative regulation of muscle hypertrophy (GO:0014741)	2/8	0.00116173954765705	0.0564784149322508	0	0	51.325581395348834	346.8499020731412	RGS2;P2RX4
regulation of response to wounding (GO:1903034)	2/8	0.00116173954765705	0.0564784149322508	0	0	51.325581395348834	346.8499020731412	PLAU;ALOX5
ATF6-mediated unfolded protein response (GO:0036500)	2/9	0.00148726339478075	0.06266336436676248	0	0	43.991140642303435	286.41828814216444	HSPA5;HSP90B1
bone resorption (GO:0045453)	2/9	0.00148726339478075	0.06266336436676248	0	0	43.991140642303435	286.41828814216444	PTH;ACP5
regulation of cellular response to oxidative stress (GO:1900407)	2/9	0.00148726339478075	0.06266336436676248	0	0	43.991140642303435	286.41828814216444	ALOX5;BMP7
regulation of PERK-mediated unfolded protein response (GO:1903897)	2/9	0.00148726339478075	0.06266336436676248	0	0	43.991140642303435	286.41828814216444	HSPA5;AGR2
regulation of cardiac muscle contraction (GO:0055117)	3/36	0.00167423540067408	0.06826559827264662	0	0	14.088068181818182	90.05654866238584	RGS2;P2RX4;NPPA
regulation of receptor binding (GO:1900120)	2/10	0.00185111499983356	0.07311904249342589	0	0	38.49031007751938	242.1797654013784	B2M;MMP9
negative regulation of innate immune response (GO:0045824)	3/38	0.00195936723651817	0.07504970263512056	0	0	13.28169642857143	82.81315294680145	CNOT7;ISG15;TTLL12
negative regulation of nuclear division (GO:0051784)	2/11	0.00225278605258302	0.08375063442543956	0	0	34.21188630490956	208.54154935693353	CHEK1;BMP7
positive regulation of ATPase activity (GO:0032781)	3/42	0.00261607642377464	0.09195679132058047	0	0	11.917067307692308	70.85983118944941	DNAJB11;DYNLL1;DYNLL2
negative regulation of cardiac muscle hypertrophy (GO:0010614)	2/12	0.00269177316365623	0.09195679132058047	0	0	30.789147286821706	182.19647659489397	RGS2;P2RX4
negative regulation of JUN kinase activity (GO:0043508)	2/12	0.00269177316365623	0.09195679132058047	0	0	30.789147286821706	182.19647659489397	DNAJA1;NPPA
substantia nigra development (GO:0021762)	3/43	0.00279893456857642	0.09310140249159472	0	0	11.6185546875	68.2998648026715	HSPA5;PLP1;DYNLL1
pyrimidine deoxyribonucleotide catabolic process (GO:0009223)	2/13	0.00316757782553325	0.09532900884461996	0	0	27.98872445384073	161.06917775087956	DCTPP1;UNG
negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102)	2/13	0.00316757782553325	0.09532900884461996	0	0	27.98872445384073	161.06917775087956	HSPA5;DNAJB9
relaxation of cardiac muscle (GO:0055119)	2/13	0.00316757782553325	0.09532900884461996	0	0	27.98872445384073	161.06917775087956	RGS2;P2RX4
protein localization to mitochondrion (GO:0070585)	2/13	0.00316757782553325	0.09532900884461996	0	0	27.98872445384073	161.06917775087956	DNAJA1;ISG15
regulation of response to endoplasmic reticulum stress (GO:1905897)	2/14	0.00367970636984923	0.10525818382438049	0	0	25.655038759689923	143.79449938483123	ALOX5;MANF
relaxation of muscle (GO:0090075)	2/14	0.00367970636984923	0.10525818382438049	0	0	25.655038759689923	143.79449938483123	RGS2;P2RX4
double-strand break repair via homologous recombination (GO:0000724)	4/97	0.00380769959717239	0.10525818382438049	0	0	6.69748539497079	37.30988316568877	POLN;NABP1;NUCKS1;MCM5
negative regulation of mitotic cell cycle (GO:0045930)	3/48	0.00383059846196321	0.10525818382438049	0	0	10.325	57.45588094136373	CHEK1;NABP1;BMP7
regulation of endothelial cell chemotaxis (GO:2001026)	2/15	0.0042276699293122	0.10687549581301266	0	0	23.68038163387001	129.43943544423092	P2RX4;HSPB1
cellular response to ATP (GO:0071318)	2/15	0.0042276699293122	0.10687549581301266	0	0	23.68038163387001	129.43943544423092	P2RX4;HSP90B1
positive regulation of endothelial cell chemotaxis (GO:2001028)	2/15	0.0042276699293122	0.10687549581301266	0	0	23.68038163387001	129.43943544423092	P2RX4;HSPB1
response to muscle stretch (GO:0035994)	2/15	0.0042276699293122	0.10687549581301266	0	0	23.68038163387001	129.43943544423092	NPPA;TCAP
cardiac muscle tissue development (GO:0048738)	3/53	0.00506656047509123	0.12557122432382975	0	0	9.29015625	49.09934068440332	NPPA;TCAP;BMP7
inorganic anion transport (GO:0015698)	3/54	0.00533921640167155	0.1297840294560163	0	0	9.107536764705882	47.6567924907854	SLC13A1;CLIC4;ANO9
regulation of protein ubiquitination (GO:0031396)	4/109	0.00575766629678542	0.13731490941767502	0	0	5.9284589426321705	30.57438506949283	DNAJA1;HSP90AA1;ISG15;HSPBP1
positive regulation of gene expression, epigenetic (GO:0045815)	3/57	0.00620949140104412	0.1453480950170329	0	0	8.600260416666666	43.703739416098806	H1-6;CHEK1;POLR2H
response to ATP (GO:0033198)	2/19	0.00676826265307066	0.1555469816996604	0	0	18.10487916096671	90.4431202748417	P2RX4;HSP90B1
regulation of smooth muscle cell migration (GO:0014910)	2/20	0.00748823341082939	0.16605486019804122	0	0	17.098191214470283	83.68576954910893	PLAU;S100A11
positive regulation of heart contraction (GO:0045823)	2/20	0.00748823341082939	0.16605486019804122	0	0	17.098191214470283	83.68576954910893	RGS2;NPPA
regulation of neurogenesis (GO:0050767)	3/62	0.00783836965244499	0.17082240070155996	0	0	7.869438559322034	38.156738904352565	HES6;HES3;B2M
diterpenoid metabolic process (GO:0016101)	3/64	0.00855379103196564	0.1832540993966878	0	0	7.610655737704918	36.23722933435961	APOA1;RDH5;GPC6
negative regulation of phosphate metabolic process (GO:0045936)	2/22	0.00902671954895143	0.1870454673749937	0	0	15.386821705426357	72.43448272713856	DYNLL1;BMP7
chaperone-mediated protein complex assembly (GO:0051131)	2/22	0.00902671954895143	0.1870454673749937	0	0	15.386821705426357	72.43448272713856	HSP90AA1;HSPA4
nucleotide metabolic process (GO:0009117)	2/23	0.0098443266244287	0.1955958233456808	0	0	14.653377630121817	67.7112060716613	NUDT5;DCK
mitotic cell cycle checkpoint signaling (GO:0007093)	2/23	0.0098443266244287	0.1955958233456808	0	0	14.653377630121817	67.7112060716613	CHEK1;NABP1
DNA metabolic process (GO:0006259)	6/277	0.00990358599218636	0.1955958233456808	0	0	3.471232472324723	16.01924621522116	CHEK1;NABP1;MCM5;SMC1A;DCTPP1;UNG
regulation of cardiac muscle hypertrophy (GO:0010611)	2/24	0.01069357826671365	0.20479822619887977	0	0	13.98661028893587	63.47280230857581	RGS2;P2RX4
protein insertion into mitochondrial membrane (GO:0051204)	2/24	0.01069357826671365	0.20479822619887977	0	0	13.98661028893587	63.47280230857581	HSP90AA1;HSPA4
cellular response to metal ion (GO:0071248)	4/131	0.01086696715582481	0.20501263410391893	0	0	4.896025792051584	22.139963895549293	CLIC4;P2RX4;B2M;MMP9
regulation of heterotypic cell-cell adhesion (GO:0034114)	2/25	0.0115740314163883	0.2089939387187831	0	0	13.377822716548703	59.651595927977866	APOA1;BMP7
positive regulation of ERBB signaling pathway (GO:1901186)	2/25	0.0115740314163883	0.2089939387187831	0	0	13.377822716548703	59.651595927977866	AGR2;MMP9
positive regulation of release of cytochrome c from mitochondria (GO:0090200)	2/25	0.0115740314163883	0.2089939387187831	0	0	13.377822716548703	59.651595927977866	CIDEB;MMP9
negative regulation of epithelial cell proliferation (GO:0050680)	3/72	0.01179056948714809	0.20990534974303093	0	0	6.725543478260869	29.86447493486328	ALOX5;PRL;B2M
ubiquitin-dependent ERAD pathway (GO:0030433)	3/73	0.01223805601357255	0.21326152282953473	0	0	6.629129464285715	29.189414921792068	HSPA5;DNAJB9;HSP90B1
regulation of glycogen biosynthetic process (GO:0005979)	2/26	0.01248524738084301	0.21326152282953473	0	0	12.819767441860463	56.191701327620784	PTH;PPP1R3B
chaperone cofactor-dependent protein refolding (GO:0051085)	2/26	0.01248524738084301	0.21326152282953473	0	0	12.819767441860463	56.191701327620784	HSPA5;HSPA2
cellular response to unfolded protein (GO:0034620)	2/27	0.01342679179810828	0.22330874780011664	0	0	12.306356589147288	53.04658921447195	HSPA5;HSPA2
positive regulation of nitric oxide biosynthetic process (GO:0045429)	2/27	0.01342679179810828	0.22330874780011664	0	0	12.306356589147288	53.04658921447195	HSP90AA1;P2RX4
DNA repair (GO:0006281)	6/298	0.01380772828692561	0.2266619292814802	0	0	3.21813698630137	13.781757963217265	POLN;CHEK1;NABP1;NUCKS1;SMC1A;UNG
positive regulation of type I interferon production (GO:0032481)	3/77	0.01412479439840806	0.22749210674000395	0	0	6.26953125	26.707096915868675	HSP90AA1;ISG15;POLR2H
protein localization to organelle (GO:0033365)	4/142	0.01425676572587805	0.22749210674000395	0	0	4.503252310852448	19.141180661580645	DNAJA1;ISG15;BMP7;TRAM2
positive regulation of nitric oxide metabolic process (GO:1904407)	2/28	0.01439823460379772	0.22749210674000395	0	0	11.832438878950509	50.17722810865632	HSP90AA1;P2RX4
receptor-mediated endocytosis (GO:0006898)	4/143	0.01459447159857129	0.2276195582486253	0	0	4.4706282218319835	18.897848348197517	HSP90AA1;APOA1;HYOU1;HSP90B1
recombinational repair (GO:0000725)	3/79	0.01512661621272509	0.2276195582486253	0	0	6.1039268092105265	25.58338491796081	POLN;NABP1;NUCKS1
regulation of cellular response to heat (GO:1900034)	3/79	0.01512661621272509	0.2276195582486253	0	0	6.1039268092105265	25.58338491796081	HSP90AA1;CHORDC1;FKBP4
regulation of ion transport (GO:0043269)	3/79	0.01512661621272509	0.2276195582486253	0	0	6.1039268092105265	25.58338491796081	P2RX4;B2M;KCNJ1
aggrephagy (GO:0035973)	2/29	0.01539914998268001	0.228994418565971	0	0	11.39362618432386	47.550649067773186	DYNLL1;DYNLL2
negative regulation of cellular component organization (GO:0051129)	3/80	0.0156422216899386	0.22990428158235343	0	0	6.02435064935065	25.04793369243798	HSPA5;APOA1;HSPA2
'de novo' posttranslational protein folding (GO:0051084)	2/31	0.01748771629334441	0.25118719766803793	0	0	10.606789628441591	42.91779222718881	HSPA5;HSPA2
regulation of developmental growth (GO:0048638)	2/31	0.01748771629334441	0.25118719766803793	0	0	10.606789628441591	42.91779222718881	AGR2;PRL
cellular response to topologically incorrect protein (GO:0035967)	2/32	0.01857453656031179	0.2638001596880236	0	0	10.252713178294574	40.866941922973595	HSPA5;HSPA2
ERAD pathway (GO:0036503)	3/87	0.01952735636250189	0.26672299727855664	0	0	5.520368303571429	21.72783238235409	HSPA5;DNAJB9;HSP90B1
negative regulation of JNK cascade (GO:0046329)	2/33	0.01968916800271705	0.26672299727855664	0	0	9.921480370092524	38.968465918850896	DNAJA1;NPPA
positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)	2/34	0.02083120555154078	0.26672299727855664	0	0	9.6109496124031	37.20689950562277	AGR2;MMP9
positive regulation of binding (GO:0051099)	3/90	0.02134086037479059	0.26672299727855664	0	0	5.329202586206897	20.502144292795418	DPH3;B2M;MMP9
negative regulation of cell cycle G1/S phase transition (GO:1902807)	2/35	0.02200024817942101	0.26672299727855664	0	0	9.31923890063425	35.56875350845458	PRMT2;CDK2AP2
regulation of JUN kinase activity (GO:0043506)	2/35	0.02200024817942101	0.26672299727855664	0	0	9.31923890063425	35.56875350845458	DNAJA1;NPPA
retinoid metabolic process (GO:0001523)	3/92	0.0225994769285805	0.26672299727855664	0	0	5.208918539325842	19.740908026842572	APOA1;RDH5;GPC6
positive regulation of interferon-beta production (GO:0032728)	2/36	0.02319589886540784	0.26672299727855664	0	0	9.04468764249886	34.04221254646382	HSP90AA1;ISG15
retina homeostasis (GO:0001895)	2/36	0.02319589886540784	0.26672299727855664	0	0	9.04468764249886	34.04221254646382	HSPB1;B2M
nucleosome organization (GO:0034728)	3/94	0.02389779704452073	0.26672299727855664	0	0	5.0939217032967035	19.020545719176344	H1-6;NASP;H2BC1
regulation of apoptotic process (GO:0042981)	10/742	0.02413904453618762	0.26672299727855664	0	0	2.1606150928058527	8.045967790739438	DNAJA1;HSP90AA1;HSPA5;PRMT2;CIDEB;HSPB1;GATA1;MMP9;CIDEC;HSP90B1
negative regulation of endothelial cell proliferation (GO:0001937)	2/37	0.02441776456216778	0.26672299727855664	0	0	8.785825027685492	32.616886534730405	ALOX5;PRL
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	2/37	0.02441776456216778	0.26672299727855664	0	0	8.785825027685492	32.616886534730405	PRMT2;CDK2AP2
DNA integrity checkpoint signaling (GO:0031570)	2/39	0.02693858844502153	0.26672299727855664	0	0	8.310077519379846	30.034244821919533	TIPIN;CHEK1
regulation of nitric oxide biosynthetic process (GO:0045428)	2/40	0.02823678009203369	0.26672299727855664	0	0	8.090983272133823	28.861588287818005	HSP90AA1;P2RX4
intraciliary transport involved in cilium assembly (GO:0035735)	2/40	0.02823678009203369	0.26672299727855664	0	0	8.090983272133823	28.861588287818005	DYNLL1;DYNLL2
regulation of cell death (GO:0010941)	3/102	0.02948749193176837	0.26672299727855664	0	0	4.6803977272727275	16.49273453183364	AGR2;CIDEB;BMP7
regulation of cell development (GO:0060284)	2/41	0.02955965359042763	0.26672299727855664	0	0	7.883124627310674	27.75920071689616	HES6;HES3
regulation of release of cytochrome c from mitochondria (GO:0090199)	2/41	0.02955965359042763	0.26672299727855664	0	0	7.883124627310674	27.75920071689616	CIDEB;MMP9
positive regulation of cellular biosynthetic process (GO:0031328)	4/180	0.03078768371384703	0.26672299727855664	0	0	3.5241589119541876	12.266330407939773	HSP90AA1;P2RX4;PTH;APOA1
regulation of DNA recombination (GO:0000018)	2/42	0.03090683524836144	0.26672299727855664	0	0	7.685658914728682	26.72132916997424	H1-6;CHEK1
regulation of nervous system development (GO:0051960)	2/42	0.03090683524836144	0.26672299727855664	0	0	7.685658914728682	26.72132916997424	HES6;HES3
translesion synthesis (GO:0019985)	2/42	0.03090683524836144	0.26672299727855664	0	0	7.685658914728682	26.72132916997424	POLN;ISG15
positive regulation of cell migration (GO:0030335)	5/269	0.03217835928225502	0.26672299727855664	0	0	2.9468795093795093	10.126836872135254	HSPA5;PLAU;GLIPR2;MMP9;S100A11
DNA synthesis involved in DNA repair (GO:0000731)	2/43	0.03227795514099813	0.26672299727855664	0	0	7.497825675931178	25.74281562781207	POLN;ISG15
DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	2/43	0.03227795514099813	0.26672299727855664	0	0	7.497825675931178	25.74281562781207	TIPIN;NUCKS1
pyrimidine nucleotide metabolic process (GO:0006220)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	DCK
negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001268)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	MMP9
regulation of glomerular mesangial cell proliferation (GO:0072124)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	BMP7
regulation of glycoprotein metabolic process (GO:1903018)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	GATA1
cellular response to nicotine (GO:0071316)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	B2M
regulation of inflammatory response to wounding (GO:0106014)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	ALOX5
regulation of intestinal lipid absorption (GO:1904729)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	APOA1
nucleoside triphosphate catabolic process (GO:0009143)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	DCTPP1
DNA protection (GO:0042262)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	DCTPP1
dopamine biosynthetic process (GO:0042416)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	DAO
positive regulation by host of viral genome replication (GO:0044829)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	NUCKS1
glucuronate catabolic process (GO:0006064)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	XYLB
glucuronate catabolic process to xylulose 5-phosphate (GO:0019640)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	XYLB
positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway (GO:0038033)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	HSPB1
ribose phosphate metabolic process (GO:0019693)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	NUDT5
positive regulation of prostaglandin secretion (GO:0032308)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	P2RX4
xylulose 5-phosphate biosynthetic process (GO:1901159)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	XYLB
protein localization to membrane raft (GO:1903044)	1/5	0.03232677360573918	0.26672299727855664	0	0	38.20192307692308	131.10363216765762	CYP46A1
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	4/185	0.0335503559589594	0.26672299727855664	0	0	3.4259363988341236	11.630053035350263	HYOU1;DYNLL1;DYNLL2;ERGIC1
DNA replication (GO:0006260)	3/108	0.03409382575635206	0.26672299727855664	0	0	4.411607142857143	14.905227830613796	TIPIN;CHEK1;MCM5
positive regulation of chemotaxis (GO:0050921)	2/45	0.03509054856415484	0.26672299727855664	0	0	7.148368487470705	23.945772434655535	P2RX4;HSPB1
mitotic G2/M transition checkpoint (GO:0044818)	2/45	0.03509054856415484	0.26672299727855664	0	0	7.148368487470705	23.945772434655535	CHEK1;NABP1
zymogen activation (GO:0031638)	2/45	0.03509054856415484	0.26672299727855664	0	0	7.148368487470705	23.945772434655535	PLAU;CIDEB
regulation of cellular protein localization (GO:1903827)	2/46	0.03653130080252294	0.26672299727855664	0	0	6.985553206483439	23.119287904453852	HSP90AA1;GPC6
postreplication repair (GO:0006301)	2/46	0.03653130080252294	0.26672299727855664	0	0	6.985553206483439	23.119287904453852	POLN;ISG15
regulation of wound healing (GO:0061041)	2/47	0.03799454861406044	0.26672299727855664	0	0	6.829974160206718	22.33615046549707	PLAU;ALOX5
protein repair (GO:0030091)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	MSRB1
negative regulation of cellular response to hypoxia (GO:1900038)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	HYOU1
negative regulation of establishment of protein localization to mitochondrion (GO:1903748)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	DNAJA1
cellular response to iron ion (GO:0071281)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	B2M
cellular response to X-ray (GO:0071481)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	NUCKS1
cholesterol import (GO:0070508)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	APOA1
peptidyl-diphthamide biosynthetic process from peptidyl-histidine (GO:0017183)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	DPH3
peptidyl-diphthamide metabolic process (GO:0017182)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	DPH3
regulation of response to reactive oxygen species (GO:1901031)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	BMP7
regulation of superoxide metabolic process (GO:0090322)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	BMP7
regulation of very-low-density lipoprotein particle remodeling (GO:0010901)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	APOA1
response to DNA damage checkpoint signaling (GO:0072423)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	SMC1A
positive regulation of microglial cell migration (GO:1904141)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	P2RX4
ISG15-protein conjugation (GO:0032020)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	ISG15
skeletal muscle thin filament assembly (GO:0030240)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	TCAP
leukocyte chemotaxis involved in inflammatory response (GO:0002232)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	ALOX5
sterol import (GO:0035376)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	APOA1
lipoxin metabolic process (GO:2001300)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	ALOX5
striated muscle hypertrophy (GO:0014897)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	TCAP
macromolecule biosynthetic process (GO:0009059)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	PTH
positive regulation of T cell mediated immune response to tumor cell (GO:0002842)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	MR1
positive regulation of tau-protein kinase activity (GO:1902949)	1/6	0.03866659935826289	0.26672299727855664	0	0	30.56	99.4049298240761	HSP90AA1
neutrophil degranulation (GO:0043312)	7/481	0.03913890487972095	0.26672299727855664	0	0	2.309871376071866	7.485457642380959	HSP90AA1;PLAU;ALOX5;DYNLL1;B2M;MMP9;S100A11
positive regulation of blood vessel endothelial cell migration (GO:0043536)	2/48	0.03947994043842379	0.26672299727855664	0	0	6.681159420289855	21.59325719109003	P2RX4;HSPB1
negative regulation of programmed cell death (GO:0043069)	6/381	0.03959028340029329	0.26672299727855664	0	0	2.495232	8.057532208776722	DNAJA1;HSPA5;HSPB1;GATA1;MMP9;HSP90B1
neutrophil activation involved in immune response (GO:0002283)	7/485	0.04062625987214667	0.26672299727855664	0	0	2.2900695100553383	7.335872699242456	HSP90AA1;PLAU;ALOX5;DYNLL1;B2M;MMP9;S100A11
regulation of interferon-beta production (GO:0032648)	2/49	0.04098712829646158	0.26672299727855664	0	0	6.538677222497114	20.887786115308213	HSP90AA1;ISG15
neutrophil mediated immunity (GO:0002446)	7/488	0.0417657668788701	0.26672299727855664	0	0	2.2754342431761785	7.226047033502391	HSP90AA1;PLAU;ALOX5;DYNLL1;B2M;MMP9;S100A11
actin polymerization or depolymerization (GO:0008154)	2/50	0.04251576774636915	0.26672299727855664	0	0	6.4021317829457365	20.217165618082923	CAPG;MSRB1
positive regulation of protein-containing complex assembly (GO:0031334)	3/118	0.04254867157147998	0.26672299727855664	0	0	4.025951086956522	12.710356928519314	HSP90AA1;ISG15;CAPG
negative regulation of protein ubiquitination (GO:0031397)	2/51	0.04406551786638812	0.26672299727855664	0	0	6.271159626641354	19.579047687257045	DNAJA1;ISG15
regulation of atrial cardiac muscle cell membrane repolarization (GO:0060372)	1/7	0.044965205761108	0.26672299727855664	0	0	25.465384615384615	78.99021819196878	NPPA
axon ensheathment in central nervous system (GO:0032291)	1/7	0.044965205761108	0.26672299727855664	0	0	25.465384615384615	78.99021819196878	PLP1
cellular response to interleukin-18 (GO:0071351)	1/7	0.044965205761108	0.26672299727855664	0	0	25.465384615384615	78.99021819196878	ALOX5
regulation of inositol phosphate biosynthetic process (GO:0010919)	1/7	0.044965205761108	0.26672299727855664	0	0	25.465384615384615	78.99021819196878	PTH
complement activation, alternative pathway (GO:0006957)	1/7	0.044965205761108	0.26672299727855664	0	0	25.465384615384615	78.99021819196878	CFB
regulation of microglial cell migration (GO:1904139)	1/7	0.044965205761108	0.26672299727855664	0	0	25.465384615384615	78.99021819196878	P2RX4
