stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000296271	9606.ENSP00000361087	RHO	SNCG	9606	0.432	0	0	0	0.058	0	0	0.422
9606.ENSP00000296271	9606.ENSP00000371514	RHO	KCNV2	9606	0.441	0	0	0	0.22	0	0	0.312
9606.ENSP00000296271	9606.ENSP00000317310	RHO	CABP1	9606	0.474	0	0	0	0.086	0	0	0.449
9606.ENSP00000296271	9606.ENSP00000362014	RHO	DNM1	9606	0.476	0	0	0	0.068	0	0	0.461
9606.ENSP00000296271	9606.ENSP00000393333	RHO	TBXA2R	9606	0.507	0	0	0	0.049	0	0	0.503
9606.ENSP00000296271	9606.ENSP00000305631	RHO	NXNL1	9606	0.532	0	0	0	0.065	0	0	0.519
9606.ENSP00000296271	9606.ENSP00000497110	RHO	GRM6	9606	0.657	0	0	0	0.066	0	0	0.648
9606.ENSP00000296271	9606.ENSP00000421710	RHO	GNGT2	9606	0.792	0	0	0	0.158	0.12	0.5	0.507
9606.ENSP00000296271	9606.ENSP00000498711	RHO	RDH8	9606	0.825	0	0	0	0.126	0.071	0	0.802
9606.ENSP00000296271	9606.ENSP00000375855	RHO	PDC	9606	0.828	0	0	0	0.137	0	0	0.809
9606.ENSP00000296271	9606.ENSP00000311538	RHO	ARR3	9606	0.993	0	0	0	0.171	0.442	0	0.987
9606.ENSP00000296271	9606.ENSP00000386444	RHO	SAG	9606	0.999	0	0	0	0.291	0.564	0.9	0.999
9606.ENSP00000296271	9606.ENSP00000334876	RHO	GRK1	9606	0.999	0	0	0	0.125	0.86	0.9	0.993
9606.ENSP00000296849	9606.ENSP00000492363	NKD2	PRICKLE2	9606	0.402	0	0	0	0.109	0	0	0.355
9606.ENSP00000297268	9606.ENSP00000364946	COL1A2	MKX	9606	0.414	0	0	0	0.054	0	0	0.406
9606.ENSP00000297268	9606.ENSP00000368880	COL1A2	FOXO1	9606	0.434	0	0	0	0	0.333	0	0.185
9606.ENSP00000297268	9606.ENSP00000339730	COL1A2	THBS4	9606	0.456	0	0	0	0.069	0.099	0	0.403
9606.ENSP00000297268	9606.ENSP00000389814	COL1A2	ADIPOQ	9606	0.477	0	0	0.29	0.068	0	0	0.274
9606.ENSP00000297268	9606.ENSP00000400365	COL1A2	LAMA2	9606	0.49	0	0	0	0.182	0.068	0	0.384
9606.ENSP00000297268	9606.ENSP00000349790	COL1A2	COL9A1	9606	0.552	0	0	0.16	0	0	0.4	0.182
9606.ENSP00000297268	9606.ENSP00000380901	COL1A2	COL8A2	9606	0.574	0	0	0.177	0.098	0	0.4	0.156
9606.ENSP00000297268	9606.ENSP00000446007	COL1A2	VIM	9606	0.574	0	0	0	0.189	0.05	0	0.492
9606.ENSP00000297268	9606.ENSP00000360493	COL1A2	RUNX2	9606	0.589	0	0	0	0.045	0	0	0.588
9606.ENSP00000297268	9606.ENSP00000443827	COL1A2	SP7	9606	0.717	0	0	0	0	0.053	0	0.714
9606.ENSP00000297268	9606.ENSP00000361834	COL1A2	COL9A2	9606	0.725	0	0	0.145	0	0	0.4	0.507
9606.ENSP00000297268	9606.ENSP00000327368	COL1A2	COL10A1	9606	0.755	0	0	0.173	0.136	0	0.4	0.496
9606.ENSP00000297268	9606.ENSP00000369889	COL1A2	COL2A1	9606	0.883	0	0	0.061	0	0	0.72	0.593
9606.ENSP00000297268	9606.ENSP00000363840	COL1A2	COL11A2	9606	0.953	0	0	0.116	0.122	0.069	0.9	0.452
9606.ENSP00000297268	9606.ENSP00000359114	COL1A2	COL11A1	9606	0.992	0	0	0.093	0.295	0.069	0.9	0.899
9606.ENSP00000297268	9606.ENSP00000364000	COL1A2	COL5A2	9606	0.998	0	0	0.072	0.884	0.098	0.72	0.949
9606.ENSP00000297323	9606.ENSP00000421710	ADCY1	GNGT2	9606	0.67	0	0	0	0.087	0	0.65	0.051
9606.ENSP00000297323	9606.ENSP00000501053	ADCY1	ADCY7	9606	0.718	0	0	0.087	0	0	0.5	0.432
9606.ENSP00000297323	9606.ENSP00000355847	ADCY1	PDE10A	9606	0.768	0	0	0	0.076	0.126	0.67	0.231
9606.ENSP00000298552	9606.ENSP00000365016	TSC1	IRS2	9606	0.419	0	0	0	0.042	0.066	0	0.403
9606.ENSP00000298552	9606.ENSP00000368880	TSC1	FOXO1	9606	0.469	0	0	0	0	0.071	0	0.452
9606.ENSP00000298552	9606.ENSP00000362314	TSC1	EIF4EBP2	9606	0.488	0	0	0	0.049	0	0	0.484
9606.ENSP00000298552	9606.ENSP00000324560	TSC1	ULK1	9606	0.518	0	0	0	0.072	0.045	0	0.5
9606.ENSP00000298552	9606.ENSP00000307305	TSC1	DDIT4	9606	0.971	0	0	0	0.087	0	0.9	0.716
9606.ENSP00000298910	9606.ENSP00000362014	LRRK2	DNM1	9606	0.659	0	0	0	0.054	0.292	0	0.532
9606.ENSP00000298910	9606.ENSP00000446007	LRRK2	VIM	9606	0.66	0	0	0	0.064	0.628	0	0.099
9606.ENSP00000299721	9606.ENSP00000441858	CPLX4	DMXL2	9606	0.456	0	0	0	0	0	0	0.456
9606.ENSP00000299721	9606.ENSP00000371514	CPLX4	KCNV2	9606	0.499	0	0	0	0.204	0	0	0.396
9606.ENSP00000300571	9606.ENSP00000322251	GPRC5B	TNNI3K	9606	0.586	0	0	0	0.067	0	0	0.575
9606.ENSP00000302620	9606.ENSP00000319814	AGXT	PCK1	9606	0.427	0	0	0	0.244	0	0	0.273
9606.ENSP00000302620	9606.ENSP00000373073	AGXT	UROC1	9606	0.432	0	0	0	0.307	0.045	0	0.21
9606.ENSP00000302620	9606.ENSP00000364986	AGXT	AGMAT	9606	0.442	0	0	0	0.129	0	0	0.385
9606.ENSP00000302620	9606.ENSP00000492001	AGXT	PFKFB3	9606	0.538	0.101	0	0	0.105	0	0.449	0.081
9606.ENSP00000302620	9606.ENSP00000327323	AGXT	THNSL2	9606	0.565	0.042	0	0	0.108	0.095	0.404	0.201
9606.ENSP00000302846	9606.ENSP00000421710	PTGER4	GNGT2	9606	0.692	0	0	0	0.082	0.12	0.65	0
9606.ENSP00000303394	9606.ENSP00000317817	HSPB3	SH2D3C	9606	0.402	0	0	0	0	0.045	0	0.4
9606.ENSP00000303394	9606.ENSP00000362444	HSPB3	DLGAP3	9606	0.422	0	0	0	0	0	0	0.423
9606.ENSP00000303394	9606.ENSP00000345405	HSPB3	SPRED3	9606	0.489	0	0	0	0	0	0	0.49
9606.ENSP00000303394	9606.ENSP00000343925	HSPB3	ESR2	9606	0.535	0	0	0	0	0	0	0.535
9606.ENSP00000303394	9606.ENSP00000446007	HSPB3	VIM	9606	0.556	0	0	0	0.067	0.045	0	0.542
9606.ENSP00000303394	9606.ENSP00000356070	HSPB3	MAPKAPK2	9606	0.822	0	0	0	0	0.05	0	0.821
9606.ENSP00000305631	9606.ENSP00000334876	NXNL1	GRK1	9606	0.443	0	0	0	0.069	0	0	0.426
9606.ENSP00000305631	9606.ENSP00000311538	NXNL1	ARR3	9606	0.484	0	0	0	0.059	0	0	0.473
9606.ENSP00000305631	9606.ENSP00000371514	NXNL1	KCNV2	9606	0.501	0	0	0	0.129	0	0	0.45
9606.ENSP00000306275	9606.ENSP00000476519	KCNK3	KCNN1	9606	0.462	0	0	0	0.053	0	0	0.455
9606.ENSP00000307305	9606.ENSP00000492001	DDIT4	PFKFB3	9606	0.417	0	0	0	0.166	0	0	0.329
9606.ENSP00000307305	9606.ENSP00000368880	DDIT4	FOXO1	9606	0.423	0	0	0	0.065	0	0	0.408
9606.ENSP00000307305	9606.ENSP00000362314	DDIT4	EIF4EBP2	9606	0.474	0	0	0	0	0	0	0.474
9606.ENSP00000307305	9606.ENSP00000404854	DDIT4	NDRG1	9606	0.502	0	0	0	0.168	0	0	0.425
9606.ENSP00000307305	9606.ENSP00000462521	DDIT4	TXNIP	9606	0.991	0	0	0	0.088	0.292	0	0.988
9606.ENSP00000307321	9606.ENSP00000378650	HOXC10	TBX6	9606	0.692	0	0	0	0.049	0.076	0	0.678
9606.ENSP00000308024	9606.ENSP00000499058	PCSK1	DIABLO	9606	0.585	0	0	0	0	0	0	0.585
9606.ENSP00000311538	9606.ENSP00000497110	ARR3	GRM6	9606	0.473	0	0	0	0.063	0	0	0.46
9606.ENSP00000311538	9606.ENSP00000361141	ARR3	OPN4	9606	0.581	0	0	0	0.121	0.136	0	0.492
9606.ENSP00000311538	9606.ENSP00000421710	ARR3	GNGT2	9606	0.623	0	0	0	0.078	0	0	0.608
9606.ENSP00000311538	9606.ENSP00000334876	ARR3	GRK1	9606	0.674	0	0	0	0.116	0.045	0	0.644
9606.ENSP00000314420	9606.ENSP00000359382	PER1	PASD1	9606	0.462	0	0	0	0	0.434	0	0.09
9606.ENSP00000314420	9606.ENSP00000482093	PER1	PER3	9606	0.997	0	0	0	0.059	0.968	0.9	0.237
9606.ENSP00000315743	9606.ENSP00000395012	CCNG2	KLHL24	9606	0.471	0	0	0	0.198	0	0	0.368
9606.ENSP00000315743	9606.ENSP00000368880	CCNG2	FOXO1	9606	0.692	0	0	0	0.049	0.091	0.5	0.372
9606.ENSP00000317310	9606.ENSP00000494788	CABP1	CASK	9606	0.488	0	0	0	0	0.415	0	0.161
9606.ENSP00000317817	9606.ENSP00000401010	SH2D3C	CAPZB	9606	0.502	0	0	0	0.055	0.13	0	0.443
9606.ENSP00000319814	9606.ENSP00000492001	PCK1	PFKFB3	9606	0.441	0	0	0	0.103	0	0	0.402
9606.ENSP00000319814	9606.ENSP00000379011	PCK1	CPT1B	9606	0.446	0	0	0	0	0	0	0.446
9606.ENSP00000319814	9606.ENSP00000365016	PCK1	IRS2	9606	0.538	0	0	0	0.042	0	0	0.537
9606.ENSP00000319814	9606.ENSP00000358719	PCK1	ME1	9606	0.548	0.046	0	0	0	0	0.152	0.487
9606.ENSP00000319814	9606.ENSP00000496597	PCK1	PFKM	9606	0.552	0	0	0	0.089	0	0	0.528
9606.ENSP00000319814	9606.ENSP00000389814	PCK1	ADIPOQ	9606	0.699	0	0	0	0.215	0	0	0.633
9606.ENSP00000319814	9606.ENSP00000368880	PCK1	FOXO1	9606	0.812	0	0	0	0.047	0	0.5	0.638
9606.ENSP00000320247	9606.ENSP00000402152	AQP6	SLC12A3	9606	0.436	0	0	0	0.067	0.045	0	0.417
9606.ENSP00000321427	9606.ENSP00000371514	KCNH5	KCNV2	9606	0.421	0	0	0	0.067	0.086	0	0.375
9606.ENSP00000321427	9606.ENSP00000494788	KCNH5	CASK	9606	0.488	0	0	0	0.058	0.437	0	0.113
9606.ENSP00000323816	9606.ENSP00000359382	AHRR	PASD1	9606	0.469	0	0	0	0.137	0.303	0	0.188
9606.ENSP00000323816	9606.ENSP00000420612	AHRR	TIPARP	9606	0.575	0	0	0	0.05	0	0	0.571
9606.ENSP00000324560	9606.ENSP00000368880	ULK1	FOXO1	9606	0.464	0	0	0	0.049	0.071	0	0.442
9606.ENSP00000327323	9606.ENSP00000359976	THNSL2	CTH	9606	0.444	0.118	0	0	0.06	0	0	0.383
9606.ENSP00000327368	9606.ENSP00000362870	COL10A1	MATN1	9606	0.42	0	0.027	0	0.049	0.099	0	0.378
9606.ENSP00000327368	9606.ENSP00000340874	COL10A1	MEF2C	9606	0.428	0	0	0	0.044	0	0	0.427
9606.ENSP00000327368	9606.ENSP00000363840	COL10A1	COL11A2	9606	0.519	0	0	0.113	0	0	0.4	0.169
9606.ENSP00000327368	9606.ENSP00000380901	COL10A1	COL8A2	9606	0.552	0	0	0.085	0.216	0	0.4	0.083
9606.ENSP00000327368	9606.ENSP00000361834	COL10A1	COL9A2	9606	0.567	0	0	0.171	0.067	0	0.4	0.178
9606.ENSP00000327368	9606.ENSP00000349790	COL10A1	COL9A1	9606	0.568	0	0	0.151	0.067	0	0.4	0.197
9606.ENSP00000327368	9606.ENSP00000443827	COL10A1	SP7	9606	0.598	0	0	0	0	0.053	0	0.593
9606.ENSP00000327368	9606.ENSP00000383894	COL10A1	MATN3	9606	0.602	0	0	0	0.169	0.099	0	0.511
9606.ENSP00000327368	9606.ENSP00000369889	COL10A1	COL2A1	9606	0.664	0	0	0.15	0.067	0	0.4	0.377
9606.ENSP00000327368	9606.ENSP00000364000	COL10A1	COL5A2	9606	0.753	0	0	0.156	0.213	0	0.4	0.454
9606.ENSP00000327368	9606.ENSP00000360493	COL10A1	RUNX2	9606	0.875	0	0	0	0.103	0	0	0.866
9606.ENSP00000327368	9606.ENSP00000359114	COL10A1	COL11A1	9606	0.877	0	0	0.091	0.623	0	0.4	0.472
9606.ENSP00000327675	9606.ENSP00000391137	LRRC14B	ASB10	9606	0.44	0	0	0	0.185	0	0	0.341
9606.ENSP00000327675	9606.ENSP00000480740	LRRC14B	LRRC39	9606	0.45	0	0	0	0.141	0	0	0.386
9606.ENSP00000327675	9606.ENSP00000372959	LRRC14B	LRRC30	9606	0.609	0	0	0	0.129	0	0	0.57
9606.ENSP00000332225	9606.ENSP00000421710	PMCH	GNGT2	9606	0.57	0	0	0	0.093	0	0.5	0.127
9606.ENSP00000332353	9606.ENSP00000360493	PTCH1	RUNX2	9606	0.597	0	0	0	0	0	0	0.597
9606.ENSP00000332353	9606.ENSP00000497483	PTCH1	DHH	9606	0.999	0	0	0	0.06	0.495	0.9	0.998
9606.ENSP00000334876	9606.ENSP00000355689	GRK1	GUK1	9606	0.403	0	0.001	0	0.109	0	0	0.358
9606.ENSP00000334876	9606.ENSP00000497110	GRK1	GRM6	9606	0.409	0	0	0	0	0	0	0.409
9606.ENSP00000334876	9606.ENSP00000375855	GRK1	PDC	9606	0.507	0	0	0	0.067	0.052	0	0.487
9606.ENSP00000334876	9606.ENSP00000469759	GRK1	LRIT3	9606	0.534	0	0	0	0.104	0.045	0	0.499
9606.ENSP00000334876	9606.ENSP00000386444	GRK1	SAG	9606	0.987	0	0	0	0.056	0.045	0.5	0.974
9606.ENSP00000334941	9606.ENSP00000345064	PTPRU	PRICKLE1	9606	0.623	0	0	0	0	0	0	0.623
9606.ENSP00000334941	9606.ENSP00000492363	PTPRU	PRICKLE2	9606	0.676	0	0	0	0.08	0	0	0.663
9606.ENSP00000335147	9606.ENSP00000404854	ANKRD37	NDRG1	9606	0.425	0	0	0	0.086	0.045	0	0.394
9606.ENSP00000335196	9606.ENSP00000378635	GLDN	DRP2	9606	0.463	0	0	0	0.062	0	0	0.451
9606.ENSP00000335196	9606.ENSP00000369889	GLDN	COL2A1	9606	0.491	0	0	0.182	0	0	0	0.403
9606.ENSP00000339730	9606.ENSP00000369889	THBS4	COL2A1	9606	0.409	0	0	0	0.049	0.099	0	0.365
9606.ENSP00000339730	9606.ENSP00000361834	THBS4	COL9A2	9606	0.505	0	0	0	0.052	0.099	0.4	0.147
9606.ENSP00000339730	9606.ENSP00000364946	THBS4	MKX	9606	0.519	0	0	0	0.059	0.068	0	0.495
9606.ENSP00000339730	9606.ENSP00000400365	THBS4	LAMA2	9606	0.541	0	0	0	0.101	0.098	0	0.479
9606.ENSP00000339730	9606.ENSP00000349790	THBS4	COL9A1	9606	0.546	0	0	0	0.049	0.099	0.4	0.222
9606.ENSP00000339867	9606.ENSP00000401010	CLCN1	CAPZB	9606	0.456	0	0	0	0	0	0	0.456
9606.ENSP00000339867	9606.ENSP00000355192	CLCN1	CACNA1S	9606	0.706	0	0	0	0.137	0	0	0.674
9606.ENSP00000339867	9606.ENSP00000352608	CLCN1	RYR1	9606	0.771	0	0	0	0.126	0	0	0.749
9606.ENSP00000340494	9606.ENSP00000386433	ZNF395	ZNF638	9606	0.476	0	0	0	0	0.094	0	0.445
9606.ENSP00000340494	9606.ENSP00000478672	ZNF395	RAG2	9606	0.504	0	0	0	0.052	0.412	0	0.183
9606.ENSP00000340609	9606.ENSP00000430075	DUPD1	AMPD1	9606	0.484	0	0	0	0.238	0	0	0.35
9606.ENSP00000340736	9606.ENSP00000370555	GYG1	GYG2	9606	0.986	0	0	0.067	0	0.86	0.9	0.092
9606.ENSP00000340874	9606.ENSP00000443827	MEF2C	SP7	9606	0.401	0	0	0	0	0.078	0	0.377
9606.ENSP00000340874	9606.ENSP00000478874	MEF2C	CAMK1D	9606	0.417	0	0	0	0.099	0.057	0	0.369
9606.ENSP00000340874	9606.ENSP00000360493	MEF2C	RUNX2	9606	0.506	0	0	0	0	0	0	0.506
9606.ENSP00000340874	9606.ENSP00000446007	MEF2C	VIM	9606	0.519	0	0	0	0.049	0	0	0.515
9606.ENSP00000340874	9606.ENSP00000360762	MEF2C	ANKRD1	9606	0.548	0	0	0	0	0.058	0	0.54
9606.ENSP00000340874	9606.ENSP00000368880	MEF2C	FOXO1	9606	0.635	0	0	0	0.078	0.091	0	0.599
9606.ENSP00000340874	9606.ENSP00000402154	MEF2C	MEF2B	9606	0.863	0	0	0.075	0	0.682	0.5	0.178
9606.ENSP00000343925	9606.ENSP00000389814	ESR2	ADIPOQ	9606	0.445	0	0	0	0.042	0	0	0.444
9606.ENSP00000343925	9606.ENSP00000355316	ESR2	GRM3	9606	0.446	0	0	0	0.044	0	0	0.444
9606.ENSP00000343925	9606.ENSP00000421710	ESR2	GNGT2	9606	0.5	0	0	0	0.042	0	0.5	0
9606.ENSP00000344488	9606.ENSP00000368966	JPH1	TRPC3	9606	0.486	0	0	0	0.048	0.092	0	0.453
9606.ENSP00000344488	9606.ENSP00000355192	JPH1	CACNA1S	9606	0.792	0	0	0	0.1	0.312	0	0.691
9606.ENSP00000344488	9606.ENSP00000352608	JPH1	RYR1	9606	0.948	0	0	0	0.126	0	0	0.943
9606.ENSP00000345179	9606.ENSP00000363868	APOD	ABCA1	9606	0.515	0	0	0	0.042	0	0	0.515
9606.ENSP00000345672	9606.ENSP00000416707	CTSB	XKR6	9606	0.477	0	0	0	0	0	0	0.477
9606.ENSP00000345672	9606.ENSP00000377833	CTSB	ANXA4	9606	0.481	0	0	0	0.077	0.071	0	0.443
9606.ENSP00000345672	9606.ENSP00000491537	CTSB	FDFT1	9606	0.612	0	0	0	0	0	0	0.612
9606.ENSP00000349446	9606.ENSP00000363868	ARG1	ABCA1	9606	0.4	0	0	0	0.061	0	0	0.387
9606.ENSP00000349446	9606.ENSP00000359976	ARG1	CTH	9606	0.472	0.097	0	0	0.066	0	0	0.423
9606.ENSP00000349446	9606.ENSP00000360316	ARG1	DHCR24	9606	0.476	0	0	0	0.068	0	0	0.461
9606.ENSP00000349446	9606.ENSP00000364986	ARG1	AGMAT	9606	0.498	0	0	0.191	0.09	0	0	0.372
9606.ENSP00000349790	9606.ENSP00000380901	COL9A1	COL8A2	9606	0.519	0	0	0.156	0	0	0.4	0.126
9606.ENSP00000349790	9606.ENSP00000363840	COL9A1	COL11A2	9606	0.689	0	0	0.135	0.229	0	0.4	0.315
9606.ENSP00000349790	9606.ENSP00000364000	COL9A1	COL5A2	9606	0.697	0	0	0.154	0	0	0.4	0.451
9606.ENSP00000349790	9606.ENSP00000362870	COL9A1	MATN1	9606	0.739	0	0.095	0	0.127	0.44	0	0.479
9606.ENSP00000349790	9606.ENSP00000359114	COL9A1	COL11A1	9606	0.752	0	0	0.108	0.105	0	0.4	0.543
9606.ENSP00000349790	9606.ENSP00000383894	COL9A1	MATN3	9606	0.891	0	0	0	0.086	0.099	0	0.878
9606.ENSP00000349790	9606.ENSP00000369889	COL9A1	COL2A1	9606	0.918	0	0	0.147	0.238	0.622	0.4	0.534
9606.ENSP00000349790	9606.ENSP00000361834	COL9A1	COL9A2	9606	0.988	0	0	0.076	0.049	0.9	0.8	0.458
9606.ENSP00000352608	9606.ENSP00000430075	RYR1	AMPD1	9606	0.408	0	0	0	0.163	0	0	0.322
9606.ENSP00000352608	9606.ENSP00000400365	RYR1	LAMA2	9606	0.456	0	0	0	0.058	0	0	0.447
9606.ENSP00000352608	9606.ENSP00000368966	RYR1	TRPC3	9606	0.545	0	0	0	0.06	0	0	0.536
9606.ENSP00000352608	9606.ENSP00000371336	RYR1	TNNI2	9606	0.552	0	0	0	0.38	0.096	0	0.265
9606.ENSP00000352608	9606.ENSP00000400908	RYR1	MYBPC1	9606	0.584	0	0	0	0.342	0.068	0	0.375
9606.ENSP00000352608	9606.ENSP00000375647	RYR1	CACNG7	9606	0.732	0	0	0	0.084	0	0.72	0
9606.ENSP00000352608	9606.ENSP00000355192	RYR1	CACNA1S	9606	0.997	0	0	0	0.342	0.095	0.72	0.985
9606.ENSP00000355192	9606.ENSP00000371336	CACNA1S	TNNI2	9606	0.537	0	0	0	0.265	0	0	0.396
9606.ENSP00000355192	9606.ENSP00000375855	CACNA1S	PDC	9606	0.574	0	0	0	0.089	0	0	0.552
9606.ENSP00000355192	9606.ENSP00000469759	CACNA1S	LRIT3	9606	0.581	0	0	0	0.083	0	0	0.561
9606.ENSP00000355192	9606.ENSP00000421710	CACNA1S	GNGT2	9606	0.685	0	0	0	0.09	0	0.65	0.091
9606.ENSP00000355192	9606.ENSP00000375647	CACNA1S	CACNG7	9606	0.913	0	0	0	0.042	0.041	0.9	0.172
9606.ENSP00000355316	9606.ENSP00000494788	GRM3	CASK	9606	0.417	0	0	0	0	0.088	0	0.387
9606.ENSP00000355316	9606.ENSP00000362014	GRM3	DNM1	9606	0.462	0	0	0	0.099	0	0	0.427
9606.ENSP00000355316	9606.ENSP00000497110	GRM3	GRM6	9606	0.511	0	0	0.075	0.082	0.072	0.4	0.124
9606.ENSP00000355689	9606.ENSP00000355847	GUK1	PDE10A	9606	0.906	0	0	0	0.068	0.046	0.9	0.074
9606.ENSP00000355847	9606.ENSP00000400882	PDE10A	CAPNS2	9606	0.418	0	0	0	0	0	0	0.418
9606.ENSP00000355847	9606.ENSP00000430075	PDE10A	AMPD1	9606	0.677	0	0	0	0	0	0.65	0.115
9606.ENSP00000355847	9606.ENSP00000501053	PDE10A	ADCY7	9606	0.756	0	0	0	0.055	0.126	0.67	0.208
9606.ENSP00000356070	9606.ENSP00000356828	MAPKAPK2	RCSD1	9606	0.774	0	0	0	0.049	0.292	0	0.692
9606.ENSP00000356828	9606.ENSP00000401010	RCSD1	CAPZB	9606	0.781	0	0	0	0.05	0.779	0	0
9606.ENSP00000357005	9606.ENSP00000494788	F11R	CASK	9606	0.614	0	0	0	0.042	0.523	0	0.224
9606.ENSP00000357060	9606.ENSP00000402152	ATP1A4	SLC12A3	9606	0.411	0.041	0	0	0	0.071	0	0.392
9606.ENSP00000358590	9606.ENSP00000386845	ZNF292	ZNF385B	9606	0.444	0	0	0	0	0	0	0.444
9606.ENSP00000358590	9606.ENSP00000386433	ZNF292	ZNF638	9606	0.482	0	0	0	0.388	0.095	0	0.14
9606.ENSP00000358719	9606.ENSP00000496597	ME1	PFKM	9606	0.473	0.091	0	0	0.055	0	0	0.436
9606.ENSP00000359022	9606.ENSP00000389814	ELOVL3	ADIPOQ	9606	0.48	0	0	0	0.059	0	0	0.47
9606.ENSP00000359022	9606.ENSP00000379011	ELOVL3	CPT1B	9606	0.577	0	0	0	0	0	0	0.577
9606.ENSP00000359114	9606.ENSP00000367952	COL11A1	UCMA	9606	0.421	0	0	0	0	0	0	0.421
9606.ENSP00000359114	9606.ENSP00000400365	COL11A1	LAMA2	9606	0.457	0	0	0	0.099	0.068	0	0.405
9606.ENSP00000359114	9606.ENSP00000435389	COL11A1	PLEKHA7	9606	0.582	0	0	0	0	0	0	0.582
9606.ENSP00000359114	9606.ENSP00000380901	COL11A1	COL8A2	9606	0.584	0	0	0.102	0.181	0	0.4	0.17
9606.ENSP00000359114	9606.ENSP00000383894	COL11A1	MATN3	9606	0.658	0	0	0	0.2	0.099	0	0.564
9606.ENSP00000359114	9606.ENSP00000361834	COL11A1	COL9A2	9606	0.673	0	0	0.105	0	0	0.4	0.441
9606.ENSP00000359114	9606.ENSP00000363840	COL11A1	COL11A2	9606	0.952	0	0	0.055	0.043	0	0.9	0.533
9606.ENSP00000359114	9606.ENSP00000364000	COL11A1	COL5A2	9606	0.976	0	0	0.079	0.405	0.099	0.72	0.855
9606.ENSP00000359114	9606.ENSP00000369889	COL11A1	COL2A1	9606	0.976	0	0	0.091	0.133	0.099	0.72	0.9
9606.ENSP00000359382	9606.ENSP00000482093	PASD1	PER3	9606	0.462	0	0	0	0	0.434	0	0.09
9606.ENSP00000359976	9606.ENSP00000364986	CTH	AGMAT	9606	0.471	0.097	0	0	0.139	0	0	0.374
9606.ENSP00000360316	9606.ENSP00000363868	DHCR24	ABCA1	9606	0.537	0	0	0	0	0	0	0.537
9606.ENSP00000360316	9606.ENSP00000491537	DHCR24	FDFT1	9606	0.831	0	0	0	0.218	0	0	0.793
9606.ENSP00000360316	9606.ENSP00000380837	DHCR24	LSS	9606	0.982	0	0	0	0.38	0	0.9	0.735
9606.ENSP00000360493	9606.ENSP00000364946	RUNX2	MKX	9606	0.405	0	0	0	0.044	0	0	0.403
9606.ENSP00000360493	9606.ENSP00000360762	RUNX2	ANKRD1	9606	0.469	0	0	0	0	0	0	0.469
9606.ENSP00000360493	9606.ENSP00000389814	RUNX2	ADIPOQ	9606	0.488	0	0	0	0	0	0	0.488
9606.ENSP00000360493	9606.ENSP00000367952	RUNX2	UCMA	9606	0.639	0	0	0	0	0	0.5	0.307
9606.ENSP00000360493	9606.ENSP00000368880	RUNX2	FOXO1	9606	0.68	0	0	0	0	0	0	0.68
9606.ENSP00000360493	9606.ENSP00000369889	RUNX2	COL2A1	9606	0.777	0	0	0	0	0	0	0.777
9606.ENSP00000360493	9606.ENSP00000443827	RUNX2	SP7	9606	0.977	0	0	0	0	0.067	0.5	0.955
9606.ENSP00000361141	9606.ENSP00000497110	OPN4	GRM6	9606	0.593	0	0	0	0.077	0	0	0.577
9606.ENSP00000361141	9606.ENSP00000386444	OPN4	SAG	9606	0.595	0	0	0	0.106	0.136	0	0.518
