Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation of Protein Ubiquitination (GO:0031396)	4/114	0.00673582342403783	0.14150682472808856	0	0	5.657551896921976	28.28954283637574	DNAJA1;HSP90AA1;ISG15;HSPBP1
Negative Regulation of MAP Kinase Activity (GO:0043407)	2/19	0.00676826265307066	0.14150682472808856	0	0	18.10487916096671	90.4431202748417	DNAJA1;NPPA
Negative Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102)	2/19	0.00676826265307066	0.14150682472808856	0	0	18.10487916096671	90.4431202748417	HSPA5;DNAJB9
Regulation of Smooth Muscle Cell Migration (GO:0014910)	2/20	0.00748823341082939	0.15252983424544497	0	0	17.098191214470283	83.68576954910893	PLAU;S100A11
Double-strand Break Repair via Homologous Recombination (GO:0000724)	4/119	0.00781826203252181	0.15252983424544497	0	0	5.410201985621362	26.24647499765811	POLN;NABP1;NUCKS1;MCM5
Regulation of Heterotypic Cell-Cell Adhesion (GO:0034114)	2/21	0.00824120450750411	0.15252983424544497	0	0	16.197470420236638	77.72532357227595	APOA1;BMP7
Erythrocyte Development (GO:0048821)	2/21	0.00824120450750411	0.15252983424544497	0	0	16.197470420236638	77.72532357227595	HBE1;GATA1
Response to ATP (GO:0033198)	2/21	0.00824120450750411	0.15252983424544497	0	0	16.197470420236638	77.72532357227595	P2RX4;HSP90B1
Positive Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267)	2/21	0.00824120450750411	0.15252983424544497	0	0	16.197470420236638	77.72532357227595	DYNLL1;DYNLL2
Positive Regulation of Spindle Checkpoint (GO:0090232)	2/21	0.00824120450750411	0.15252983424544497	0	0	16.197470420236638	77.72532357227595	DYNLL1;DYNLL2
Regulation of Neurogenesis (GO:0050767)	3/65	0.00892540620658116	0.15678717493486416	0	0	7.487525201612903	35.3325340473029	HES6;HES3;B2M
Chaperone-mediated Protein Complex Assembly (GO:0051131)	2/22	0.00902671954895143	0.15678717493486416	0	0	15.386821705426357	72.43448272713856	HSP90AA1;HSPA4
Intraciliary Retrograde Transport (GO:0035721)	2/22	0.00902671954895143	0.15678717493486416	0	0	15.386821705426357	72.43448272713856	DYNLL1;DYNLL2
Kinetochore Assembly (GO:0051382)	2/22	0.00902671954895143	0.15678717493486416	0	0	15.386821705426357	72.43448272713856	H3-7;NASP
Positive Regulation of Heart Contraction (GO:0045823)	2/23	0.0098443266244287	0.16686436197029	0	0	14.653377630121817	67.7112060716613	RGS2;NPPA
Chromatin Organization (GO:0006325)	7/362	0.009902490922949	0.16686436197029	0	0	3.103089504770559	14.320661698415956	NASP;PRMT2;CHEK1;H2BC1;NUCKS1;NUDT5;SAFB
Negative Regulation of Neuron Differentiation (GO:0045665)	2/24	0.01069357826671365	0.1775448509282311	0	0	13.98661028893587	63.47280230857581	BMP7;B2M
Regulation of Membrane Depolarization (GO:0003254)	2/25	0.0115740314163883	0.18937799230583183	0	0	13.377822716548703	59.651595927977866	KISS1R;B2M
Regulation of Glycogen Biosynthetic Process (GO:0005979)	2/27	0.01342679179810828	0.21350490056428517	0	0	12.306356589147288	53.04658921447195	PTH;PPP1R3B
Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	2/27	0.01342679179810828	0.21350490056428517	0	0	12.306356589147288	53.04658921447195	CHEK1;NABP1
Regulation of DNA-templated DNA Replication (GO:0090329)	2/28	0.01439823460379772	0.2226795461327072	0	0	11.832438878950509	50.17722810865632	TIPIN;MCM5
Regulation of Cardiac Muscle Hypertrophy (GO:0010611)	2/28	0.01439823460379772	0.2226795461327072	0	0	11.832438878950509	50.17722810865632	RGS2;P2RX4
RRNA Transcription (GO:0009303)	2/29	0.01539914998268001	0.23180853773927643	0	0	11.39362618432386	47.550649067773186	GTF3A;POLR2H
Striated Muscle Cell Development (GO:0055002)	2/29	0.01539914998268001	0.23180853773927643	0	0	11.39362618432386	47.550649067773186	TCAP;MYL9
Negative Regulation of Mitotic Cell Cycle (GO:0045930)	2/30	0.01642911634817609	0.23780092765501043	0	0	10.986157253599114	45.13882574929996	CHEK1;BMP7
Positive Regulation of Binding (GO:0051099)	2/30	0.01642911634817609	0.23780092765501043	0	0	10.986157253599114	45.13882574929996	DPH3;MMP9
Positive Regulation of Nitric Oxide Biosynthetic Process (GO:0045429)	2/30	0.01642911634817609	0.23780092765501043	0	0	10.986157253599114	45.13882574929996	HSP90AA1;P2RX4
Negative Regulation of Blood Vessel Morphogenesis (GO:2000181)	3/83	0.01724804221009141	0.24341299568991503	0	0	5.79755859375	23.538416247026355	ALOX5;CXCR3;PRL
Negative Regulation of Cellular Component Organization (GO:0051129)	3/83	0.01724804221009141	0.24341299568991503	0	0	5.79755859375	23.538416247026355	HSPA5;APOA1;HSPA2
Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)	2/31	0.01748771629334441	0.2437485394467388	0	0	10.606789628441591	42.91779222718881	DYNLL1;DYNLL2
Regulation of Endothelial Cell Proliferation (GO:0001936)	3/85	0.01836791326130779	0.2526584551396628	0	0	5.655583079268292	22.606213798565868	ALOX5;CXCR3;PRL
Organelle Fusion (GO:0048284)	2/32	0.01857453656031179	0.2526584551396628	0	0	10.252713178294574	40.866941922973595	CIDEB;CIDEC
Regulation of Chemotaxis (GO:0050920)	2/33	0.01968916800271705	0.26463179375080415	0	0	9.921480370092524	38.968465918850896	P2RX4;CXCR3
Defense Response to Gram-negative Bacterium (GO:0050829)	3/88	0.02012193962605469	0.2660213081886409	0	0	5.455147058823529	21.307501844824134	DAO;B2M;MR1
DNA Repair (GO:0006281)	6/325	0.02026380204094164	0.2660213081886409	0	0	2.941692789968652	11.469422309078633	POLN;CHEK1;NABP1;NUCKS1;SMC1A;UNG
Myeloid Cell Development (GO:0061515)	2/34	0.02083120555154078	0.270326793881489	0	0	9.6109496124031	37.20689950562277	HBE1;GATA1
Negative Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000134)	2/35	0.02200024817942101	0.2724771343670211	0	0	9.31923890063425	35.56875350845458	PRMT2;CDK2AP2
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	4/163	0.02243298170267558	0.2724771343670211	0	0	3.904323280344674	14.825586181403075	PTH;CXCR3;TAAR5;RXFP2
Negative Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010972)	2/36	0.02319589886540784	0.2724771343670211	0	0	9.04468764249886	34.04221254646382	CHEK1;NABP1
Negative Regulation of Cell Cycle Process (GO:0010948)	2/36	0.02319589886540784	0.2724771343670211	0	0	9.04468764249886	34.04221254646382	CHEK1;BMP7
Negative Regulation of Angiogenesis (GO:0016525)	3/94	0.02389779704452073	0.2724771343670211	0	0	5.0939217032967035	19.020545719176344	ALOX5;CXCR3;PRL
Regulation of Metal Ion Transport (GO:0010959)	2/37	0.02441776456216778	0.2724771343670211	0	0	8.785825027685492	32.616886534730405	P2RX4;B2M
Positive Regulation of Epithelial Cell Migration (GO:0010634)	2/37	0.02441776456216778	0.2724771343670211	0	0	8.785825027685492	32.616886534730405	GLIPR2;MMP9
Lipid Droplet Organization (GO:0034389)	2/38	0.02566545615787948	0.2724771343670211	0	0	8.541343669250645	31.283604839394577	CIDEB;CIDEC
Negative Regulation of Cell Cycle G1/S Phase Transition (GO:1902807)	2/39	0.02693858844502153	0.2724771343670211	0	0	8.310077519379846	30.034244821919533	PRMT2;CDK2AP2
Transcription by RNA Polymerase III (GO:0006383)	2/39	0.02693858844502153	0.2724771343670211	0	0	8.310077519379846	30.034244821919533	GTF3A;POLR2H
Defense Response to Gram-positive Bacterium (GO:0050830)	3/100	0.02803072133316025	0.2724771343670211	0	0	4.777384020618556	17.076540281059767	GBP6;B2M;MR1
Negative Regulation of DNA Metabolic Process (GO:0051053)	2/40	0.02823678009203369	0.2724771343670211	0	0	8.090983272133823	28.861588287818005	H1-6;S100A11
Positive Regulation of Interferon-Beta Production (GO:0032728)	2/40	0.02823678009203369	0.2724771343670211	0	0	8.090983272133823	28.861588287818005	HSP90AA1;ISG15
Regulation of DNA Recombination (GO:0000018)	2/41	0.02955965359042763	0.2724771343670211	0	0	7.883124627310674	27.75920071689616	H1-6;CHEK1
Interstrand Cross-Link Repair (GO:0036297)	2/41	0.02955965359042763	0.2724771343670211	0	0	7.883124627310674	27.75920071689616	POLN;NUCKS1
Protein Localization to Mitochondrion (GO:0070585)	2/41	0.02955965359042763	0.2724771343670211	0	0	7.883124627310674	27.75920071689616	DNAJA1;ISG15
Regulation of Phosphorylation (GO:0042325)	2/42	0.03090683524836144	0.2724771343670211	0	0	7.685658914728682	26.72132916997424	HSPB1;DYNLL1
Regulation of Nervous System Development (GO:0051960)	2/43	0.03227795514099813	0.2724771343670211	0	0	7.497825675931178	25.74281562781207	HES6;HES3
Negative Regulation of G0 to G1 Transition (GO:0070317)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	CHEK1
Alpha-amino Acid Catabolic Process (GO:1901606)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	DAO
Regulation of Glomerular Mesangial Cell Proliferation (GO:0072124)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	BMP7
Cellular Response to Nicotine (GO:0071316)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	B2M
Cyclic Purine Nucleotide Metabolic Process (GO:0052652)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	PTH
Nucleoside Diphosphate Catabolic Process (GO:0009134)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	NUDT5
DNA Protection (GO:0042262)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	DCTPP1
Pentose Metabolic Process (GO:0019321)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	XYLB
Regulation of Striated Muscle Cell Apoptotic Process (GO:0010662)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	BMP7
Sensory Perception of Touch (GO:0050975)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	P2RX4
Positive Regulation of Prostaglandin Secretion (GO:0032308)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	P2RX4
Telomerase Holoenzyme Complex Assembly (GO:1905323)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	HSP90AA1
Pre-B Cell Differentiation (GO:0002329)	1/5	0.03232677360573918	0.2724771343670211	0	0	38.20192307692308	131.10363216765762	CFB
Recombinational Repair (GO:0000725)	3/106	0.03251917009995614	0.2724771343670211	0	0	4.497724514563107	15.40886917077798	POLN;NABP1;NUCKS1
Regulation of Nitric Oxide Biosynthetic Process (GO:0045428)	2/46	0.03653130080252294	0.2724771343670211	0	0	6.985553206483439	23.119287904453852	HSP90AA1;P2RX4
Positive Regulation of Calcium Ion Transmembrane Transport (GO:1904427)	2/46	0.03653130080252294	0.2724771343670211	0	0	6.985553206483439	23.119287904453852	P2RX4;CXCR3
Regulation of Cellular Response to Stress (GO:0080135)	3/112	0.03736000750862214	0.2724771343670211	0	0	4.248853211009174	13.966636802174184	ALOX5;CHORDC1;MANF
Pyrimidine Nucleotide Metabolic Process (GO:0006220)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	DCK
Negative Regulation of Execution Phase of Apoptosis (GO:1900118)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	CXCR3
Regulation of Cell Adhesion Molecule Production (GO:0060353)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	APOA1
Regulation of Gonadotropin Secretion (GO:0032276)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	KISS1R
Regulation of Inositol Phosphate Biosynthetic Process (GO:0010919)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	PTH
Negative Regulation of Very-Low-Density Lipoprotein Particle Remodeling (GO:0010903)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	APOA1
Regulation of Leukocyte Adhesion to Arterial Endothelial Cell (GO:1904997)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	ALOX5
Cholesterol Catabolic Process (GO:0006707)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	CYP46A1
Cholesterol Import (GO:0070508)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	APOA1
Regulation of Mesenchymal Stem Cell Proliferation (GO:1902460)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	CCNE1
Peptide Antigen Assembly With MHC Class I Protein Complex (GO:0002502)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	B2M
Peptidyl-histidine Modification (GO:0018202)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	DPH3
Pericardium Morphogenesis (GO:0003344)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	BMP7
Dopamine Biosynthetic Process (GO:0042416)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	DAO
Response to DNA Damage Checkpoint Signaling (GO:0072423)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	SMC1A
Positive Regulation of Gonadotropin Secretion (GO:0032278)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	KISS1R
ISG15-protein Conjugation (GO:0032020)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	ISG15
Immature B Cell Differentiation (GO:0002327)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	CFB
Skeletal Muscle Thin Filament Assembly (GO:0030240)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	TCAP
Positive Regulation of Mesenchymal Stem Cell Proliferation (GO:1902462)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	CCNE1
Positive Regulation of Microglial Cell Migration (GO:1904141)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	P2RX4
Intestinal Epithelial Structure Maintenance (GO:0060729)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	HSPB1
Sterol Catabolic Process (GO:0016127)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	CYP46A1
Striated Muscle Hypertrophy (GO:0014897)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	TCAP
Leukocyte Chemotaxis Involved in Inflammatory Response (GO:0002232)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	ALOX5
MHC Class I Protein Complex Assembly (GO:0002397)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	B2M
Protein O-linked Glycosylation via Fucose (GO:0036066)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	B3GLCT
Protein Histidyl Modification to Diphthamide (GO:0017183)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	DPH3
Protein Oxidation (GO:0018158)	1/6	0.03866659935826289	0.2724771343670211	0	0	30.56	99.4049298240761	APOA1
Cellular Response to Metal Ion (GO:0071248)	3/114	0.0390511781129319	0.2724771343670211	0	0	4.171875	13.528899319160576	CLIC4;P2RX4;B2M
Negative Regulation of Mitotic Cell Cycle Phase Transition (GO:1901991)	2/48	0.03947994043842379	0.2724771343670211	0	0	6.681159420289855	21.59325719109003	PRMT2;CDK2AP2
Positive Regulation of Immune System Process (GO:0002684)	2/50	0.04251576774636915	0.2724771343670211	0	0	6.4021317829457365	20.217165618082923	B2M;CFB
Actin Polymerization or Depolymerization (GO:0008154)	2/51	0.04406551786638812	0.2724771343670211	0	0	6.271159626641354	19.579047687257045	CAPG;MSRB1
Nucleosome Assembly (GO:0006334)	2/51	0.04406551786638812	0.2724771343670211	0	0	6.271159626641354	19.579047687257045	NASP;H2BC1
Mitotic G2/M Transition Checkpoint (GO:0044818)	2/51	0.04406551786638812	0.2724771343670211	0	0	6.271159626641354	19.579047687257045	CHEK1;NABP1
Purinergic Nucleotide Receptor Signaling Pathway (GO:0035590)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	P2RX4
Alcohol Catabolic Process (GO:0046164)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	CYP46A1
Negative Regulation of Cellular Response to Hypoxia (GO:1900038)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	HYOU1
Antigen Processing and Presentation of Endogenous Peptide Antigen via MHC Class I (GO:0019885)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	B2M
Antigen Processing and Presentation of Exogenous Peptide Antigen via MHC Class Ib (GO:0002477)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	B2M
Regulation of Atrial Cardiac Muscle Cell Membrane Repolarization (GO:0060372)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	NPPA
Negative Regulation of Plasminogen Activation (GO:0010757)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	PLAU
Negative Regulation of Protein Localization to Mitochondrion (GO:1903748)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	DNAJA1
Cellular Response to Iron Ion (GO:0071281)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	B2M
Regulation of Glycoprotein Metabolic Process (GO:1903018)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	GATA1
Regulation of Lymphocyte Mediated Immunity (GO:0002706)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	B2M
Neutrophil-mediated Killing of Bacterium (GO:0070944)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	DAO
Regulation of Microglial Cell Migration (GO:1904139)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	P2RX4
Detection of Muscle Stretch (GO:0035995)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	TCAP
Establishment of Mitotic Sister Chromatid Cohesion (GO:0034087)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	SMC1A
Regulation of Superoxide Metabolic Process (GO:0090322)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	BMP7
Positive Regulation of Icosanoid Secretion (GO:0032305)	1/7	0.044965205761108	0.2724771343670211	0	0	25.465384615384615	78.99021819196878	P2RX4
