gene_id	WT_48hpf_R1	WT_48hpf_R2	WT_48hpf_R3	MT_48hpf_R1	MT_48hpf_R2	MT_48hpf_R3
dld	2342	2745	1830	2405	2189	2431
dldh	10598	9368	7041	3993	8133	5634
dlg1	1168	1189	866	456	840	647
dlg1l	1394	1326	1074	500	739	744
dlg2	369	310	268	119	163	114
dlg4b	1427	1301	1069	289	462	495
dlg5a	2594	2321	1966	901	943	1105
dlgap1a	95	71	82	52	35	57
dlgap3	435	502	344	122	158	117
dlgap5	3249.028	3167.875	2426.393	2110.755	2853.751	2933.69
dll4	874	919	593	381	525	533
dlst	9908	8542	6971	3687	6861	4706
dlx1a	920	830	700	444	658	642
dlx2a	862	915	668	621	894	879
dlx2b	234	244	198	90	218	155
dlx3b	1468	1252	987	728	883	876
dlx4a	664	582	434	483	781	618
dlx4b	274	253	211	213	335	263
dlx5a	839	868	643	600	1022	797
dlx6a	440	413	291	268	409	348
dmap1	2000	1780	1481	1209	2251	1711
dmbx1a	784	790	576	305	629	474
dmbx1b	181	189	137	61	109	112
dmc1	3	0	2	1	2	0
dmd	1245	1177	945	463	597	571
dmrt1	21	11	9	9	6	3
dmrt2a	620	612	473	228	403	306
dmrt2b	68	49	50	47	46	38
dmrt3a	317	318	231	116	156	143
dmrta2	330	331	273	262	255	303
dmtf1	927	781	657	441	838	685
dmtn	1864	1651	1310	766	1411	1096
dmxl2	4508	4132	3243	1305	1034	1486
dnaaf1	71	50	45	45	53	57
dnah9	41	32	22	26	19	23
dnai2a	7	4	4	6	1	9
dnaja1	770	584	525	1232	2437	1700
dnaja2	9604	8937	7090	4865	8799	6410
dnaja2l	9367	8438	6596	5325	8403	7558
dnaja3a	1680	1290	1073	848	1388	1182
dnaja3b	192.511	207.444	149.816	82.915	211.104	126.461
dnajb11	1681	1405	1084	2222	4652	2499
dnajb12a	1481	1406	1044	762	1468	1040
dnajb12b	138	127	111	63	82	75
dnajb13	30	18	13	19	26	37
dnajb14	497	455	320	228	435	329
dnajb1a	321	254	213	395	625	485
dnajb1b	498	452	353	763	1006	986
dnajb2	495	472	355	207	392	309
dnajb4	410	328	290	190	428	309
dnajb5	187	181	113	119	218	169
dnajb6a	2167	1914	1608	956	1896	1424
dnajb6b	1285	1095	899	667	1331	850
dnajb9a	222	136	112	192	326	247
dnajb9b	82	79	70	132	217	166
dnajc1	1794	1552	1208	1005	1795	1459
dnajc10	1388	1263	1047	847	1555	1020
dnajc11	2869	2559	1989	1477	2622	1993
dnajc15	633	479	392	290	506	339
dnajc17	100	98	62	95	71	87
dnajc18	1945	1737	1371	567	1258	923
dnajc19	544	501	350	219	445	264
dnajc2	914	822	640	712	1182	1012
dnajc21	660	645	458	511	1019	744
dnajc24	125	115	78	85	130	133
dnajc25	317	242	209	271	463	373
dnajc27	195	175	159	81	189	140
dnajc28	213	171	149	90	197	127
dnajc3a	496	489	343	476	1039	550
dnajc3b	1446	1242	1053	999	1667	1232
dnajc4	697	619	464	194	458	307
dnajc5aa	1059	1058	775	431	907	625
dnajc5ga	1538	1329	1072	752	1336	1152
dnajc5gb	298	283	210	163	311	205
dnajc7	5987	5149	4180	2821	5556	4140
dnajc8	1365	1203	1074	1179	1640	1387
dnajc9	1146	1094	804	701	1433	953
dnal1	363	303	197	163	290	238
dnal4a	269	250	192	130	188	152
dnal4b	265	198	166	187	273	241
dnali1	54	46	28	27	36	37
dnase1	0	1	1	0	0	1
dnase1l3	662	591	462	202	346	405
dnase1l3l	739	688	564	297	535	526
dnase2	152	132	101	52	71	63
dnd1	13	13	17	17	8	15
dner	502	433	385	216	329	235
dnlz	159	117	99	88	159	104
dnm1a	1622	1514	1246	400	527	527
dnm1b	1620	1380	1090	527	640	711
dnm1l	3422	3100	2412	1498	2553	2063
dnm2a	1304	1281	933	469	572	626
dnm2b	877	700	555	314	339	355
dnm3a	226	180	181	93	157	120
dnmt1	5775	5557	4009	3684	5114	4485
dnmt3aa	1031	1051	868	376	368	434
dnmt3ab	2114	1953	1604	621	841	817
dnmt3ba	5975	5269	3993	4802	6769	5942
dnmt3bb.1	2306	2219	1610	880	1505	1064
dnmt3bb.2	1050.842	952.035	692.522	1064.534	1455.675	1389.527
dnmt3bb.3	746.158	670.965	517.478	399.466	657.325	493.473
dnpep	1048	890	681	505	842	758
dnph1	339	300	238	192	343	237
dntt	0	0	0	0	0	0
dnttip2	1962	1788	1269	1204	2065	1657
doc2d	175	164	116	65	68	86
dock1	1326	1320	1005	517	495	704
dock11	1866	1772	1382	751	1410	1180
dock4b	1688	1555	1235	733	830	856
dock5	505	585	422	230	317	286
dohh	1210	928	786	679	1180	893
dok1b	230	204	169	108	189	122
dok6	110	106	93	19	69	38
dolk	156	141	135	95	139	160
dolpp1	565	549	550	412	643	491
dopey2	6	7	2	3	2	2
dpagt1	957	846	601	696	1127	903
dpcd	218	204	139	154	285	202
dpep1	12	12	5	1	0	1
dpf1	914	855	706	479	769	655
dpf2	587	584	432	352	499	430
dpf2l	3924	3596	2691	2069	3550	2964
dpf3	728	641	487	251	435	334
dph1	420	370	292	154	248	180
dph2	506	387	313	293	433	431
dph3	67	41	34	75	107	87
dph5	642	542	425	287	510	445
dph6	228	182	147	157	257	147
dph7	575	446	396	214	416	297
dpm1	939	895	697	478	891	636
dpm2	797	733	484	437	854	596
dpm3	676	570	471	357	706	510
dpp3	3134	2813	2172	1815	2865	2331
dpp4	262	246	159	200	283	301
dpp6	1148	973	794	331	644	436
dpp7	1655	1576	1192	1324	1794	1506
dpp9	4247	4083	3059	2029	2410	2408
dpt	15	9	14	1	7	3
dpy19l1l	466	437	360	239	425	407
dpy30	1408	1282	952	856	1447	1128
dpyda.1	79	53	73	57	60	63
dpydb	1771	1632	1353	926	1238	1346
dpys	202	154	137	79	188	107
dpysl2b	6018	5609	4661	4274	4057	5540
dpysl3	17926	16524	12448	8491	8271	10041
dpysl4	2260	1986	1684	1359	2140	1849
dpysl5a	8363	6967	5471	4563	6603	6354
dpysl5b	2684	2308	1945	791	823	1013
dr1	2045	1671	1376	1198	1811	1737
dram1	65	58	44	32	48	32
dram2b	1179	988	869	636	1042	892
drap1	4509	4313	3620	2653	3786	3448
draxin	573	545	428	319	381	391
drc1	99	107	67	67	108	101
drd1b	113	103	79	23	81	60
drd2a	85	73	55	24	61	48
drd2b	98	81	77	39	49	66
drd2l	23	20	17	18	21	14
drd3	40	41	25	12	23	14
drd4-rs	92	86	70	47	70	81
drd4a	152	108	86	19	24	31
drd4b	25	21	15	12	17	22
drd7	9	5	7	4	6	6
drg1	2461	2128	1690	1473	2577	1994
drg2	1837	1581	1221	1001	1724	1226
drgx	138	145	114	93	178	141
drl	0	0	0	0	0	0
drp2	112	117	90	21	30	31
dsc2l	1547	1381	986	946	1500	1328
dscama	3745	3718	2983	1122	1188	1540
dscc1	281	238	145	227	418	305
dscr3	1138	971	797	624	947	971
dse	1337	1201	952	484	554	543
dsg2.1	1818	1556	1313	1335	1494	1926
dstyk	2135	2065	1771	925	740	1025
dtd1	546	475	355	223	404	280
dtd2	120	134	71	61	147	80
dtl	410	464	305	442	639	503
dtna	816	689	589	268	459	372
dtnba	6343	5885	4703	1983	2830	2685
dtnbb	407	333	295	113	214	165
dtnbp1a	770	657	509	432	665	570
dtnbp1b	305	215	211	88	185	156
dtwd1	231	159	148	128	235	170
dtx1	2417	2647	1940	1877	1248	1868
dtx2	1207	1124	884	464	711	758
dtymk	471	401	329	241	505	315
dub	304	333	231	91	224	164
dus1l	615	553	424	280	620	429
dus3l	895	862	676	393	737	611
dus4l	337	267	195	178	311	217
dusp1	3265	4218	2705	2057	2659	3113
dusp11	329	277	214	221	343	302
dusp12	135	106	94	73	138	84
dusp13a	1	3	2	1	3	0
dusp14	262	243	183	66	148	104
dusp16	976	1021	851	456	411	545
dusp19a	28	25	19	6	22	12
dusp19b	58	57	39	44	77	56
dusp2	232	227	148	165	342	227
dusp22a	383	414	305	210	294	272
dusp22b	101	65	50	7	32	29
dusp23a	70	57	47	48	84	43
dusp23b	685	596	465	203	501	149
dusp3b	19	17	6	4	13	0
dusp4	678	920	586	384	701	531
dusp5	238	245	181	139	287	238
dusp6	6314	6728	5105	3053	5034	4071
dusp7	1489	1375	1216	812	755	832
dusp8a	2584	2934	1998	1247	1589	1634
dvl1b	504	389	319	223	294	296
dvl2	1063	1053	828	519	576	642
dvl3a	1781	1694	1250	1186	1374	1443
dync1h1	13499	12758	11371	7280	4091	6955
dync1i1	2012	1652	1319	1032	1790	1651
dync1i2a	2337	2207	1733	1341	2118	1687
dync1li1	2388	2076	1661	964	1769	1574
dync1li2	1390	1277	963	818	1481	1277
dync2h1	60	81	53	30	32	34
dync2li1	196	173	135	129	200	201
dynll1	2863	2613	1993	3476	5396	4277
dynll2a	2164	1731	1423	983	1928	1313
dynll2b	367	303	206	485	609	414
dynlrb1	2150	1877	1391	1164	2119	1555
dynlt1	19	23	12	28	28	16
dynlt3	1595	1331	840	1424	2020	1714
dyrk1aa	1794	1704	1684	650	624	744
dyrk1b	3568	3342	2969	1117	1256	1275
dyrk2	2870	2667	2099	1007	1972	1329
dysf	1625	1730	1339	1026	972	1236
dytn	21	17	26	5	7	9
dyx1c1	64	58	41	20	52	66
dzank1	82	81	48	46	69	71
dzip1	1243	1214	982	610	988	831
dzip1l	67	46	25	26	59	52
e2f4	1857	1696	1273	1361	1715	1726
e2f5	144	130	89	85	123	97
e2f7	755	907	548	648	1121	669
e4f1	396	342	266	304	524	505
eaf1	856	829	609	355	670	565
eaf2	1533	1425	989	710	1287	1036
eapp	631	556	425	321	585	405
ebag9	1086	1077	832	560	887	814
ebf2	2216	2185	1557	1981	1972	2098
ebf3a	7817	7751	6207	3880	6045	5912
ebi3	7	18	8	4	25	24
ebna1bp2	1947	1657	1269	1104	2183	1376
ebp	568	450	376	145	354	110
ebpl	57	45	24	35	56	36
ecd	639	644.042	475	293	509	411
ece1	1046	1021	807	332	563	451
ece2b	822	843	667	368	665	492
ech1	1181	1045	784	568	1063	696
echdc1	102	70	52	81	90	90
echdc2	345	327	249	181	286	263
echs1	3167	2844	2122	1168	2569	1722
eci1	1112	915	706	536	990	681
ecrg4a	328	254	205	65	161	103
ecsit	991	824	683	534	1158	768
ect2	1188	1088	853	544	660	753
eda	81	64	51	32	48	50
edar	159	151	140	59	141	94
edc3	1393	1220	961	738	1118	975
edc4	4141.635	3923.7	2953.714	2419.704	2893.1	2867.898
edem1	1657	1470	1194	938	1679	1358
edem2	776	608	521	346	538	426
edf1	4491	3947	3024	2483	4114	3109
edn1	164	150	111	103	177	143
edn2	159	162	105	83	111	128
ednraa	942	851	652	354	585	442
ednrab	43	36	37	58	35	34
ednrba	345	286	234	72	172	151
eed	977	907	797	473	555	645
eef1a1a	1531	1226	961	571	1259	816
eef1a1b	290	240	203	114	286	166
eef1a1l1	542189.426	516477.318	395752.446	363340.08	496840.9	505354.999
eef1a1l2	461.574	448.682	350.554	92.92	352.1	131.001
eef1a2	25	10	13	4	15	12
eef1b2	32964	31596	22882	18490	32746	26553
eef1da	10871	9516	7478	4723	8374	6146
eef1db	6326	6093	4698	3912	5362	5907
eef1g	71294	67322	51699	38813	60384	54625
eef2a.1	1592.953	1419.87	975.771	1514.603	2719.744	1144.269
eef2a.2	159.047	148.13	100.229	55.397	38.256	314.731
eef2b	219190	208425	158424	127895	114718	154104
eef2k	7520	7792	5788	3161	4860	4289
eef2kmt	140	146	115	100	180	132
eefsec	403	395	284	278	585	440
eepd1	614	609	480	398	484	517
ef1	2132	2082	1518	1047	1505	1350
efcab1	86	82	43	35	67	39
efcab11	68	77	54	131	236	181
efcab6	253	228	146	77	203	133
efcab7	681	588	495	265	544	421
efemp2a	1256	1086	899	588	917	873
efemp2b	521	435	356	160	327	245
efhb	31	22	18	10	19	25
efhc1	211	194	143	98	139	112
efhc2	95	79	56	44	92	73
efhd1	844	819	638	410	769	553
efhd2	2404	2063	1633	1445	2713	2143
efna1a	1889	1956	1535	786	1443	1032
efna1b	803	861	631	414	737	537
efna2a	807	727	584	436	633	548
efna3b	610	601	457	360	394	457
efna5b	200	252	209	95	114	135
efnb1	753	695	545	330	604	488
efnb2a	932	925	692	479	751	666
efnb2b	241	228	176	115	215	167
efnb3b	672	636	526	370	423	459
efr3a	520	478	392	261	402	325
eftud2	6743	5849	4797	3138	5069	4137
egf	625	472	440	99	124	83
egfl6	4647	4264	3402	1700	2768	1934
egfl7	419	448	338	181	325	258
egfra	1549	1671	1203	594	702	827
egln1b	2894	2443	1961	930	1371	1210
egln3	1368	1601	916	106	112	149
egr1	323	302	238	353	383	545
egr2a	45	34	43	79	61	78
egr2b	138	97	89	25	44	31
egr3	284	244	230	94	234	149
ehd1a	2696	2569	2089	1645	3298	2291
ehd1b	3748	3436	2571	1777	3603	2434
ehd2b	2880	2694	2002	1324	1772	1711
ehd3	625	507	485	283	394	366
ehf	7	8	6	7	13	6
ehhadh	354	328	212	240	307	203
ehmt1a	1301	1116	865	919	1423	1342
ehmt1b	4402	4134	3277	2083	2720	3125
ehmt2	1005	953	778	464	424	546
ei24	1081	1041	877	551	985	861
eif1ad	712	650	476	345	604	499
eif1axa	1185	1027	692	809	1379	1013
eif1axb	7829	7187	5779	3660	7675	5113
eif1b	22281	20879	16529	9086	14625	10344
eif2a	2061	1818	1464	1356	1994	1527
eif2ak1	995	903	652	581	985	783
eif2ak2	84	82	61	26	44	41
eif2b1	934	799	619	522	919	710
eif2b2	1295	1150	909	880	1306	1220
eif2b3	1552	1347	1045	722	1292	1084
eif2b4	2527	2215	1820	1366	2521	1979
eif2b5	1598	1544	1159	900	1608	1265
eif2d	1020	903	685	535	1017	685
eif2s1a	3058	2621	1983	1628	3487	2341
eif2s1b	8233	7699	5799	4829	6879	6977
eif2s2	9563	8120	6493	5063	10114	6786
eif2s3	20026	18822	14167	10481	17198	16314
eif3ba	25553	23672	17651	13330	20358	18695
eif3c	21354	19861	16075	11943	18428	16820
eif3d	20200	18160	14087	8634	14968	12462
eif3ea	21907	20394	15632	12435	18448	17037
eif3eb	283	260	195	128	275	239
eif3f	10715	9893	7439	6322	10494	9216
eif3g	8833	8561	6272	5109	6899	6141
eif3ha	5623	5250	3940	3440	5216	4292
eif3hb	669	647	458	368	567	443
eif3i	14716	13785	10451	9024	13402	12987
eif3ja	2899	2632	2006	1703	2929	2204
eif3jb	1847	1499	1154	957	1845	1311
eif3k	1610	1481	1087	1892	1930	1584
eif3m	11038	10303	7614	7024	10513	8903
eif3s10	33884	31703	24685	13957	20955	17969
eif3s6ip	10438	9752	7566	6650	8965	8473
eif4a1a	24787	21650	17297	14434	24431	20977
eif4a1b	23990	21070	16808	11578	18536	16164
eif4a2	1177	983	706	983	1461	1478
eif4a3	7308	6918	5782	3944	7302	5374
eif4ba	1434	1349	1024	714	1207	1099
eif4bb	8755	7990	6283	4112	6876	5438
eif4e1b	3	3	1	0	5	4
eif4e1c	3969	3461	2683	2371	4174	2906
eif4e2	656	528	463	400	703	628
eif4e2rs1	973	958	775	715	1100	838
eif4e3	2534	2312	1832	998	2204	1380
eif4ea	1348	1126	877	663	1236	886
eif4eb	1321	1176	994	681	1294	772
eif4ebp1	3922	3471	2945	2409	3732	3050
eif4ebp2	12765	11570	8638	6406	9804	8778
eif4ebp3	433	354	273	152	217	216
eif4ebp3l	2431	2574	1793	985	1403	1318
eif4enif1	1418	1337	1069	628	503	930
eif4g1a	13260	11738	8822	6687	5934	7350
eif4g2a	15628.419	14280	10806	7750.493	12004	10110
eif4g2b	22729.581	20904	15992	8378.507	11921	9422
eif4h	6076	5496	4352	2740	3889	3457
eif5	9937	7789	6638	5145	9600	7344
eif5a	41834	37738	29527	28103	30280	29108
eif5a2	18960	16637	13230	11583	20900	13003
eif6	1483	1224	995	1273	1872	1515
ek1	1037	1061	825	727	810	790
ela2	5	0	4	17	7	6
ela2l	1	0	1	1	1	2
ela3l	3	4	4	1	7	2
elac1	304	263	197	170	240	227
elac2	1130	1037	789	400	734	643
elavl1	9360	8484	6591	5889	10338	7799
elavl2	9	11	6	15	11	26
elavl3	3795	3099	2667	2748	2414	3211
elavl4	21811	19084	16149	8799	12080	12180
elf2a	1552	1481	1149	659	1192	1006
elf2b	2090	1960	1498	1033	1703	1423
elk3	567	577	447	227	241	302
elk4	173	167	110	124	145	150
ell	2186	2144	1603	870	1199	1199
ell2	1933	1990	1589	994	904	1150
elmo1	5746	4997	3946	2409	4203	3367
elmo2	2496	1970	1822	708	1257	759
elmod1	555	440	366	173	417	242
elmod2	2027	2005	1344	1430	2499	2254
elmsan1a	793	768	642	228	396	359
elna	180	155	145	52	50	46
elnb	421	341	313	61	190	86
elof1	5182	4729	3338	2233	4389	2964
elovl1a	698	565	491	328	709	540
elovl1b	2050	1933	1383	1068	2209	1423
elovl2	164	149	104	71	139	65
elovl4a	1193	1064	973	677	976	1052
elovl4b	1968	1476	1181	385	1002	641
elovl5	570	599	420	343	433	442
elovl6	1218	994	808	532	1037	737
elovl6l	827	884	587	434	724	550
elovl7a	1980	1801	1501	1015	1752	1370
elp2	697	645	499	369	674	578
elp3	890	791	605	440	795	601
elp4	196	200	119	165	227	329
elp5	661	577	448	267	577	375
elp6	392	331	262	192	363	248
emc10	2259	1874	1443	1087	2058	1517
emc2	4911	4289	3431	2405	4657	3378
emc3	3909	3488	2697	1930	3197	2634
emc4	627	473	433	251	365	340
emc6	2336	2126	1834	1226	2108	1609
emc7	3040	2583	2005	1220	2427	1660
emc8	1371	1254	919	798	1456	1020
emc9	980	814	617	486	1023	671
emg1	619	568	412	408	726	497
emilin1a	2338	2104	1516	916	1969	1186
emilin1b	1126	958	826	438	889	667
eml1	2487	2259	1647	1019	1498	1676
eml2	2430	2108	1689	955	1826	1430
emp1	102	80	55	28	46	26
emp2	6159	5610	4309	2730	5165	3935
emp3b	55	56	41	29	59	40
emx1	178	177	136	98	171	155
emx2	1289	1226	998	688	1322	1105
emx3	199	205	142	122	157	152
enah	2717	2629	2146	968	1317	1223
enc3	2326	2327	1706	1269	1794	1657
endog	624	506	401	324	686	419
endou	10	6	5	1	8	3
endou2	1438	1188	953	726	966	802
eng1a	230	193	188	100	186	155
eng1b	934	907	695	563	831	739
eng2a	759	796	504	443	678	592
eng2b	506	402	321	361	572	461
engase	487	490	315	224	406	323
enkur	231	182	149	112	195	137
eno1a	24532	21241	17296	11273	20375	14916
eno1b	576	426	337	214	493	258
eno2	2836	2476	2118	662	1527	980
eno3	34887	32723	24540	13702	26374	15455
eno4	55	32	43	38	40	61
enoph1	1667	1509	1103	875	1672	1291
enosf1	680	531	449	420	586	490
enpep	368	334	250	154	268	163
enpp1	2179	2077	1530	724	1719	1252
enpp2	526	482	327	213	429	298
enpp4	114	124	78	31	76	86
enpp5	538	501	391	136	285	224
enpp6	699	584	518	298	487	456
ensaa	16	20	23	7	9	15
ensab	371	355	274	92	243	196
entpd1	2621.796	2284.855	1714	1004	2230.985	1471.214
entpd2a.1	87	58	62	35	70	63
entpd3	2368	2074	1588	731	1593	762
entpd4	1253	1139	932	721	1053	549
entpd6	1262	1198	924	712	1350	1004
entpd8	28	25	12	16	22	21
eny2	1001	839	638	535	1072	721
eomesa	957	940	671	396	342	534
eomesb	34	27	30	18	14	11
epas1b	797	718	582	166	370	266
epb41b	1366	1145	1036	990	1025	376
epb41l3a	2824	2394	2076	784	1095	1067
epb41l3b	3967	3906	3056	2391	2717	3294
epb41l4a	1118	1121	864	556	629	813
epb41l5	2024	1929	1508	1226	1900	1617
epc1b	2187	2098	1797	1121	1071	1123
epc2	2167	2036	1534	1112	1565	1441
epcam	9173	8844	6496	5213	7687	9202
epd	478	381	270	79	202	66
epdl1	621	563	395	264	475	975
epdr1	544	448	351	227	490	352
epg5	1382	1152	985	501	565	623
epha2a	1357	1566	1022	962	961	919
epha4a	2377	2310	1728	1222	1210	1572
epha4b	2425	2481	2005	928	1488	1383
epha7	689	664	525	380	418	612
ephb2b	668	696	587	360	482	486
ephb3a	2080	1931	1565	1185	1097	1368
ephb4a	1936	1754	1458	858	898	1146
ephb4b	1157	1011	866	595	695	753
ephx1	429	385	307	190	399	291
ephx2	1080	965	776	210	455	420
epn1	3169	2666	2285	890	1292	1138
epo	28	33	17	10	32	27
epor	161	163	147	33	62	28
eprs	13398	12767	9585	5720	8218	7171
eps8	534	498	402	299	240	350
eps8l1	668	621	459	244	519	365
eps8l3	66	48	44	31	54	35
epyc	6908	5809	4739	1054	1836	1219
eral1	645	609	442	301	621	420
erap1b	128	106	59	61	85	70
erap2	117	100	67	32	64	55
erbb2	1254	1167	1036	446	808	628
erbb2ip	4690	4628	3558	1987	2075	2239
erbb3a	1624	1529	1202	385	738	570
erbb3b	623.361	423.921	338.532	160.448	231.957	159.586
erbb4a	275	274	256	118	190	181
erc1a	1088	993	801	331	663	525
ercc1	736	689	457	369	609	489
ercc2	1032	881	753	495	919	653
ercc3	1268	1197	956	944	1704	1441
ercc4	717	619	468	343	587	514
ercc6l	1435	1282	979	1197	1754	1505
ercc8	777	644	509	342	562	469
erf	2016	2027	1440	1022	1073	1144
erg	382	335	285	146	208	184
ergic1	604	585	453	754	1279	1108
ergic2	1106	907	787	554	903	782
ergic3	1162	1046	773.07	917	1476	1332
erh	6027	5182	3960	3199	5813	4078
eri1	528	468	352	309	564	419
eri2	78	98	82	117	87	103
erich3	124	85	82	30	58	50
erlec1	1459	1233	982	967	1708	1230
erlin1	3034	2693	2109	1654	2872	2279
erlin2	1399	1153	844	497	1114	699
ern1	171	158	143	77	131	129
ero1a	89	83	70	25	25	28
ero1b	311	307	240	206	423	265
erp44	2669	2450	2069	1752	2624	2120
errfi1	581	533	479	315	477	383
es1	12	7	5	2	7	3
esama	476	477	371	184	278	274
esco2	1580	1661	1052	1254	1877	1633
esd	2498	2065	1659	1000	1618	1482
esf1	988	820	686	848	1471	1138
esm1	60	76	51	45	68	77
espn	99	88	90	37	50	29
esr1	25	40	24	16	17	41
esr2a	38	27	23	17	26	17
esr2b	124	95	89	30	32	34
esrp1	1662	1554	1178	1037	1429	1506
esrp2	2191	1971	1530	803	1267	1038
esrra	695	562	441	232	414	359
esrrga	728	684	569	359	488	393
esrrgb	30	32	29	9	16	22
esyt3	546	603	420	423	669	540
etaa1	235	254	212	169	185	221
etf1b	11805	10891	8350	6806	12497	9055
etfa	3254	2771	2141	1472	2936	1932
etfb	6934	6201	4784	3973	6162	4923
etfdh	2886	2638	2104	1164	2130	1646
ethe1	945	959	764	240	332	279
etnk2	237	193	174	129	209	161
etnppl	757	655	562	474	1062	520
ets1	508	451	358	228	304	282
ets2	851	1079	697	498	627	703
etv1	163	144	115	40	65	73
etv2	298	287	218	211	292	218
etv4	1679	1553	1235	892	1552	1312
etv5a	2477	2256	1676	1010	1080	1153
etv5b	4531	4272	3372	1832	2878	2547
etv7	12	5	6	4	8	6
eva1a	446	359	295	171	384	309
eva1ba	457	458	348	193	406	276
eva1bb	380	330	215	105	247	221
eve1	52	31	27	0	7	2
evla	1506.707	1341.433	1092.322	587.519	918.761	872.642
evlb	2847	2427	2160	1055	1530	1369
evpla	2696	2770	1616	2445	3726	3779
evx1	302	290	222	241	338	312
evx2	1198	1277	919	742	919	972
ewsr1a	25545	23226	19553	9012	12043	11398
ewsr1b	14126	12237	10446	3816	6112	4895
exd1	19	25	14	10	18	6
exd2	735	654	510	323	413	392
exo1	344	386	243	285	466	342
exo5	119	97	87	47	98	65
exoc1	4394	3793	2857	1683	2953	2700
exoc2	2593	2466	1873	1155	2002	1579
exoc3	2243	2181	1633	1197	2085	1546
exoc3l1	752	624	503	330	555	500
exoc3l4	229	202	186	48	127	162
exoc4	1758	1653	1242	775	1040	943
exoc5	699	588	527	351	644	563
exoc6	1016	1016	855	398	806	667
exoc6b	1778	1711	1277	1060	1655	1446
exoc7	1574	1445	1136	745	1141	1203
exoc8	1207	1077	850	537	877	712
exorh	194	181	138	128	157	166
exosc1	503	484	451	315	396	419
exosc10	2076	1946	1489	1108	1696	1431
exosc2	675	640	414	399	737	493
exosc3	722	654	502	494	580	605
exosc4	1013	808	654	469	857	669
exosc5	485	402	336	339	507	346
exosc6	486	412	345	483	655	575
exosc7	656	608	457	315	612	382
exosc8	608	484	403	324	590	418
exosc9	1013	833	640	579	1081	666
ext1a	989	929	724	631	766	667
ext1b	344	329	324	181	216	248
ext1c	570	495	492	196	308	268
ext2	3294	3025	2301	1289	2308	1974
extl2	308	214	170	128	227	175
extl3	1472	1222	1004	631	962	1036
eya1	4073	4096	3212	1804	3114	2336
eya2	2109	2117	1531	1123	1868	1413
eya3	1470	1320	1101	727	1292	1028
eya4	1822	1619	1291	648	962	862
ezh1	241	186	124	151	196	206
ezh2	1807	1522	1229	1369	2055	1880
ezra	619	558	475	391	774	556
ezrb	4978	4601	3645	2059	4083	3250
f10	3002	2519	2239	1349	2294	2547
f11r.1	2848	2492	1883	1275	2647	1831
f11r.2	317	283	175	61	106	73
f13a1a.1	1	0	1	1	0	2
f13a1b	585	626	455	205	335	399
f2	4008	3686	2810	2213	3602	2725
f2r	112	97	83	56	101	84
f2rl1.1	68	67	53	45	83	49
f2rl1.2	244	318	200	105	233	170
f3a	419	436	296	204	394	269
f3b	302	307	204	198	389	290
f5	1132	1169	898	822	930	743
f7	195	208	190	111	164	155
f7i	137	177	171	59	92	80
f9a	3	3	6	10	14	3
f9b	390	374	267	324	410	335
fa2h	58	68	80	33	44	53
faah	267	238	192	120	179	161
faah2a	262	203	177	75	178	91
faah2b	37	28	36	8	7	29
faap24	89	82	54	51	58	49
fabp10a	139	117	91	27	152	56
fabp11a	4337	3532	2932	1741	2941	2139
fabp11b	90	94	93	127	116	195
fabp1a	0	1	0	0	1	0
fabp1b.1	20531	18615	13376	14538	21215	16498
fabp2	2915	3783	2432	4120	5377	4934
fabp3	13980	13189	9898	8082	12588	8303
fabp6	1	0	0	0	1	1
fabp7a	31654	26699	20074	12313	26537	18651
fabp7b	173	133	114	158	195	109
fads2	364	282	245	164	279	116
faf1	2631	2431	1985	1419	2447	1775
faf2	2117	1948	1584	936	1529	1314
fah	358	408	263	254	329	250
fahd1	295	268	184	167	316	187
fahd2a	2126	2159	1618	1715	2133	2765
faim2a	859	756	694	246	513	420
faima	212	200	128	106	176	175
faimb	77	68	45	15	28	25
fam101a	216	261	179	91	142	162
fam102ab	805	746	559	329	552	456
fam102ba	340	323	247	119	275	176
fam102bb	531	480	417	280	524	418
fam107b	3233	3109	2285	1727	2883	2312
fam110b	1469	1324	1036	643	619	740
fam113	9.916	2.906	0	2.792	3.999	1.94
fam114a1	1049	956	704	515	1005	758
fam117ab	129	130	83	54	87	87
fam117bb	346	338	253	186	131	276
fam120b	210	210	144	114	160	139
fam122b	794	688	566	447	690	784
fam126a	822	812	712	440	723	607
fam129aa	976	879	688	237	511	414
fam129ba	1988	1889	1316	1105	1710	1455
fam131a	189	201	166	77	107	101
fam131c	94	74	62	28	67	50
fam132a	252	224	186	144	220	145
fam133b	1437	1304	1209	1059	1884	1507
fam134a	973	951	794	322	578	500
fam135a	2274	1901	1623	1091	1811	1596
fam136a	493	484	391	304	593	436
fam13b	8784	7887	6500	2781	5429	3926
fam149b1	1889	1651	1465	551	1044	1018
fam151a	40	33	17	16	18	21
fam151b	202	183	111	94	180	123
fam155b	543	387	371	308	413	413
fam160a2	1032	926	851	341	399	507
fam160b1	680	602	439	276	406	320
fam160b2	608	564	440	301	463	403
fam162a	641	547	433	200	461	316
fam166b	34	23	17	11	30	31
fam167aa	64	58	35	18	32	103
fam167ab	197	173	177	130	202	146
fam168a	1355	1341	1114	939	833	1122
fam168b	2762	2560	2033	1683	1291	1816
fam169aa	223	226	166	83	136	116
fam172a	812	788	575	483	672	698
fam173a	445	381	314	178	346	214
fam173b	290	283	208	172	331	246
